date,equity_usd,cash_usd,positions_value_usd
2024-02-15,1000.0,1.7053025658242404e-13,999.9999999999999
2024-02-16,995.0276198045485,1.7053025658242404e-13,995.0276198045483
2024-02-20,996.5938058140773,1.7053025658242404e-13,996.5938058140771
2024-02-21,995.9325480127484,1.7053025658242404e-13,995.9325480127483
2024-02-22,1009.3445451174125,1.7053025658242404e-13,1009.3445451174124
2024-02-23,1007.65274364063,1.7053025658242404e-13,1007.6527436406298
2024-02-26,1005.0627812576233,1.7053025658242404e-13,1005.0627812576232
2024-02-27,1009.851064411052,1.7053025658242404e-13,1009.8510644110518
2024-02-28,1012.9682467557166,1.7053025658242404e-13,1012.9682467557163
2024-02-29,1013.86250349173,1.7053025658242404e-13,1013.8625034917297
2024-03-01,1011.5463218647967,1.7053025658242404e-13,1011.5463218647966
2024-03-04,1012.4931225152695,1.7053025658242404e-13,1012.4931225152693
2024-03-05,1010.0340103604256,1.7053025658242404e-13,1010.0340103604254
2024-03-06,1013.6811355429165,1.7053025658242404e-13,1013.6811355429164
2024-03-07,1017.2551434082607,1.7053025658242404e-13,1017.2551434082606
2024-03-08,1015.8434531046023,1.7053025658242404e-13,1015.8434531046021
2024-03-11,1009.8843206313279,1.7053025658242404e-13,1009.8843206313278
2024-03-12,1017.4726044649954,1.7053025658242404e-13,1017.4726044649951
2024-03-13,1021.47079490236,1.7053025658242404e-13,1021.4707949023598
2024-03-14,1013.0707353745474,1.7053025658242404e-13,1013.0707353745472
2024-03-15,1011.5499453371976,1.7053025658242404e-13,1011.5499453371975
2024-03-18,1012.9007391429082,1.7053025658242404e-13,1012.900739142908
2024-03-19,1019.9691512886484,1.7053025658242404e-13,1019.9691512886483
2024-03-20,1033.7966870943706,1.7053025658242404e-13,1033.7966870943703
2024-03-21,1045.5781236114537,1.7053025658242404e-13,1045.5781236114535
2024-03-22,1036.069006276388,1.7053025658242404e-13,1036.0690062763879
2024-03-25,1036.803787570694,1.7053025658242404e-13,1036.8037875706939
2024-03-26,1036.9845315060657,1.7053025658242404e-13,1036.9845315060654
2024-03-27,1053.7127616111388,1.7053025658242404e-13,1053.7127616111386
2024-03-28,1057.8948212119892,1.7053025658242404e-13,1057.894821211989
2024-04-01,1048.6575362942046,1.7053025658242404e-13,1048.6575362942044
2024-04-02,1041.0484871229796,1.7053025658242404e-13,1041.0484871229794
2024-04-03,1041.4643751804265,1.7053025658242404e-13,1041.4643751804263
