ticker,buy_date,buy_price,buy_shares,buy_notional_usd,buy_fees_usd,buy_total_cost_usd,sell_date,sell_price,sell_shares,sell_notional_usd,sell_fees_usd,sell_total_received_usd,pnl_usd,pnl_pct,hold_days
AIZ,2024-02-15,167.29263305664062,0.44329551639590503,74.16007416007416,0.0,74.16007416007416,2025-02-14,199.8232421875,0.44329551639590503,88.58074733341181,0.0,88.58074733341181,14.420673173337647,19.445332730130087,365
AON,2024-02-15,310.51959228515625,0.4558460885107507,141.54914154914155,0.0,141.54914154914155,2025-02-14,385.3685607910156,0.4558460885107507,175.66875107160192,0.0,175.66875107160192,34.119609522460365,24.10442702021974,365
AXP,2024-02-15,207.330810546875,0.38249056709374146,79.30207930207929,0.0,79.30207930207929,2025-02-14,306.7949523925781,0.38249056709374146,117.34617532213463,0.0,117.34617532213463,38.044096020055335,47.97364250076836,365
BLK,2024-02-15,759.5523681640625,0.11615010619390544,88.22208822208822,0.0,88.22208822208822,2025-02-14,949.0731811523438,0.11615010619390544,110.23495077663237,0.0,110.23495077663237,22.012862554544157,24.95164532846864,365
BRO,2024-02-15,81.66056823730469,1.312703419900245,107.19610719610718,0.0,107.19610719610718,2025-02-14,109.79345703125,1.312703419900245,144.12624652759249,0.0,144.12624652759249,36.93013933148531,34.45100787468374,365
BX,2024-02-15,122.70629119873047,0.656503262955062,80.55708055708055,0.0,80.55708055708055,2025-02-14,159.41270446777344,0.656503262955062,104.65496063958425,0.0,104.65496063958425,24.097880082503693,29.914043453236356,365
KIM,2024-02-15,17.819931030273438,4.42577913085608,78.86707886707886,0.0,78.86707886707886,2025-02-14,20.555194854736328,4.42577913085608,90.97275241877232,0.0,90.97275241877232,12.105673551693457,15.34946358555531,365
RJF,2024-02-15,114.82832336425781,1.2916686752418034,148.32014832014832,0.0,148.32014832014832,2025-02-14,157.1649932861328,1.2916686752418034,203.0050986722861,0.0,203.0050986722861,54.684950352137776,36.86953591369163,365
TDG,2024-02-15,1026.0478515625,0.08530409901721432,87.52608752608752,0.0,87.52608752608752,2025-02-14,1229.638671875,0.08530409901721432,104.89321902102091,0.0,104.89321902102091,17.36713149493339,19.842234453535973,365
TRV,2024-02-15,210.88742065429688,0.5419958855084295,114.30011430011429,0.0,114.30011430011429,2025-02-14,233.62542724609375,0.5419958855084295,126.62402031753174,0.0,126.62402031753174,12.323906017417457,10.78205922441946,365
