ticker,weight,score,rank
RJF,0.1483201483201483,0.5935961371940519,1
AON,0.14154914154914155,0.5906200612701674,2
TRV,0.11430011430011429,0.5786435329224235,3
BRO,0.10719610719610718,0.5755210535869996,4
BLK,0.08822208822208821,0.5671815713589664,5
TDG,0.08752608752608752,0.5668756389295176,6
BX,0.08055708055708055,0.5638125452434172,7
AXP,0.07930207930207929,0.5632610088200773,8
KIM,0.07886707886707886,0.5630698896953399,9
AIZ,0.07416007416007415,0.5610009824421677,10
