Date,Close,High,Low,Open,Volume
2019-01-02,27.31633186340332,27.92633684834539,27.16754953683009,27.814749393968757,3990600
2019-01-03,27.30889129638672,27.584139594882238,27.14523329050455,27.33121049002413,3603000
2019-01-04,27.651081085205078,27.747789997034428,26.996443565493074,26.996443565493074,4453500
2019-01-07,28.00071907043457,28.03047609531246,27.53205586085918,27.613886260380323,5800400
2019-01-08,28.402429580688477,28.409867417802204,27.844498150220975,27.963523408542603,5718800
2019-01-09,28.23134422302246,28.43219997296341,28.060245511099577,28.29085546127126,6366300
2019-01-10,28.699995040893555,28.72974922806286,28.149501430363074,28.261088855052765,4081400
2019-01-11,28.543779373168945,28.69256169818135,28.335485820823674,28.69256169818135,3506900
2019-01-14,28.268537521362305,28.424757705543016,27.740362896111037,28.36524647062106,4998500
2019-01-15,28.35780143737793,28.618171208811397,28.13462937456835,28.231338308974305,5188600
2019-01-16,28.625612258911133,28.71488052649119,28.067680620408428,28.231341475794416,4644600
2019-01-17,28.79670524597168,28.930609039692282,28.514021981705074,28.566095363953476,4620600
2019-01-18,28.91572380065918,29.146336466834352,28.677673297800993,28.863650430520565,3806400
2019-01-22,28.826459884643555,29.064510423119646,28.603287859545503,29.004999207393755,2972200
2019-01-23,29.28768539428711,29.310004585492404,28.84134129919293,28.960366580403814,5007300
2019-01-24,29.220731735229492,29.33231917117139,29.019876053205905,29.287683629237357,3442800
2019-01-25,28.856216430664062,29.29512263575224,28.81158089127356,29.094266965174306,3054500
2019-01-28,28.707435607910156,28.952923992669426,28.39499249174175,28.759508987640498,5495000
2019-01-29,28.685123443603516,28.975247412394253,28.551219636809826,28.796708057407074,3336500
2019-01-30,28.826459884643555,28.908290289329635,28.573530832789427,28.595847183963354,3547100
2019-01-31,29.161226272583008,29.228178179805006,28.6107324978925,28.826466736473034,7394500
2019-02-01,28.848777770996094,29.25048914022129,28.685119790701187,29.116585350479557,7887300
2019-02-04,28.670242309570312,28.714875015901473,28.350361337859905,28.38011836727169,8885700
2019-02-05,28.78182029724121,28.826455831098727,28.521453444203697,28.67023571927622,10002500
2019-02-06,29.04477882385254,29.164984726549818,28.759288730220955,28.789340922378972,6429400
2019-02-07,29.533113479614258,29.57067728247402,28.88700575306233,29.05228705883217,6999900
2019-02-08,29.668350219726562,29.713425644011963,29.397886210274535,29.435450019157336,4231200
2019-02-11,29.563161849975586,29.74347211020205,29.442955965136065,29.61575174547198,3528100
2019-02-12,29.690885543823242,29.88621905386403,29.450473747187807,29.62326954689861,3809600
2019-02-13,29.68337631225586,29.781044517515095,29.57819649086984,29.683376312255856,5048700
2019-02-14,29.638294219970703,29.818601625826272,29.435446238932283,29.7134218280881,3397800
2019-02-15,29.743473052978516,29.893731130274226,29.50306127567916,29.811089044464865,6692600
2019-02-19,29.75098991394043,29.79606820485931,29.600734676080748,29.74347829842143,4519400
2019-02-20,29.743473052978516,29.788551335947563,29.029749335274726,29.322751009737413,6189200
2019-02-21,30.089073181152344,30.126636994674826,29.46550585206036,29.65332778560805,4820100
2019-02-22,30.592437744140625,30.599949360542414,30.08156185076,30.089073467161793,3804300
2019-02-25,30.374555587768555,30.68258336571051,30.276887404732953,30.56988908790523,4906800
2019-02-26,30.63751220703125,30.77274422547584,30.23933063379728,30.44969027762878,6306900
2019-02-27,30.592437744140625,30.66005375549792,30.412127425209402,30.412127425209402,6164700
2019-02-28,30.614974975585938,30.72766928137937,30.36704864921448,30.62248659186905,6837600
2019-03-01,30.727663040161133,30.78776455602432,30.412120767591716,30.56989047090909,5018200
2019-03-04,30.607465744018555,30.870415323443396,30.397103214543215,30.80279930788623,6495200
2019-03-05,30.367046356201172,30.727666961135625,30.32948254575155,30.58492046911802,5065500
2019-03-06,30.592437744140625,30.71264366811634,30.299435983570767,30.449691239088946,3737800
2019-03-07,30.63751220703125,30.97559225314273,30.5323323851155,30.667564403560093,3492400
