Date,Close,High,Low,Open,Volume
2019-01-02,255.6462860107422,256.0010952244026,250.91902751754768,252.08885909977465,374800
2019-01-03,248.15744018554688,254.35180877863655,247.28488757026193,253.29703786784623,401400
2019-01-04,256.49005126953125,256.5859448414571,249.80667605657308,251.17789268363262,515400
2019-01-07,258.0050964355469,260.2776307281741,255.2147602589635,256.4421219102082,342300
2019-01-08,258.51708984375,262.33036626894983,254.85744312878074,261.0336740610203,521800
2019-01-09,260.927978515625,262.4456323883881,259.2758656805572,259.9098190221234,299700
2019-01-10,264.3186340332031,264.53956648228024,257.80624191245045,259.91941960303933,269600
2019-01-11,262.37841796875,263.694339577527,260.6974902147246,262.58973577320677,308800
2019-01-14,260.6109924316406,261.3794046645419,258.01754984776545,259.7753360672724,322000
2019-01-15,259.6312561035156,260.6398302256417,258.20007573502426,259.76574437835257,322200
2019-01-16,261.8404235839844,262.9065975682754,259.58317274101915,260.2363259555241,421200
2019-01-17,264.5396423339844,266.2301849711864,259.8618646594682,260.7743508183228,315500
2019-01-18,270.907958984375,271.4362388948323,266.23976674266737,266.23976674266737,390500
2019-01-22,263.8576354980469,269.09250706042224,262.3495961756068,268.3913388336842,386800
2019-01-23,265.3560485839844,267.3731382962448,262.74340560072477,265.3464339030331,245600
2019-01-24,267.69976806640625,269.10213389627575,264.8277629470918,265.6346047661833,372000
2019-01-25,271.9740905761719,272.54079981473797,269.88014200390006,270.97513106957206,558500
2019-01-28,268.8234558105469,270.90781826088596,267.44029062875467,268.2759468192038,454200
2019-01-29,272.0700988769531,272.5407491559122,270.110609639436,270.110609639436,311900
2019-01-30,276.142822265625,277.89099429291593,270.9655796470245,273.7511114092797,417000
2019-01-31,272.0798034667969,277.689296515868,271.5803089847538,276.27731589934615,637000
2019-02-01,280.69573974609375,281.7427141049287,274.8268852144863,278.55374693249945,706300
2019-02-04,281.5601806640625,281.8963720470592,277.91976353565167,279.5718764083587,481200
2019-02-05,286.103515625,286.33406280936146,281.54099710605647,282.67444503710595,415700
2019-02-06,287.91888427734375,288.1590167913365,284.70110272723025,284.70110272723025,648100
2019-02-07,285.8729553222656,286.53572341695195,284.09596882655654,284.8259810614114,511400
2019-02-08,288.31268310546875,288.37031255938297,283.1738418357585,284.8547693053708,326600
2019-02-11,289.3596496582031,290.12806189888124,287.4674044696591,289.2924055260556,335500
2019-02-12,295.9873962402344,296.208328754589,290.1665851608323,291.04067122233425,424100
2019-02-13,297.1302795410156,298.5326448164746,294.1718607072602,295.5069818627822,426300
2019-02-14,294.0374450683594,296.30431115862325,293.58599478638206,295.4878547789132,354400
2019-02-15,299.64691162109375,299.6853410263145,296.899810065282,296.97663956267604,351600
2019-02-19,298.94573974609375,300.7899407907087,297.812292154268,298.40784533199377,225500
2019-02-20,301.097412109375,301.32792998419694,298.68647185398885,299.6086019793893,240900
2019-02-21,302.3749084472656,302.4709673340741,298.6384610487877,300.07925641174427,408300
2019-02-22,304.67047119140625,304.86258889023406,301.7600668637405,303.6234971527986,398000
2019-02-25,306.7452392578125,307.5808956075052,305.61182097462114,307.0333865118282,454600
2019-02-26,307.2447509765625,308.416598842783,305.8519999530306,306.524353418961,509700
2019-02-27,310.7890930175781,311.3462168482352,306.1401312070594,306.6588256290039,393000
2019-02-28,310.87554931640625,311.85530874193006,308.58948307425237,309.76133092472406,531500
2019-03-01,310.8563537597656,313.8435882313749,310.2896445314458,313.2384495922896,538500
2019-03-04,308.262939453125,314.3142970929192,307.3600387511213,312.81587237747783,496300
2019-03-05,307.3312683105469,309.7710234939385,307.2352094173944,307.8595775663562,468600
2019-03-06,307.19671630859375,308.58946724195243,306.44750406971775,306.9949839001292,330400
2019-03-07,306.6492614746094,307.32164432914135,303.892544534527,306.23624053030926,471100
2019-03-08,305.13165283203125,305.4486149120253,302.6534684089428,303.6908574786726,311500
2019-03-11,310.395263671875,310.6258108047742,305.64065775917635,305.6598578064807,352800
2019-03-12,310.9620056152344,311.9705798094326,310.0975343866733,311.5863736315224,412200
2019-03-13,313.4593811035156,314.45834058899663,310.72186452763054,310.72186452763054,308200
2019-03-14,312.6141052246094,314.5543947068117,311.423057329987,313.6995088828609,311100
2019-03-15,313.33453369140625,314.62164058168975,312.3548034858915,314.62164058168975,664800
2019-03-18,318.38690185546875,318.5502048642805,313.47857797995556,314.62161110248394,405100
2019-03-19,318.81915283203125,321.66231362354984,317.8298080352465,320.2311332034669,515100
2019-03-20,317.66650390625,320.6825530641162,315.9951909752366,318.93441062573316,248500
2019-03-21,320.82666015625,321.76796087064486,314.99623555813815,316.1488833748869,214500
2019-03-22,316.4658508300781,320.4424301712661,316.2353329879954,320.0005945362568,350400
2019-03-25,317.9162292480469,319.70280097382334,316.1680576167898,316.7155667507081,362000
2019-03-26,322.0368957519531,322.60360495762427,319.6548000146303,319.99099139102526,226200
2019-03-27,322.32513427734375,323.31447923546335,320.50971808386026,321.7391955979609,285600
2019-03-28,326.67626953125,326.8203431733453,321.35492494981094,321.35492494981094,362000
2019-03-29,328.4725341796875,329.04885819829013,326.1768527880552,327.9538396316394,436100
2019-04-01,334.1972351074219,334.89843264245656,329.2313108396141,331.28683003819435,540100
2019-04-02,334.5238342285156,335.22503181050376,332.59318850540683,335.22503181050376,391100
2019-04-03,333.30401611328125,337.059693126534,332.3626858608942,335.41719451126903,487900
2019-04-04,331.5365905761719,333.82265702660203,330.71051940317636,333.06382999933777,477700
2019-04-05,332.29931640625,335.13669829138524,330.9527737337428,333.0976437655274,391000
2019-04-08,330.7026062011719,332.85710327689424,328.3942437330034,331.04887671522886,540700
2019-04-09,329.9139099121094,331.145038421301,327.81711986242044,328.35576610308453,396700
2019-04-10,329.8274230957031,330.6160934168931,328.59629431228467,330.6160934168931,255500
2019-04-11,333.2418212890625,333.86699850246646,328.38464137828447,331.28932760117016,256100
