Earnings Date,eps_est,eps_reported,eps_surprise_pct,eps_revision
2022-07-26 20:00:00,1.04,1.29,24.45,
2022-10-25 20:00:00,1.24,1.31,5.37,0.1923076923076923
2023-02-08 19:00:00,1.22,1.59,30.58,-0.016129032258064502
2023-04-25 20:00:00,1.13,1.24,9.98,-0.07377049180327877
2023-07-25 20:00:00,1.58,1.63,3.49,0.3982300884955754
2023-10-24 20:00:00,1.67,1.67,0.05,0.056962025316455556
2024-02-06 19:00:00,1.57,1.68,7.22,-0.059880239520958
2024-04-23 20:00:00,1.42,1.53,7.95,-0.09554140127388544
2024-08-06 20:00:00,1.86,1.91,2.73,0.3098591549295775
2024-10-22 20:00:00,1.85,1.92,4.02,-0.005376344086021501
2025-02-05 19:00:00,1.68,1.76,4.67,-0.09189189189189195
2025-04-28 20:00:00,1.61,1.72,6.74,-0.04166666666666652
