Earnings Date,eps_est,eps_reported,eps_surprise_pct,eps_revision
2022-07-20 20:00:00,0.34,0.35,2.66,
2022-10-20 20:00:00,0.38,0.39,1.69,0.11764705882352944
2023-01-19 19:00:00,0.41,0.42,3.31,0.07894736842105265
2023-04-19 20:00:00,0.37,0.39,5.07,-0.09756097560975607
2023-07-20 20:00:00,0.34,0.35,3.86,-0.08108108108108103
2023-10-19 20:00:00,0.32,0.35,9.72,-0.05882352941176472
2024-01-18 19:00:00,0.27,0.3,11.94,-0.15625
2024-04-18 20:00:00,0.25,0.26,4.0,-0.07407407407407418
2024-07-18 20:00:00,0.28,0.3,7.14,0.1200000000000001
2024-10-16 20:00:00,0.3,0.33,10.47,0.0714285714285714
2025-01-16 19:00:00,0.31,0.34,8.97,0.03333333333333344
2025-04-16 20:00:00,0.31,0.34,8.86,0.0
