Earnings Date,eps_est,eps_reported,eps_surprise_pct,eps_revision
2022-07-26 20:00:00,0.83,0.83,-0.18,
2022-10-25 20:00:00,1.04,1.04,-0.19,0.2530120481927711
2023-02-14 19:00:00,0.52,0.42,-19.07,-0.5
2023-04-25 20:00:00,1.27,1.7,34.09,1.442307692307692
2023-07-24 20:00:00,-0.26,-0.17,35.1,-1.204724409448819
2023-10-24 20:00:00,-0.08,0.3,473.46,-0.6923076923076923
2024-02-12 19:00:00,0.53,0.48,-8.97,-7.625
2024-04-22 20:00:00,0.64,0.82,28.8,0.2075471698113207
2024-07-22 20:00:00,-0.2,-0.08,59.63,-1.3125
2024-10-28 20:00:00,0.06,0.12,99.17,-1.3
2025-02-17 19:00:00,0.49,0.69,40.54,7.166666666666666
2025-04-21 20:00:00,1.02,1.18,15.87,1.0816326530612246
