Earnings Date,eps_est,eps_reported,eps_surprise_pct,eps_revision
2022-07-19 20:00:00,0.96,0.97,1.23,
2022-10-18 20:00:00,0.97,0.97,0.12,0.01041666666666674
2023-01-24 19:00:00,0.98,0.95,-2.67,0.010309278350515427
2023-04-18 20:00:00,0.91,0.97,7.11,-0.0714285714285714
2023-07-18 20:00:00,1.05,1.05,0.08,0.15384615384615397
2023-10-17 20:00:00,0.78,0.61,-21.74,-0.2571428571428571
2024-01-23 19:00:00,0.75,0.83,10.01,-0.03846153846153855
2024-04-16 20:00:00,0.71,0.71,0.35,-0.053333333333333344
2024-07-16 20:00:00,0.54,0.58,6.66,-0.23943661971830976
2024-10-15 20:00:00,0.67,0.7,5.12,0.2407407407407407
2025-03-12 20:00:00,0.43,0.43,-0.42,-0.35820895522388063
2025-04-29 20:00:00,-0.32,-1.07,-234.56,-1.744186046511628
