Earnings Date,eps_est,eps_reported,eps_surprise_pct,eps_revision
2022-08-03 20:00:00,1.56,1.96,25.33,
2022-11-02 20:00:00,4.12,4.05,-1.72,1.641025641025641
2023-02-08 19:00:00,1.67,1.26,-24.45,-0.5946601941747574
2023-05-03 20:00:00,-0.04,-0.2,-396.4,-1.0239520958083832
2023-08-02 20:00:00,2.32,2.89,24.82,-58.99999999999999
2023-11-01 20:00:00,4.93,5.41,9.79,1.125
2024-02-07 19:00:00,1.68,1.72,2.32,-0.6592292089249493
2024-05-01 20:00:00,-0.24,0.21,188.82,-1.1428571428571428
2024-08-07 20:00:00,3.06,3.51,14.7,-13.75
2024-11-06 19:00:00,6.07,6.13,1.03,0.9836601307189543
2025-02-05 19:00:00,2.04,2.39,17.42,-0.6639209225700164
2025-05-07 20:00:00,0.32,0.4,23.38,-0.8431372549019608
