Earnings Date,eps_est,eps_reported,eps_surprise_pct,eps_revision
2022-08-15 20:00:00,4.94,5.05,2.14,
2022-11-14 19:00:00,4.12,4.24,2.96,-0.1659919028340081
2023-02-20 19:00:00,3.28,3.3,0.73,-0.2038834951456311
2023-05-15 20:00:00,3.8,3.82,0.63,0.15853658536585358
2023-08-14 20:00:00,4.45,4.65,4.61,0.17105263157894757
2023-11-13 19:00:00,3.76,3.81,1.28,-0.15505617977528097
2024-02-19 19:00:00,2.77,2.82,1.95,-0.26329787234042545
2024-05-13 20:00:00,3.6,3.63,0.85,0.29963898916967513
2024-08-12 20:00:00,4.49,4.6,2.36,0.24722222222222223
2024-11-11 19:00:00,3.64,3.67,0.81,-0.18930957683741645
2025-02-24 19:00:00,3.01,3.02,0.38,-0.17307692307692313
2025-05-19 20:00:00,3.6,3.56,-1.0,0.1960132890365449
