Earnings Date,eps_est,eps_reported,eps_surprise_pct,eps_revision
2022-07-31 20:00:00,2.38,2.59,8.75,
2022-10-31 20:00:00,2.12,2.18,2.68,-0.10924369747899154
2023-02-13 19:00:00,1.75,1.66,-5.11,-0.17452830188679247
2023-05-07 20:00:00,1.38,1.46,5.81,-0.21142857142857152
2023-07-31 20:00:00,1.18,1.18,0.42,-0.14492753623188404
2023-11-06 19:00:00,1.57,1.65,5.25,0.3305084745762714
2024-02-26 19:00:00,1.41,1.41,0.34,-0.1019108280254778
2024-04-30 20:00:00,1.11,1.16,4.58,-0.21276595744680837
2024-08-05 20:00:00,1.26,1.41,11.62,0.1351351351351351
2024-11-04 19:00:00,1.09,1.1,0.96,-0.13492063492063489
2025-02-17 19:00:00,1.0,1.16,15.63,-0.0825688073394496
2025-05-05 20:00:00,1.25,1.21,-3.33,0.25
