Earnings Date,eps_est,eps_reported,eps_surprise_pct,eps_revision
2022-08-23 20:00:00,1.1,1.2,9.32,
2022-11-28 19:00:00,1.33,1.48,11.3,0.209090909090909
2023-02-21 19:00:00,1.31,1.37,4.83,-0.015037593984962405
2023-05-30 20:00:00,1.34,1.54,14.53,0.022900763358778553
2023-08-22 20:00:00,1.07,1.15,7.49,-0.20149253731343286
2023-11-27 19:00:00,1.39,1.58,13.55,0.2990654205607475
2024-02-28 19:00:00,1.69,1.94,14.8,0.2158273381294964
2024-05-29 20:00:00,1.79,1.8,0.81,0.059171597633136175
2024-08-27 20:00:00,1.45,1.56,7.28,-0.1899441340782123
2024-11-20 19:00:00,1.78,1.87,4.88,0.22758620689655173
2025-02-26 19:00:00,1.91,1.91,0.08,0.07303370786516838
2025-05-28 20:00:00,1.9,1.93,1.76,-0.005235602094240788
