Earnings Date,eps_est,eps_reported,eps_surprise_pct,eps_revision
2022-07-27 20:00:00,2.96,3.1,4.64,
2022-10-26 20:00:00,2.93,3.1,5.71,-0.010135135135135087
2023-02-06 19:00:00,2.91,3.16,8.49,-0.0068259385665528916
2023-04-26 20:00:00,3.13,3.42,9.18,0.07560137457044669
2023-07-26 20:00:00,3.48,3.57,2.72,0.11182108626198084
2023-10-25 20:00:00,3.57,3.63,1.65,0.025862068965517127
2024-02-05 19:00:00,3.49,3.59,2.87,-0.022408963585434094
2024-05-01 20:00:00,3.68,3.75,2.03,0.054441260744985565
2024-08-01 20:00:00,3.78,3.85,1.76,0.02717391304347827
2024-10-30 20:00:00,3.89,3.94,1.22,0.029100529100529293
2025-02-05 19:00:00,3.93,3.97,1.12,0.010282776349614497
2025-04-30 20:00:00,3.93,3.95,0.63,0.0
