Earnings Date,eps_est,eps_reported,eps_surprise_pct,eps_revision
2022-07-21 20:00:00,0.53,0.59,11.17,
2022-10-20 20:00:00,0.59,0.56,-4.68,0.1132075471698113
2023-01-19 19:00:00,0.66,0.66,0.76,0.1186440677966103
2023-04-20 20:00:00,0.66,0.62,-5.63,0.0
2023-07-20 20:00:00,0.59,0.59,-0.34,-0.10606060606060619
2023-10-19 20:00:00,0.58,0.49,-15.52,-0.016949152542372947
2024-01-18 19:00:00,0.46,0.49,5.83,-0.2068965517241378
2024-04-18 20:00:00,0.45,0.37,-18.32,-0.021739130434782594
2024-07-18 20:00:00,0.48,0.52,7.44,0.06666666666666665
2024-10-17 20:00:00,0.53,0.49,-6.84,0.10416666666666674
2025-01-16 19:00:00,0.55,0.56,1.27,0.037735849056603765
2025-04-16 20:00:00,0.51,0.51,0.85,-0.07272727272727275
