Earnings Date,eps_est,eps_reported,eps_surprise_pct,eps_revision
2022-08-30 20:00:00,3.22,3.19,-0.87,
2022-12-07 19:00:00,3.11,2.75,-11.61,-0.034161490683229934
2023-03-01 19:00:00,2.7,2.9,7.57,-0.13183279742765264
2023-05-31 20:00:00,3.03,3.08,1.56,0.12222222222222201
2023-08-29 20:00:00,3.34,3.35,0.32,0.10231023102310233
2023-12-06 19:00:00,3.48,3.47,-0.16,0.041916167664670656
2024-02-28 19:00:00,0.78,0.85,8.59,-0.7758620689655172
2024-05-29 20:00:00,0.83,0.85,2.63,0.0641025641025641
2024-08-27 20:00:00,0.91,0.96,5.5,0.09638554216867479
2024-12-04 19:00:00,1.0,1.04,4.14,0.09890109890109877
2025-03-05 19:00:00,0.91,0.92,0.79,-0.08999999999999997
2025-05-28 20:00:00,0.93,0.96,3.49,0.0219780219780219
