Earnings Date,eps_est,eps_reported,eps_surprise_pct,eps_revision
2022-08-01 20:00:00,2.13,2.27,6.65,
2022-11-07 19:00:00,1.95,2.54,30.52,-0.08450704225352113
2023-02-20 19:00:00,1.96,1.38,-29.76,0.00512820512820511
2023-05-01 20:00:00,1.33,1.45,8.66,-0.3214285714285714
2023-08-07 20:00:00,1.38,1.3,-5.52,0.037593984962405846
2023-11-06 19:00:00,1.28,1.24,-3.37,-0.0724637681159419
2024-02-19 19:00:00,1.23,1.09,-11.33,-0.0390625
2024-05-06 20:00:00,1.08,1.17,8.19,-0.12195121951219501
2024-08-05 20:00:00,1.26,1.24,-1.7,0.16666666666666652
2024-11-04 19:00:00,1.35,1.63,20.79,0.0714285714285714
2025-02-17 19:00:00,1.44,1.68,17.0,0.06666666666666665
2025-05-05 20:00:00,1.37,1.47,7.02,-0.04861111111111105
