Earnings Date,eps_est,eps_reported,eps_surprise_pct,eps_revision
2022-08-01 20:00:00,0.64,0.64,-0.57,
2022-10-30 20:00:00,0.83,0.86,3.13,0.296875
2023-02-20 19:00:00,0.63,0.64,2.39,-0.24096385542168675
2023-05-01 20:00:00,1.24,1.39,12.07,0.9682539682539681
2023-07-31 20:00:00,0.63,0.7,11.39,-0.49193548387096775
2023-10-30 20:00:00,0.75,0.85,13.19,0.19047619047619047
2024-02-25 19:00:00,0.52,0.54,3.7,-0.30666666666666664
2024-04-29 20:00:00,1.31,1.31,-0.32,1.5192307692307692
2024-07-29 20:00:00,0.63,0.63,-0.4,-0.5190839694656488
2024-11-03 19:00:00,0.87,0.9,2.97,0.38095238095238093
2025-02-24 19:00:00,0.83,0.84,1.53,-0.04597701149425293
2025-04-29 20:00:00,1.44,1.43,-0.46,0.7349397590361446
