Earnings Date,eps_est,eps_reported,eps_surprise_pct,eps_revision
2022-08-03 20:00:00,3.8,3.91,2.78,
2022-11-02 20:00:00,3.46,3.6,4.03,-0.08947368421052626
2023-02-01 19:00:00,2.81,2.71,-3.58,-0.1878612716763005
2023-05-03 20:00:00,2.05,2.38,16.05,-0.2704626334519574
2023-08-02 20:00:00,1.95,1.84,-5.52,-0.04878048780487798
2023-11-01 20:00:00,2.08,2.16,3.62,0.06666666666666665
2024-02-07 19:00:00,2.09,2.4,15.01,0.004807692307692291
2024-05-01 20:00:00,2.04,2.03,-0.6,-0.023923444976076458
2024-07-31 20:00:00,1.96,1.98,1.0,-0.03921568627450989
2024-10-30 20:00:00,1.64,1.78,8.47,-0.16326530612244905
2025-02-05 19:00:00,1.84,1.98,7.89,0.12195121951219523
2025-05-07 20:00:00,2.06,2.09,1.6,0.11956521739130443
