Earnings Date,eps_est,eps_reported,eps_surprise_pct,eps_revision
2022-07-31 20:00:00,2.09,2.3,10.11,
2022-10-27 20:00:00,1.77,1.13,-36.06,-0.15311004784688986
2023-02-21 19:00:00,0.91,0.59,-35.16,-0.48587570621468923
2023-05-07 20:00:00,1.15,1.25,9.17,0.2637362637362637
2023-08-02 20:00:00,1.69,1.91,12.8,0.4695652173913045
2023-11-06 19:00:00,2.02,2.62,29.92,0.19526627218934922
2024-02-12 19:00:00,1.59,1.62,1.67,-0.21287128712871284
2024-05-01 20:00:00,1.95,2.26,15.76,0.2264150943396226
2024-08-05 20:00:00,2.54,2.5,-1.62,0.3025641025641026
2024-10-28 20:00:00,2.72,2.5,-8.16,0.07086614173228356
2025-02-12 19:00:00,2.13,2.24,5.33,-0.21691176470588247
2025-05-11 20:00:00,1.95,2.0,2.69,-0.08450704225352113
