run_id,entry_date,candidate_train_months,ticker,eligible,reason,in_fold_base_universe,has_snapshot_in_analysis_quarter,passes_sp500_entry_filter,passes_history_filter
T01_20190215,2019-02-15,96,A,True,eligible,True,True,True,True
T01_20190215,2019-02-15,96,AAL,True,eligible,True,True,True,True
T01_20190215,2019-02-15,96,AAP,True,eligible,True,True,True,True
T01_20190215,2019-02-15,96,AAPL,True,eligible,True,True,True,True
T01_20190215,2019-02-15,96,ABBV,False,insufficient_train_history,True,True,True,False
T01_20190215,2019-02-15,96,ABC,False,no_snapshot_in_analysis_quarter,True,False,False,False
T01_20190215,2019-02-15,96,ABMD,False,no_snapshot_in_analysis_quarter,True,False,False,False
T01_20190215,2019-02-15,96,ABNB,False,out_of_fold_base_universe,False,False,False,False
T01_20190215,2019-02-15,96,ABT,True,eligible,True,True,True,True
T01_20190215,2019-02-15,96,ACGL,False,not_member_sp500_on_entry,False,True,False,False
T01_20190215,2019-02-15,96,ACN,True,eligible,True,True,True,True
T01_20190215,2019-02-15,96,ADBE,True,eligible,True,True,True,True
T01_20190215,2019-02-15,96,ADI,True,eligible,True,True,True,True
T01_20190215,2019-02-15,96,ADM,True,eligible,True,True,True,True
T01_20190215,2019-02-15,96,ADP,True,eligible,True,True,True,True
T01_20190215,2019-02-15,96,ADS,False,no_snapshot_in_analysis_quarter,True,False,False,False
T01_20190215,2019-02-15,96,ADSK,True,eligible,True,True,True,True
T01_20190215,2019-02-15,96,AEE,True,eligible,True,True,True,True
T01_20190215,2019-02-15,96,AEP,True,eligible,True,True,True,True
T01_20190215,2019-02-15,96,AES,True,eligible,True,True,True,True
T01_20190215,2019-02-15,96,AET,False,not_member_sp500_on_entry,False,True,False,False
T01_20190215,2019-02-15,96,AFL,True,eligible,True,True,True,True
T01_20190215,2019-02-15,96,AGN,False,no_snapshot_in_analysis_quarter,True,False,False,False
T01_20190215,2019-02-15,96,AIG,True,eligible,True,True,True,True
T01_20190215,2019-02-15,96,AIV,True,eligible,True,True,True,True
T01_20190215,2019-02-15,96,AIZ,True,eligible,True,True,True,True
T01_20190215,2019-02-15,96,AJG,True,eligible,True,True,True,True
T01_20190215,2019-02-15,96,AKAM,True,eligible,True,True,True,True
T01_20190215,2019-02-15,96,ALB,True,eligible,True,True,True,True
T01_20190215,2019-02-15,96,ALGN,True,eligible,True,True,True,True
T01_20190215,2019-02-15,96,ALK,True,eligible,True,True,True,True
T01_20190215,2019-02-15,96,ALL,True,eligible,True,True,True,True
T01_20190215,2019-02-15,96,ALLE,False,insufficient_train_history,True,True,True,False
T01_20190215,2019-02-15,96,ALXN,False,no_snapshot_in_analysis_quarter,True,False,False,False
T01_20190215,2019-02-15,96,AMAT,True,eligible,True,True,True,True
T01_20190215,2019-02-15,96,AMCR,False,out_of_fold_base_universe,False,False,False,False
T01_20190215,2019-02-15,96,AMD,True,eligible,True,True,True,True
T01_20190215,2019-02-15,96,AME,True,eligible,True,True,True,True
T01_20190215,2019-02-15,96,AMG,True,eligible,True,True,True,True
T01_20190215,2019-02-15,96,AMGN,True,eligible,True,True,True,True
T01_20190215,2019-02-15,96,AMP,True,eligible,True,True,True,True
T01_20190215,2019-02-15,96,AMT,True,eligible,True,True,True,True
T01_20190215,2019-02-15,96,AMTM,False,out_of_fold_base_universe,False,False,False,False
T01_20190215,2019-02-15,96,AMZN,True,eligible,True,True,True,True
T01_20190215,2019-02-15,96,ANET,False,insufficient_train_history,True,True,True,False
T01_20190215,2019-02-15,96,ANSS,False,no_snapshot_in_analysis_quarter,True,False,False,False
