ticker,final_score,label,fundamental_score,valuation_score,momentum_score,bear_score,sentiment_score,sector_score,rank,selected,common_score,common_label,score_gap_vs_threshold,score_gap_vs_selected_cutoff,selected_cutoff_score,selected_rank,selection_reason,above_threshold,distance_to_threshold,selected_position
NUE,0.8325681658733237,0,0.442954183593915,0.5975441279427498,0.5982328653335571,0.3473847121354948,0.4125,0.7917016314182342,1,True,0.8325681658733237,Outperform,0.2825681658733237,0.13011230643917848,0.7024558594341452,4.0,selected_above_threshold,True,0.2825681658733237,1.0
NEM,0.8109791688274902,1,0.360711935478601,0.4889138492731433,0.51107257604599,0.40290794781961736,0.4125,0.7917016314182342,2,False,0.8109791688274902,Outperform,0.26097916882749017,0.10852330939334498,0.7024558594341452,,qualified_but_not_selected,True,0.26097916882749017,
EL,0.8000616052763426,0,0.47651914586883143,0.4861438649641169,0.5697917938232422,0.5709586000731462,0.4125,0.5026952423140182,3,False,0.8000616052763426,Outperform,0.2500616052763426,0.09760574584219739,0.7024558594341452,,qualified_but_not_selected,True,0.2500616052763426,
HII,0.7989970822353868,0,0.28993968789148994,0.46303189592494925,0.7226889133453369,0.5723342888893295,0.4125,0.49111269755668346,4,False,0.7989970822353868,Outperform,0.24899708223538675,0.09654122280124156,0.7024558594341452,,qualified_but_not_selected,True,0.24899708223538675,
CZR,0.7964964100682017,1,0.407304603231913,0.5219909775404179,0.7211281657218933,0.4884085579703731,0.4125,0.6240413826054658,5,True,0.7964964100682017,Outperform,0.24649641006820167,0.09404055063405647,0.7024558594341452,1.0,selected_above_threshold,True,0.24649641006820167,5.0
DHI,0.7944109053424496,0,0.516043826872027,0.43315872519671555,0.474440336227417,0.3123242696951051,0.4125,0.5026952423140182,6,False,0.7944109053424496,Outperform,0.24441090534244958,0.09195504590830439,0.7024558594341452,,qualified_but_not_selected,True,0.24441090534244958,
LEN,0.7902756744591537,0,0.32529416385798143,0.46406843750079085,0.5757413506507874,0.4475610455225546,0.4125,0.5026952423140182,7,False,0.7902756744591537,Outperform,0.24027567445915365,0.08781981502500846,0.7024558594341452,,qualified_but_not_selected,True,0.24027567445915365,
MGM,0.7800586668426064,0,0.41120266910165926,0.5619503434415031,0.6472114324569702,0.310471731510073,0.4125,0.6240413826054658,8,False,0.7800586668426064,Outperform,0.23005866684260634,0.07760280740846115,0.7024558594341452,,qualified_but_not_selected,True,0.23005866684260634,
REGN,0.7783710640680976,0,0.3687046267048631,0.4483362002593028,0.6554014682769775,0.44544954201950404,0.4125,0.41160229263100495,9,False,0.7783710640680976,Outperform,0.2283710640680976,0.0759152046339524,0.7024558594341452,,qualified_but_not_selected,True,0.2283710640680976,
AES,0.7767823581182272,0,0.3401259363162637,0.5313887393194687,0.7418413162231445,0.3631123243899864,0.4125,0.47447992103583775,10,True,0.7767823581182272,Outperform,0.2267823581182271,0.07432649868408192,0.7024558594341452,2.0,selected_above_threshold,True,0.2267823581182271,10.0
ODFL,0.7722332796810574,0,0.38272002342366124,0.4364090090614747,0.48908716440200806,0.2412970005448395,0.4125,0.7317782403710126,11,False,0.7722332796810574,Outperform,0.22223327968105733,0.06977742024691214,0.7024558594341452,,qualified_but_not_selected,True,0.22223327968105733,
SWKS,0.7718709534517213,0,0.48985517728114425,0.4276774671539941,0.6961577534675598,0.2665647275616023,0.4125,0.41160229263100495,12,False,0.7718709534517213,Outperform,0.22187095345172125,0.06941509401757606,0.7024558594341452,,qualified_but_not_selected,True,0.22187095345172125,
SBUX,0.770575455086153,0,0.48382501186930477,0.5563242488059796,0.5189741849899292,0.35673089827457605,0.4125,0.6240413826054658,13,False,0.770575455086153,Outperform,0.22057545508615295,0.06811959565200776,0.7024558594341452,,qualified_but_not_selected,True,0.22057545508615295,
