,importance
roe,0.15588467
net_income_yoy_growth,0.14065233
current_ratio,0.13815178
accruals_ratio,0.13054153
ebitda_margin,0.11506714
net_margin_trend_2y,0.110953346
revenue_yoy_growth,0.105544515
current_ratio_change_yoy,0.10320465
