,importance
sector_Consumer Discretionary,0.05119668
sector_Medical,0.044831727
sector_Basic Materials,0.024355887
quick_ratio_zsector,0.023419833
net_income_yoy_growth,0.02317145
interest_coverage,0.023083942
current_ratio,0.022969428
pe_ratio_zsector,0.022564014
roi,0.022399532
roic,0.02230521
sector_Consumer Staples,0.022200698
eps_yoy_growth,0.021973962
momentum_12m_zsector,0.0219514
pb_ratio_zsector,0.021727124
operating_margin_zsector,0.021447577
roa,0.021158256
debt_equity_zsector,0.021065308
debt_to_ebitda,0.020986158
volatility_20d_zsector,0.02085763
net_margin_zsector,0.020683398
ebitda_margin,0.020621844
total_debt_yoy_growth,0.020477394
roa_zsector,0.02031914
operating_income_yoy_growth,0.020221183
revenue_yoy_growth,0.020192608
net_margin,0.020148132
operating_margin,0.02009308
ev_to_ebitda_zsector,0.020091679
net_income_yoy_growth_zsector,0.020074347
revenue_yoy_growth_zsector,0.020014405
gross_margin,0.0199249
eps_yoy_growth_zsector,0.01962847
debt_equity,0.019466087
interest_coverage_zsector,0.019380728
quick_ratio,0.019369427
debt_to_ebitda_zsector,0.019228294
eps,0.019182818
roic_zsector,0.019121958
current_ratio_zsector,0.01891818
accruals_ratio,0.018682204
roe,0.018050024
ebitda_margin_zsector,0.01791222
roe_zsector,0.017823542
gross_margin_zsector,0.017653776
roi_zsector,0.016813867
sector_Business Services,0.014613218
sector_Computer And Technology,0.0076272977
consecutive_losses,0.0
sector_Aerospace,0.0
sector_Construction,0.0
sector_Auto-Tires-Trucks,0.0
sector_Conglomerates,0.0
sector_Finance,0.0
sector_Industrial Products,0.0
sector_Oils-Energy,0.0
sector_Retail-Wholesale,0.0
sector_Transportation,0.0
sector_Unknown,0.0
sector_Utilities,0.0
