,importance
sector_Computer And Technology,0.036360335
fcf_margin,0.031056318
capex_to_revenue,0.030464126
ev_to_ebitda_zsector,0.027780596
revenue_yoy_growth_zsector,0.024758046
debt_to_ebitda,0.023825346
fcf_margin_zsector,0.023570063
roe,0.023347998
current_ratio_zsector,0.023212906
roa,0.022566464
operating_margin_zsector,0.022339405
net_income_yoy_growth,0.022312412
roi,0.021738444
roi_zsector,0.021679142
debt_equity,0.021233525
operating_income_yoy_growth,0.02098758
ebitda_margin_zsector,0.020882979
debt_to_ebitda_zsector,0.020743342
roa_zsector,0.02070313
volatility_20d_zsector,0.02067459
revenue_yoy_growth,0.02059871
gross_margin,0.020524012
eps_yoy_growth,0.020520432
quick_ratio_zsector,0.020492889
operating_margin,0.020472959
eps_yoy_growth_zsector,0.020214217
ebitda_margin,0.020038625
gross_margin_zsector,0.019885378
net_income_yoy_growth_zsector,0.019691983
pe_ratio_zsector,0.019600293
net_margin_zsector,0.01958292
eps,0.019371392
momentum_12m_zsector,0.019360922
debt_equity_zsector,0.019280493
pb_ratio_zsector,0.01891899
current_ratio,0.018845892
roe_zsector,0.018567322
interest_coverage_zsector,0.018374538
interest_coverage,0.0183405
roic,0.018286236
accruals_ratio,0.017808491
net_margin,0.017727636
roic_zsector,0.017290227
quick_ratio,0.01654411
sector_Medical,0.015794147
total_debt_yoy_growth,0.015612749
fcf_yield_zsector,0.015204611
sector_Consumer Staples,0.012812586
consecutive_losses,0.0
sector_Aerospace,0.0
sector_Basic Materials,0.0
sector_Business Services,0.0
sector_Conglomerates,0.0
sector_Construction,0.0
sector_Auto-Tires-Trucks,0.0
sector_Consumer Discretionary,0.0
sector_Finance,0.0
sector_Industrial Products,0.0
sector_Oils-Energy,0.0
sector_Retail-Wholesale,0.0
sector_Transportation,0.0
sector_Unknown,0.0
sector_Utilities,0.0
