,importance
debt_to_ebitda,0.024039524
debt_to_ebitda_zsector,0.02258941
sector_Utilities,0.021994168
sector_Medical,0.021985773
interest_coverage,0.021669772
debt_equity_zsector,0.02156219
current_ratio,0.021502927
net_margin_zsector,0.021372613
quick_ratio,0.021231784
roa_zsector,0.02095934
ebitda_margin,0.020922909
operating_margin,0.020727279
operating_income_yoy_growth,0.02069426
pb_ratio_zsector,0.020310095
roi,0.02027214
accruals_ratio,0.020243956
operating_margin_zsector,0.020115586
net_income_yoy_growth,0.020020343
current_ratio_zsector,0.01997464
debt_equity,0.01989977
roe_zsector,0.019883852
momentum_12m_zsector,0.01988011
pe_ratio_zsector,0.019593347
net_margin,0.01952205
eps_yoy_growth,0.019393638
total_debt_yoy_growth,0.019292137
volatility_20d_zsector,0.019250412
roe,0.01918292
revenue_yoy_growth,0.019157242
ev_to_ebitda_zsector,0.019141495
roa,0.019141331
revenue_yoy_growth_zsector,0.019025996
interest_coverage_zsector,0.018994486
roic,0.018884819
eps_yoy_growth_zsector,0.018743034
gross_margin_zsector,0.018574242
ebitda_margin_zsector,0.01852131
fcf_margin,0.018461285
net_income_yoy_growth_zsector,0.018192846
sector_Construction,0.018143216
roic_zsector,0.017925302
quick_ratio_zsector,0.017924719
eps,0.01775056
roi_zsector,0.01725678
gross_margin,0.016576411
sector_Retail-Wholesale,0.015553432
sector_Consumer Staples,0.014702107
sector_Business Services,0.01385022
consecutive_losses,0.013275149
capex_to_revenue,0.013233959
fcf_yield_zsector,0.0112450365
fcf_margin_zsector,0.011109834
sector_Computer And Technology,0.009016235
sector_Consumer Discretionary,0.0075120977
sector_Aerospace,0.0
sector_Conglomerates,0.0
sector_Auto-Tires-Trucks,0.0
sector_Basic Materials,0.0
sector_Finance,0.0
sector_Oils-Energy,0.0
sector_Industrial Products,0.0
sector_Transportation,0.0
sector_Unknown,0.0
