,importance
sector_Finance,0.0367239
debt_to_ebitda_zsector,0.027459938
ev_to_ebitda_zsector,0.026565267
net_margin,0.02562902
debt_equity_zsector,0.025333937
roi_zsector,0.025288334
operating_margin,0.024889752
eps,0.024691196
roic,0.02440045
roi,0.023945058
operating_income_yoy_growth,0.023876363
roe,0.02384198
momentum_12m_zsector,0.023262702
eps_yoy_growth_zsector,0.023248054
interest_coverage,0.023241632
operating_margin_zsector,0.023158424
quick_ratio_zsector,0.023133066
volatility_20d_zsector,0.023092354
ebitda_margin_zsector,0.02303402
accruals_ratio,0.023029706
eps_yoy_growth,0.022951055
debt_equity,0.022789042
roic_zsector,0.022681255
roa,0.02216003
debt_to_ebitda,0.022137733
revenue_yoy_growth,0.02185184
roa_zsector,0.021794224
ebitda_margin,0.021673473
net_margin_zsector,0.021365024
net_income_yoy_growth,0.021320434
gross_margin_zsector,0.021223735
current_ratio,0.021045962
pe_ratio_zsector,0.020864287
net_income_yoy_growth_zsector,0.020731624
interest_coverage_zsector,0.020635057
current_ratio_zsector,0.02062491
roe_zsector,0.020587599
total_debt_yoy_growth,0.020509802
gross_margin,0.02030306
revenue_yoy_growth_zsector,0.02020405
pb_ratio_zsector,0.019846927
quick_ratio,0.019457601
sector_Computer And Technology,0.018140662
sector_Construction,0.017255504
consecutive_losses,0.0
sector_Aerospace,0.0
sector_Basic Materials,0.0
sector_Business Services,0.0
sector_Conglomerates,0.0
sector_Consumer Discretionary,0.0
sector_Auto-Tires-Trucks,0.0
sector_Consumer Staples,0.0
sector_Industrial Products,0.0
sector_Medical,0.0
sector_Oils-Energy,0.0
sector_Retail-Wholesale,0.0
sector_Transportation,0.0
sector_Unknown,0.0
sector_Utilities,0.0
