,importance
sector_Transportation,0.03689347
sector_Medical,0.034058463
sector_Construction,0.024745671
eps_yoy_growth_zsector,0.022176187
quick_ratio,0.02122629
net_income_yoy_growth_zsector,0.020846058
ev_to_ebitda_zsector,0.020621758
revenue_yoy_growth_zsector,0.020337403
sector_Finance,0.020237487
operating_margin_zsector,0.020081436
net_margin_zsector,0.020045478
current_ratio,0.020016449
sector_Oils-Energy,0.019810157
debt_equity_zsector,0.019698616
roi_zsector,0.019679865
revenue_yoy_growth,0.019649517
volatility_20d_zsector,0.019568006
net_margin,0.019485472
momentum_12m_zsector,0.019481722
pe_ratio_zsector,0.01946019
sector_Computer And Technology,0.019423265
roic_zsector,0.01941865
operating_margin,0.019324558
ebitda_margin_zsector,0.019319654
eps_yoy_growth,0.019051298
operating_income_yoy_growth,0.01893414
quick_ratio_zsector,0.018931264
interest_coverage_zsector,0.01882375
roic,0.018803313
ebitda_margin,0.018788146
roe,0.018730396
gross_margin_zsector,0.018695353
debt_equity,0.018642634
sector_Consumer Discretionary,0.018636527
accruals_ratio,0.018622681
roa,0.018611446
roe_zsector,0.018530192
net_income_yoy_growth,0.018499814
roa_zsector,0.018425563
total_debt_yoy_growth,0.018406076
current_ratio_zsector,0.018181494
pb_ratio_zsector,0.018084038
gross_margin,0.018012652
eps,0.017977603
debt_to_ebitda_zsector,0.017800812
interest_coverage,0.01754378
debt_to_ebitda,0.017393732
roi,0.017314617
sector_Business Services,0.013636584
consecutive_losses,0.011488032
sector_Retail-Wholesale,0.011470226
sector_Auto-Tires-Trucks,0.006358005
sector_Aerospace,0.0
sector_Basic Materials,0.0
sector_Conglomerates,0.0
sector_Consumer Staples,0.0
sector_Industrial Products,0.0
sector_Unknown,0.0
sector_Utilities,0.0
