,importance
sector_Consumer Staples,0.029460311
consecutive_losses,0.029105548
quick_ratio,0.026386008
sector_Transportation,0.023851767
sector_Oils-Energy,0.023801431
quick_ratio_zsector,0.022687454
volatility_20d_zsector,0.0218533
pb_ratio_zsector,0.02168254
roic,0.021541085
current_ratio_zsector,0.021417292
roi,0.021335043
operating_income_yoy_growth,0.021279097
debt_equity_zsector,0.021117115
operating_margin,0.021047026
momentum_12m_zsector,0.021039268
eps,0.020895353
ebitda_margin,0.020871777
interest_coverage_zsector,0.020673394
debt_equity,0.020513365
total_debt_yoy_growth,0.02040802
pe_ratio_zsector,0.020327298
gross_margin_zsector,0.02021918
debt_to_ebitda_zsector,0.020095862
net_margin,0.0200573
current_ratio,0.019969614
debt_to_ebitda,0.019922223
roe,0.01989577
roi_zsector,0.019813001
net_income_yoy_growth_zsector,0.019723704
roa_zsector,0.019527657
roa,0.019522442
revenue_yoy_growth_zsector,0.019470265
roe_zsector,0.019431572
accruals_ratio,0.019403445
roic_zsector,0.019122088
net_income_yoy_growth,0.019097306
operating_margin_zsector,0.018977283
interest_coverage,0.01892131
revenue_yoy_growth,0.018910501
eps_yoy_growth,0.0188102
sector_Computer And Technology,0.018725548
gross_margin,0.01864913
ebitda_margin_zsector,0.018612655
eps_yoy_growth_zsector,0.018468535
net_margin_zsector,0.0183588
ev_to_ebitda_zsector,0.01743254
sector_Medical,0.0134093985
sector_Finance,0.0133527685
sector_Business Services,0.010836841
sector_Construction,0.009969576
sector_Aerospace,0.0
sector_Consumer Discretionary,0.0
sector_Conglomerates,0.0
sector_Basic Materials,0.0
sector_Auto-Tires-Trucks,0.0
sector_Industrial Products,0.0
sector_Retail-Wholesale,0.0
sector_Unknown,0.0
sector_Utilities,0.0
