,importance
sector_Business Services,0.036276896
sector_Finance,0.030906864
sector_Basic Materials,0.026930159
sector_Industrial Products,0.023403306
debt_to_ebitda,0.021974841
debt_to_ebitda_zsector,0.02173259
sector_Utilities,0.021719981
eps_yoy_growth,0.020758387
fcf_margin_zsector,0.020266475
capex_to_revenue,0.02023923
roe,0.01977109
operating_income_yoy_growth,0.019602073
roa_zsector,0.019463647
accruals_ratio,0.019353792
roa,0.018979093
net_income_yoy_growth,0.018967686
operating_margin_zsector,0.018959675
eps_yoy_growth_zsector,0.018923748
ev_to_ebitda_zsector,0.018835979
gross_margin_zsector,0.018738598
momentum_12m_zsector,0.018676018
roi,0.018352881
total_debt_yoy_growth,0.01834353
roic_zsector,0.01831475
revenue_yoy_growth_zsector,0.01821173
interest_coverage,0.018193137
pb_ratio_zsector,0.018179752
gross_margin,0.018143203
revenue_yoy_growth,0.017774072
debt_equity,0.017739994
current_ratio_zsector,0.017634114
operating_margin,0.017628703
volatility_20d_zsector,0.01760499
roic,0.017421253
net_income_yoy_growth_zsector,0.017376978
ebitda_margin_zsector,0.017241687
eps,0.017091826
interest_coverage_zsector,0.01707214
roe_zsector,0.016918616
current_ratio,0.016889306
roi_zsector,0.016846139
debt_equity_zsector,0.016783558
net_margin_zsector,0.016750213
fcf_yield_zsector,0.016743518
net_margin,0.01632889
ebitda_margin,0.016320242
quick_ratio_zsector,0.016214957
sector_Retail-Wholesale,0.015862795
pe_ratio_zsector,0.015771858
quick_ratio,0.015144461
sector_Computer And Technology,0.013817389
fcf_margin,0.012438253
sector_Oils-Energy,0.010862272
sector_Medical,0.009502665
fcf_yoy_growth,0.0
consecutive_losses,0.0
sector_Aerospace,0.0
sector_Consumer Staples,0.0
sector_Construction,0.0
sector_Conglomerates,0.0
sector_Auto-Tires-Trucks,0.0
sector_Consumer Discretionary,0.0
sector_Transportation,0.0
sector_Unknown,0.0
