,importance
sector_Consumer Discretionary,0.043464057
sector_Computer And Technology,0.04341374
sector_Oils-Energy,0.040923856
sector_Medical,0.03227869
volatility_20d_zsector,0.029987449
momentum_12m_zsector,0.023889508
net_income_yoy_growth,0.023348926
operating_income_yoy_growth,0.022986442
eps_yoy_growth,0.022564868
interest_coverage,0.022427287
net_income_yoy_growth_zsector,0.021825425
debt_to_ebitda_zsector,0.02177146
ebitda_margin_zsector,0.021734545
revenue_yoy_growth,0.021678772
interest_coverage_zsector,0.021270368
eps_yoy_growth_zsector,0.020957278
debt_equity,0.020917116
roa_zsector,0.020454139
eps,0.020340905
sector_Business Services,0.020243809
net_margin_zsector,0.02021381
roic_zsector,0.020203026
quick_ratio_zsector,0.02012077
total_debt_yoy_growth,0.019637613
current_ratio,0.019449713
operating_margin_zsector,0.019433402
revenue_yoy_growth_zsector,0.019329568
roa,0.019253967
roic,0.019153127
gross_margin,0.018941462
quick_ratio,0.018931612
net_margin,0.018929724
ev_to_ebitda_zsector,0.018786645
accruals_ratio,0.018567845
roi_zsector,0.018524118
roi,0.018497514
debt_equity_zsector,0.018375263
gross_margin_zsector,0.018334158
pb_ratio_zsector,0.018125528
roe_zsector,0.018116692
pe_ratio_zsector,0.017642027
roe,0.017288195
debt_to_ebitda,0.01721668
current_ratio_zsector,0.016990185
ebitda_margin,0.016884046
operating_margin,0.016574597
consecutive_losses,0.0
sector_Aerospace,0.0
sector_Conglomerates,0.0
sector_Auto-Tires-Trucks,0.0
sector_Basic Materials,0.0
sector_Consumer Staples,0.0
sector_Construction,0.0
sector_Industrial Products,0.0
sector_Finance,0.0
sector_Retail-Wholesale,0.0
sector_Transportation,0.0
sector_Unknown,0.0
sector_Utilities,0.0
