,importance
sector_Retail-Wholesale,0.035095096
eps_yoy_growth,0.028128477
ev_to_ebitda_zsector,0.025909033
net_income_yoy_growth,0.0254291
operating_income_yoy_growth,0.025257291
revenue_yoy_growth_zsector,0.024809837
eps_yoy_growth_zsector,0.024722023
momentum_12m_zsector,0.024505416
sector_Consumer Staples,0.024326865
quick_ratio,0.024321372
pb_ratio_zsector,0.024167515
gross_margin,0.023956517
debt_to_ebitda_zsector,0.023796022
net_income_yoy_growth_zsector,0.023758119
volatility_20d_zsector,0.023616627
roa,0.023590207
current_ratio_zsector,0.023373272
debt_to_ebitda,0.023211144
quick_ratio_zsector,0.023155767
roa_zsector,0.0230348
current_ratio,0.022931106
interest_coverage,0.022813162
pe_ratio_zsector,0.022726923
operating_margin_zsector,0.022486892
roic_zsector,0.02247922
ebitda_margin,0.022306984
roe,0.022173502
operating_margin,0.022085037
eps,0.021704016
net_margin,0.021663157
interest_coverage_zsector,0.021486998
revenue_yoy_growth,0.021371437
total_debt_yoy_growth,0.021357395
debt_equity,0.021241918
roi,0.021168666
roe_zsector,0.0206123
roi_zsector,0.019979965
gross_margin_zsector,0.019758297
roic,0.019631773
ebitda_margin_zsector,0.019418688
net_margin_zsector,0.019348994
debt_equity_zsector,0.019142764
accruals_ratio,0.017748471
sector_Finance,0.016197791
consecutive_losses,0.0
sector_Aerospace,0.0
sector_Auto-Tires-Trucks,0.0
sector_Computer And Technology,0.0
sector_Conglomerates,0.0
sector_Business Services,0.0
sector_Basic Materials,0.0
sector_Consumer Discretionary,0.0
sector_Construction,0.0
sector_Medical,0.0
sector_Industrial Products,0.0
sector_Oils-Energy,0.0
sector_Transportation,0.0
sector_Unknown,0.0
sector_Utilities,0.0
