,importance
sector_Computer And Technology,0.037781607
sector_Medical,0.035257716
sector_Finance,0.031228002
sector_Utilities,0.024156727
sector_Consumer Staples,0.0235925
capex_to_revenue,0.021407751
roi,0.020519013
roic,0.020485919
eps_yoy_growth,0.019898966
current_ratio_zsector,0.019858109
net_margin_zsector,0.019670397
current_ratio,0.019543853
sector_Construction,0.019455329
debt_to_ebitda_zsector,0.019307967
ev_to_ebitda_zsector,0.019151956
roa,0.018775128
interest_coverage_zsector,0.01868517
net_margin,0.018505959
accruals_ratio,0.018389523
quick_ratio,0.018271687
roic_zsector,0.018255828
volatility_20d_zsector,0.018172842
quick_ratio_zsector,0.018160472
momentum_12m_zsector,0.018120926
operating_margin,0.018062882
net_income_yoy_growth,0.017966548
eps,0.017862406
roe_zsector,0.017858222
operating_income_yoy_growth,0.017735085
total_debt_yoy_growth,0.017699882
debt_equity_zsector,0.017565243
operating_margin_zsector,0.017489148
pe_ratio_zsector,0.017465292
ebitda_margin,0.017435381
debt_to_ebitda,0.017385231
roa_zsector,0.017267969
sector_Industrial Products,0.017196305
interest_coverage,0.017144848
roe,0.017129939
roi_zsector,0.017087681
debt_equity,0.01700432
revenue_yoy_growth_zsector,0.016983539
ebitda_margin_zsector,0.016948223
pb_ratio_zsector,0.016903834
fcf_yield_zsector,0.016505111
eps_yoy_growth_zsector,0.016374096
net_income_yoy_growth_zsector,0.016255885
revenue_yoy_growth,0.016235711
gross_margin,0.015794944
gross_margin_zsector,0.015602
fcf_margin_zsector,0.0150772035
fcf_margin,0.011986859
sector_Business Services,0.011322856
consecutive_losses,0.0
fcf_yoy_growth,0.0
sector_Aerospace,0.0
sector_Consumer Discretionary,0.0
sector_Conglomerates,0.0
sector_Basic Materials,0.0
sector_Auto-Tires-Trucks,0.0
sector_Oils-Energy,0.0
sector_Retail-Wholesale,0.0
sector_Transportation,0.0
sector_Unknown,0.0
