,importance
sector_Computer And Technology,0.026671514
sector_Consumer Staples,0.024899721
operating_margin,0.022752667
roic_zsector,0.022719707
operating_income_yoy_growth,0.022574857
volatility_20d_zsector,0.02224965
net_income_yoy_growth,0.021858849
revenue_yoy_growth_zsector,0.021835005
eps_yoy_growth_zsector,0.021813922
roi_zsector,0.021779496
operating_margin_zsector,0.021672985
ebitda_margin,0.021480616
roa,0.021420453
gross_margin,0.02132557
pb_ratio_zsector,0.021270607
ebitda_margin_zsector,0.02125554
net_margin_zsector,0.021109892
roic,0.021082386
roe_zsector,0.021074586
roi,0.021061817
momentum_12m_zsector,0.021059407
debt_equity_zsector,0.021018952
debt_to_ebitda,0.020882169
eps_yoy_growth,0.020819962
ev_to_ebitda_zsector,0.020803858
eps,0.020711584
revenue_yoy_growth,0.020701954
net_margin,0.020670824
gross_margin_zsector,0.02023961
total_debt_yoy_growth,0.020197555
debt_equity,0.020181453
accruals_ratio,0.020068824
roa_zsector,0.020027665
roe,0.020005552
current_ratio,0.019386135
interest_coverage_zsector,0.019258192
quick_ratio_zsector,0.019000003
net_income_yoy_growth_zsector,0.01889972
interest_coverage,0.018870598
sector_Business Services,0.018407933
pe_ratio_zsector,0.018321594
current_ratio_zsector,0.018203944
debt_to_ebitda_zsector,0.018091291
quick_ratio,0.017985823
sector_Consumer Discretionary,0.01556467
consecutive_losses,0.013956101
sector_Aerospace,0.013804586
sector_Industrial Products,0.013582661
sector_Medical,0.0118062105
sector_Basic Materials,0.008359349
sector_Retail-Wholesale,0.0072019487
sector_Conglomerates,0.0
sector_Construction,0.0
sector_Auto-Tires-Trucks,0.0
sector_Finance,0.0
sector_Oils-Energy,0.0
sector_Transportation,0.0
sector_Unknown,0.0
sector_Utilities,0.0
