,importance
current_ratio_zsector,0.028573634
roi_zsector,0.027199022
roa,0.02588477
eps_yoy_growth,0.025781702
roi,0.02573412
quick_ratio,0.025663517
debt_equity,0.02551773
revenue_yoy_growth,0.025460243
sector_Business Services,0.025151465
interest_coverage_zsector,0.024938013
net_margin_zsector,0.024883812
roa_zsector,0.024636993
net_margin,0.024629302
gross_margin,0.024611237
total_debt_yoy_growth,0.024576543
interest_coverage,0.024363266
ev_to_ebitda_zsector,0.024258513
current_ratio,0.024232019
operating_income_yoy_growth,0.024211999
ebitda_margin_zsector,0.024105104
net_income_yoy_growth,0.02399588
roe_zsector,0.023902137
pe_ratio_zsector,0.023849767
momentum_12m_zsector,0.023768181
eps,0.0236894
ebitda_margin,0.023671504
roic,0.023595953
roe,0.0234589
debt_equity_zsector,0.023351917
roic_zsector,0.023203807
pb_ratio_zsector,0.022465037
quick_ratio_zsector,0.022401912
eps_yoy_growth_zsector,0.02231712
operating_margin,0.022301836
gross_margin_zsector,0.022244763
volatility_20d_zsector,0.02198482
operating_margin_zsector,0.021776164
net_income_yoy_growth_zsector,0.021277452
accruals_ratio,0.021262972
revenue_yoy_growth_zsector,0.021191139
debt_to_ebitda,0.020516757
debt_to_ebitda_zsector,0.019359604
consecutive_losses,0.0
sector_Aerospace,0.0
sector_Auto-Tires-Trucks,0.0
sector_Basic Materials,0.0
sector_Computer And Technology,0.0
sector_Conglomerates,0.0
sector_Construction,0.0
sector_Consumer Discretionary,0.0
sector_Consumer Staples,0.0
sector_Finance,0.0
sector_Industrial Products,0.0
sector_Medical,0.0
sector_Oils-Energy,0.0
sector_Retail-Wholesale,0.0
sector_Transportation,0.0
sector_Unknown,0.0
sector_Utilities,0.0
