,importance
bear_score,0.12040487766032425
fundamental_score_sector_rank,0.08345956828631455
sentiment_score_sector_rank,0.07771349640588558
sector_x_momentum,0.0750652799429257
valuation_score_sector_rank,0.07225530249953317
momentum_score,0.06264408243050945
momentum_score_sector_rank,0.06246075438991392
valuation_score,0.05951417233606888
agent_score_range,0.05796935716641947
fundamental_score,0.050143262531994984
confidence_weighted_score_mean,0.04772403380906149
consensus_score_strength,0.04491938064523915
agent_score_mean,0.03962810107490622
agent_score_max,0.03302930372252562
sector_score,0.027676810829403153
agent_score_std,0.027647495313855363
agent_score_min,0.024678118547981447
sector_Consumer products,0.0047183064246516535
sector_Machinery,0.003002252660715866
sector_Electrical Equipment,0.002288467697461832
sector_Health Care,0.0022533981312205507
sector_Healthcare,0.00193339691834004
sector_Professional Services,0.0018319873937237383
sector_Industrials,0.0017796271614027648
sector_Leisure Products,0.0014845490784474206
sector_Banking,0.0013783130202486545
sector_Road & Rail,0.0013050139369164904
"sector_Textiles, Apparel & Luxury Goods",0.0012765309313304577
sector_Energy,0.0012219136397382383
sector_Utilities,0.0011385231261031663
sector_Real Estate,0.001098673647637362
sector_Materials,0.0010227319224167559
bullish_agent_score_count,0.0010170855310047341
sector_Commercial Services & Supplies,0.0010006860661238637
sector_Packaging,0.0009161414781297404
sector_Consumer Discretionary,0.0009085267198705756
"sector_Hotels, Restaurants & Leisure",0.0005091432924570519
sector_Technology,0.00043489334669810273
sector_Consumer Staples,0.00034042168482996947
sector_Financials,0.00020240699072007708
sector_Distributors,3.611606948669116e-06
sector_Auto Components,0.0
sector_Communications,0.0
sector_Construction,0.0
sentiment_score,0.0
sector_Airlines,0.0
sector_Building,0.0
sector_Communication Services,0.0
sector_Industrial Conglomerates,0.0
sector_Life Sciences Tools & Services,0.0
sector_Telecommunication,0.0
sector_Metals & Mining,0.0
sector_Trading Companies & Distributors,0.0
sector_Tobacco,0.0
