,importance
insider_net_ratio_90d,0.12645352318206488
insider_net_ratio_90d__pct_universe,0.11103403684902372
analyst_consensus_change__pct_sector,0.09440917757307939
insider_net_ratio_90d__pct_sector,0.09041335204515481
eps_surprise_avg_4q__pct_universe,0.07932291869795542
analyst_consensus__pct_sector,0.07800173906854244
analyst_dispersion__pct_sector,0.07601213883657044
eps_surprise_avg_4q,0.07575422153412581
mspr_trend__pct_sector,0.07024354731440484
mspr_trend,0.0677684604813021
mspr_trend__pct_universe,0.065742649764414
eps_surprise_avg_4q__pct_sector,0.06161673830160926
analyst_dispersion__pct_universe,0.0011755301277101558
analyst_consensus_change__pct_universe,0.0011202992238111885
analyst_consensus__pct_universe,0.0009316670002316375
analyst_dispersion,0.0
analyst_consensus_change,0.0
analyst_consensus,0.0
