,importance
momentum_6m,0.0856776013970375
volatility_60d,0.06697265803813934
price_vs_52w_high,0.059015367180109024
rsi_14,0.05865247920155525
momentum_3m,0.05426117777824402
volatility_60d__pct_universe,0.04942147061228752
price_vs_52w_high__pct_universe,0.04815082997083664
vol_ratio_20_50__pct_universe,0.04559904709458351
rsi_28__pct_universe,0.04510785639286041
momentum_3m__pct_sector,0.04417099803686142
rsi_14__pct_universe,0.043481867760419846
momentum_3m__pct_universe,0.04303477331995964
rsi_28,0.04297645762562752
momentum_6m__pct_universe,0.04283628612756729
vol_ratio_20_50,0.04144574701786041
price_vs_52w_high__pct_sector,0.04120895639061928
rsi_28__pct_sector,0.04072209447622299
momentum_6m__pct_sector,0.040572166442871094
volatility_60d__pct_sector,0.03953312709927559
rsi_14__pct_sector,0.034621480852365494
vol_ratio_20_50__pct_sector,0.032537635415792465
