,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Net Tangible Assets,Common Stock Equity,Preferred Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Preferred Stock,Total Liabilities Net Minority Interest,Derivative Product Liabilities,Long Term Debt And Capital Lease Obligation,Payables,Other Payable,Total Tax Payable,Total Assets,Investments And Advances,Investmentin Financial Assets,Available For Sale Securities,Trading Securities,Long Term Equity Investment,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Properties,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Cash Cash Equivalents And Federal Funds Sold,Free Cash Flow,Repayment Of Debt,Issuance Of Debt,Capital Expenditure,End Cash Position,Beginning Cash Position,Effect Of Exchange Rate Changes,Changes In Cash,Financing Cash Flow,Net Other Financing Charges,Cash Dividends Paid,Net Issuance Payments Of Debt,Net Long Term Debt Issuance,Long Term Debt Payments,Long Term Debt Issuance,Investing Cash Flow,Net Investment Purchase And Sale,Sale Of Investment,Purchase Of Investment,Net Business Purchase And Sale,Sale Of Business,Purchase Of Business,Net PPE Purchase And Sale,Sale Of PPE,Purchase Of PPE,Operating Cash Flow,Change In Working Capital,Change In Payable,Change In Receivables,Other Non Cash Items,Provisionand Write Offof Assets,Deferred Tax,Depreciation And Amortization,Depreciation,Gain Loss On Investment Securities,Net Foreign Currency Exchange Gain Loss,Gain Loss On Sale Of PPE,Net Income From Continuing Operations,Cash Flowsfromusedin Operating Activities Direct,Classesof Cash Payments,Other Cash Paymentsfrom Operating Activities,Paymentson Behalfof Employees,Classesof Cash Receiptsfrom Operating Activities,Other Cash Receiptsfrom Operating Activities,Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Gain On Sale Of Security,Operating Expense,Other Operating Expenses,Selling General And Administration,General And Administrative Expense,Total Revenue,Operating Revenue,Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Gain On Sale Of Security,Operating Expense,Other Operating Expenses,Selling General And Administration,General And Administrative Expense,Total Revenue,Operating Revenue
2024-06-30,250010977486.0,250010977486.0,2687214000000.0,3166491000000.0,5861898000000.0,3226468000000.0,3174684000000.0,59977000000.0,5921875000000.0,3255476000000.0,20815000000.0,3234661000000.0,139991000000.0,1738506000000.0,135642000000.0,309988000000.0,250011000000.0,59977000000.0,37038911000000.0,67253000000.0,2687214000000.0,89720000000.0,48545000000.0,41175000000.0,40294387000000.0,10016257000000.0,9994910000000.0,2375094000000.0,587590000000.0,21347000000.0,8193000000.0,5722000000.0,2471000000.0,173193000000.0,-164411000000.0,337604000000.0,4094000000.0,124002000000.0,52130000000.0,157378000000.0,4105401000000.0,82672000000.0,47247000000.0,4995129000000.0,79363000000.0,-28801000000.0,5400000000.0,-2107000000.0,1148419000000.0,1042389000000.0,1619000000.0,104411000000.0,-31176000000.0,-2288000000.0,-5487000000.0,-23401000000.0,-23401000000.0,-28801000000.0,5400000000.0,54117000000.0,52815000000.0,837187000000.0,-784372000000.0,877000000.0,,-262000000.0,425000000.0,2532000000.0,-2107000000.0,81470000000.0,30958000000.0,500826000000.0,-469868000000.0,6941000000.0,39490000000.0,-935000000.0,7693000000.0,7693000000.0,-1404000000.0,-3080000000.0,-71000000.0,78132000000.0,81470000000.0,-316881000000.0,344508000000.0,-28795000000.0,398351000000.0,311112000000.0,970299.321978,0.138614,7000000.0,7000000.0,77509000000.0,7693000000.0,146328000000.0,165996000000.0,312324000000.0,77502970299.32198,77509000000.0,,,,,77509000000.0,77509000000.0,-623000000.0,78132000000.0,78132000000.0,12573000000.0,90705000000.0,1000000.0,7000000.0,-7000000.0,7962000000.0,54843000000.0,7821000000.0,-16034000000.0,-16034000000.0,184786000000.0,184786000000.0,970299.321978,0.138614,7000000.0,7000000.0,77509000000.0,7693000000.0,146328000000.0,165996000000.0,312324000000.0,77502970299.32198,77509000000.0,,,,,77509000000.0,77509000000.0,-623000000.0,78132000000.0,78132000000.0,12573000000.0,90705000000.0,1000000.0,7000000.0,-7000000.0,7962000000.0,54843000000.0,7821000000.0,-16034000000.0,-16034000000.0,184786000000.0,184786000000.0
2024-09-30,250010977486.0,250010977486.0,2746506000000.0,3253001000000.0,6007443000000.0,3312978000000.0,3260937000000.0,59977000000.0,6067420000000.0,3343325000000.0,22411000000.0,3320914000000.0,139991000000.0,1825579000000.0,,309988000000.0,250011000000.0,59977000000.0,37579717000000.0,64535000000.0,2746506000000.0,99255000000.0,48443000000.0,50812000000.0,40923042000000.0,10457129000000.0,10434525000000.0,2396367000000.0,598510000000.0,22604000000.0,7936000000.0,5495000000.0,2441000000.0,170730000000.0,,170730000000.0,3329000000.0,167401000000.0,,,4123055000000.0,82674000000.0,,4875533000000.0,662589000000.0,-23000000000.0,109612000000.0,-1475000000.0,1385789000000.0,1148419000000.0,-9564000000.0,246934000000.0,-27244000000.0,-467000000.0,-113389000000.0,86612000000.0,86612000000.0,-23000000000.0,109612000000.0,-389886000000.0,-389230000000.0,685322000000.0,-1074552000000.0,-1622000000.0,136000000.0,-1758000000.0,966000000.0,2441000000.0,-1475000000.0,664064000000.0,613969000000.0,631080000000.0,-17111000000.0,7688000000.0,21903000000.0,-2612000000.0,3810000000.0,3810000000.0,198000000.0,4384000000.0,-65000000.0,92073000000.0,664064000000.0,-559418000000.0,-49171000000.0,-28126000000.0,1223482000000.0,84178000000.0,3119473.171105,0.11998,26000000.0,26000000.0,91450000000.0,3810000000.0,144758000000.0,166363000000.0,311121000000.0,91427119473.17111,91450000000.0,13064285714.0,13064285714.0,7.0,7.0,91450000000.0,91450000000.0,-623000000.0,92073000000.0,92073000000.0,12553000000.0,104626000000.0,191000000.0,26000000.0,-26000000.0,6001000000.0,56719000000.0,7985000000.0,48734000000.0,48734000000.0,183219000000.0,183219000000.0,3119473.171105,0.11998,26000000.0,26000000.0,91450000000.0,3810000000.0,144758000000.0,166363000000.0,311121000000.0,91427119473.17111,91450000000.0,13064285714.0,13064285714.0,7.0,7.0,91450000000.0,91450000000.0,-623000000.0,92073000000.0,92073000000.0,12553000000.0,104626000000.0,191000000.0,26000000.0,-26000000.0,6001000000.0,56719000000.0,7985000000.0,48734000000.0,48734000000.0,183219000000.0,183219000000.0
2024-12-31,250010977486.0,250010977486.0,2866476000000.0,3253798000000.0,6128626000000.0,3313775000000.0,3262150000000.0,59977000000.0,6188603000000.0,3343965000000.0,21838000000.0,3322127000000.0,100000000000.0,1781715000000.0,135736000000.0,309988000000.0,250011000000.0,59977000000.0,37227184000000.0,93990000000.0,2866476000000.0,101049000000.0,60661000000.0,40388000000.0,40571149000000.0,10815576000000.0,10792016000000.0,2641736000000.0,612504000000.0,23560000000.0,8352000000.0,5830000000.0,2522000000.0,169435000000.0,-168373000000.0,337808000000.0,4319000000.0,123798000000.0,52474000000.0,157217000000.0,3537201000000.0,138433000000.0,46691000000.0,4159760000000.0,-633509000000.0,-9297000000.0,78066000000.0,-16663000000.0,569448000000.0,1385789000000.0,9681000000.0,-826022000000.0,12646000000.0,-42465000000.0,-13658000000.0,68769000000.0,68769000000.0,-9297000000.0,78066000000.0,-221822000000.0,-204899000000.0,871453000000.0,-1076352000000.0,-436000000.0,182000000.0,-618000000.0,-16487000000.0,176000000.0,-16663000000.0,-616846000000.0,-635971000000.0,-560246000000.0,-75725000000.0,6975000000.0,11458000000.0,,11474000000.0,11474000000.0,-1030000000.0,-10290000000.0,-350000000.0,79170000000.0,-616846000000.0,-435141000000.0,-86115000000.0,-37726000000.0,-181705000000.0,153379000000.0,-29756268.806419,0.087262,-341000000.0,-341000000.0,79801000000.0,11474000000.0,149065000000.0,154357000000.0,303422000000.0,80112243731.19359,79801000000.0,,,,,79801000000.0,79801000000.0,631000000.0,79170000000.0,79170000000.0,7569000000.0,86739000000.0,-196000000.0,-341000000.0,341000000.0,6695000000.0,82736000000.0,7155000000.0,-43680000000.0,-43680000000.0,180589000000.0,180589000000.0,-29756268.806419,0.087262,-341000000.0,-341000000.0,79801000000.0,11474000000.0,149065000000.0,154357000000.0,303422000000.0,80112243731.19359,79801000000.0,,,,,79801000000.0,79801000000.0,631000000.0,79170000000.0,79170000000.0,7569000000.0,86739000000.0,-196000000.0,-341000000.0,341000000.0,6695000000.0,82736000000.0,7155000000.0,-43680000000.0,-43680000000.0,180589000000.0,180589000000.0
2025-03-31,250010977486.0,250010977486.0,3356196000000.0,3321128000000.0,6685155000000.0,3381105000000.0,3328959000000.0,59977000000.0,6745132000000.0,3411328000000.0,22392000000.0,3388936000000.0,100000000000.0,1864769000000.0,,309988000000.0,250011000000.0,59977000000.0,39383387000000.0,92041000000.0,3356196000000.0,88666000000.0,55868000000.0,32798000000.0,42794715000000.0,11409159000000.0,11384976000000.0,3050417000000.0,666565000000.0,24183000000.0,7831000000.0,5299000000.0,2532000000.0,169499000000.0,,169499000000.0,3709000000.0,165790000000.0,,,3778085000000.0,95198000000.0,,4547276000000.0,718195000000.0,-5000000000.0,41500000000.0,-2872000000.0,763833000000.0,569448000000.0,-1309000000.0,195694000000.0,-20295000000.0,-1629000000.0,-55166000000.0,36500000000.0,36500000000.0,-5000000000.0,41500000000.0,-505078000000.0,-501928000000.0,712024000000.0,-1213952000000.0,-568000000.0,34000000.0,-602000000.0,-2582000000.0,290000000.0,-2872000000.0,721067000000.0,651398000000.0,2174427000000.0,-1523029000000.0,7027000000.0,48137000000.0,-10070000000.0,7148000000.0,7148000000.0,2712000000.0,4900000000.0,-28000000.0,83742000000.0,721067000000.0,-2051883000000.0,-303051000000.0,-33508000000.0,2772950000000.0,514429000000.0,1997275.029654,0.10512,19000000.0,19000000.0,83351000000.0,7148000000.0,141923000000.0,146332000000.0,288255000000.0,83333997275.02965,83351000000.0,12628939394.0,12628939394.0,6.6,6.6,83351000000.0,83351000000.0,-391000000.0,83742000000.0,83742000000.0,9837000000.0,93579000000.0,58000000.0,19000000.0,-19000000.0,1550000000.0,48412000000.0,5918000000.0,42494000000.0,42494000000.0,190066000000.0,190066000000.0,1997275.029654,0.10512,19000000.0,19000000.0,83351000000.0,7148000000.0,141923000000.0,146332000000.0,288255000000.0,83333997275.02965,83351000000.0,12628939394.0,12628939394.0,6.6,6.6,83351000000.0,83351000000.0,-391000000.0,83742000000.0,83742000000.0,9837000000.0,93579000000.0,58000000.0,19000000.0,-19000000.0,1550000000.0,48412000000.0,5918000000.0,42494000000.0,42494000000.0,190066000000.0,190066000000.0
2025-06-30,261600381459.0,261600381459.0,3433732000000.0,3495918000000.0,6937053000000.0,3555895000000.0,3503321000000.0,59977000000.0,6997030000000.0,3584859000000.0,21561000000.0,3563298000000.0,140000000000.0,1891671000000.0,,321577000000.0,261600000000.0,59977000000.0,40847989000000.0,73429000000.0,3433732000000.0,93011000000.0,57224000000.0,35787000000.0,44432848000000.0,11847069000000.0,11821267000000.0,3605297000000.0,746460000000.0,25802000000.0,7403000000.0,4942000000.0,2461000000.0,166876000000.0,-174692000000.0,341568000000.0,3865000000.0,128673000000.0,51982000000.0,157048000000.0,4065021000000.0,141611000000.0,,5337052000000.0,533168000000.0,-33887000000.0,49090000000.0,-2379000000.0,1072943000000.0,763833000000.0,-3087000000.0,312197000000.0,102761000000.0,142959000000.0,-55401000000.0,15203000000.0,15203000000.0,-33887000000.0,49090000000.0,-326111000000.0,-322486000000.0,1197296000000.0,-1519782000000.0,-1750000000.0,259000000.0,-2009000000.0,-1875000000.0,504000000.0,-2379000000.0,535547000000.0,468199000000.0,1508010000000.0,-1039811000000.0,7198000000.0,59525000000.0,-5222000000.0,7620000000.0,7620000000.0,205000000.0,9790000000.0,-109000000.0,78896000000.0,535547000000.0,-1225323000000.0,-115538000000.0,-29152000000.0,1760870000000.0,57212000000.0,-3252391.348383,0.112151,-29000000.0,-29000000.0,78725000000.0,7620000000.0,144786000000.0,146216000000.0,291002000000.0,78750747608.65161,78725000000.0,,,,,78725000000.0,78725000000.0,-171000000.0,78896000000.0,78896000000.0,9966000000.0,88862000000.0,-59000000.0,-29000000.0,29000000.0,24043000000.0,55757000000.0,7388000000.0,-6050000000.0,-6050000000.0,204506000000.0,204506000000.0,-3252391.348383,0.112151,-29000000.0,-29000000.0,78725000000.0,7620000000.0,144786000000.0,146216000000.0,291002000000.0,78750747608.65161,78725000000.0,,,,,78725000000.0,78725000000.0,-171000000.0,78896000000.0,78896000000.0,9966000000.0,88862000000.0,-59000000.0,-29000000.0,29000000.0,24043000000.0,55757000000.0,7388000000.0,-6050000000.0,-6050000000.0,204506000000.0,204506000000.0
