,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Gains Losses Not Affecting Retained Earnings,Other Equity Adjustments,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Liabilities,Current Deferred Revenue,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Other Current Borrowings,Payables And Accrued Expenses,Current Accrued Expenses,Payables,Other Payable,Dueto Related Parties Current,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Goodwill And Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Leases,Other Properties,Machinery Furniture Equipment,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Receivables,Duefrom Related Parties Current,Taxes Receivable,Accrued Interest Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Free Cash Flow,End Cash Position,Beginning Cash Position,Effect Of Exchange Rate Changes,Changes In Cash,Financing Cash Flow,Investing Cash Flow,Operating Cash Flow,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Earnings From Equity Interest Net Of Tax,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Gain On Sale Of Security,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Research And Development,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Other Gand A,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Earnings From Equity Interest Net Of Tax,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Gain On Sale Of Security,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Research And Development,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Other Gand A,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2024-06-30,,,,,,,,,,,,,,,,,,,,,,,,,5264097000.0,,,,,,,249000.0,249000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2024-09-30,5568585848.0,5568585848.0,10236831000.0,278484832000.0,283680824000.0,206834365000.0,278484832000.0,5060927000.0,278504920000.0,283680824000.0,278504920000.0,278504920000.0,2973404000.0,2973404000.0,160106472000.0,115424865000.0,179000.0,179000.0,188288949000.0,8292027000.0,70294000.0,70294000.0,8221733000.0,3045829000.0,5175904000.0,179996922000.0,16769864000.0,2951591000.0,2951591000.0,2015098000.0,2015098000.0,,,158260369000.0,74404296000.0,83856073000.0,,1075858000.0,,82780215000.0,466793869000.0,79962582000.0,73974101000.0,272699000.0,272699000.0,20088000.0,5695694000.0,,5695694000.0,,5695694000.0,,,386831287000.0,4053807000.0,60393064000.0,,13922664000.0,9288981000.0,,,4633683000.0,308461752000.0,243166321000.0,65295431000.0,27522313000.0,125688495000.0,116116929000.0,-1052321000.0,10623887000.0,132000.0,-16898558000.0,27522313000.0,-78812302.238113,0.143991,24839801000.0,-547343000.0,-547343000.0,24980694000.0,39709214000.0,24292458000.0,24292458000.0,5416080000.0,0.0,5416080000.0,25449224697.761887,24980694000.0,75061943000.0,24292458000.0,1477448250.0,1385908250.0,16.92,18.04,24980694000.0,24980694000.0,24980694000.0,24980694000.0,24980694000.0,2513000.0,4201620000.0,29179801000.0,-528737000.0,18606000.0,-547343000.0,5416080000.0,0.0,5416080000.0,24292458000.0,35352729000.0,3063353000.0,32289376000.0,30483800000.0,1805576000.0,1805576000.0,59645187000.0,39709214000.0,99354401000.0,99354401000.0,-78812302.238113,0.143991,24839801000.0,-547343000.0,-547343000.0,24980694000.0,39709214000.0,24292458000.0,24292458000.0,5416080000.0,0.0,5416080000.0,25449224697.761887,24980694000.0,75061943000.0,24292458000.0,1477448250.0,1385908250.0,16.92,18.04,24980694000.0,24980694000.0,24980694000.0,24980694000.0,24980694000.0,2513000.0,4201620000.0,29179801000.0,-528737000.0,18606000.0,-547343000.0,5416080000.0,0.0,5416080000.0,24292458000.0,35352729000.0,3063353000.0,32289376000.0,30483800000.0,1805576000.0,1805576000.0,59645187000.0,39709214000.0,99354401000.0,99354401000.0
2024-12-31,5568585848.0,5568585848.0,10607140000.0,313293954000.0,318622721000.0,227225379000.0,313293954000.0,5297543000.0,313313124000.0,313313124000.0,313313124000.0,313313124000.0,8062225000.0,8062225000.0,187421411000.0,117829308000.0,180000.0,180000.0,191721192000.0,3298339000.0,106774000.0,106774000.0,3191565000.0,3191565000.0,,188422853000.0,19419477000.0,2947041000.0,2947041000.0,7415575000.0,2105978000.0,5309597000.0,5309597000.0,158640760000.0,11070464000.0,147570296000.0,4026851000.0,801859000.0,22805311000.0,119936275000.0,505034316000.0,89386084000.0,83407238000.0,15998000.0,15998000.0,19170000.0,5943678000.0,-3925392000.0,9869070000.0,128743000.0,5064351000.0,4675976000.0,0.0,415648232000.0,1599341000.0,68426368000.0,1910051000.0,12152563000.0,7569180000.0,699033000.0,205041000.0,3679309000.0,331559909000.0,273791856000.0,57768053000.0,28580023000.0,126194421000.0,125688495000.0,1503749000.0,-997823000.0,274000.0,-30545257000.0,29547160000.0,134943310.219436,0.156815,31552182000.0,860526000.0,860526000.0,27446637000.0,47798376000.0,32412708000.0,32412708000.0,5233232000.0,0.0,5233232000.0,26721054310.219437,27446637000.0,85017891000.0,25592215000.0,1481319500.0,1389194000.0,18.52,19.76,27446637000.0,27446637000.0,27446637000.0,27446637000.0,27446637000.0,116725000.0,5082796000.0,32412708000.0,1587261000.0,726735000.0,860526000.0,5233232000.0,0.0,5233232000.0,25592215000.0,37219515000.0,3777178000.0,33442337000.0,31356941000.0,2085396000.0,2085396000.0,62811730000.0,47798376000.0,110610106000.0,110610106000.0,134943310.219436,0.156815,31552182000.0,860526000.0,860526000.0,27446637000.0,47798376000.0,32412708000.0,32412708000.0,5233232000.0,0.0,5233232000.0,26721054310.219437,27446637000.0,85017891000.0,25592215000.0,1481319500.0,1389194000.0,18.52,19.76,27446637000.0,27446637000.0,27446637000.0,27446637000.0,27446637000.0,116725000.0,5082796000.0,32412708000.0,1587261000.0,726735000.0,860526000.0,5233232000.0,0.0,5233232000.0,25592215000.0,37219515000.0,3777178000.0,33442337000.0,31356941000.0,2085396000.0,2085396000.0,62811730000.0,47798376000.0,110610106000.0,110610106000.0
2025-03-31,5678585848.0,5678585848.0,11252827000.0,329683175000.0,335003462000.0,250749355000.0,329683175000.0,5950764000.0,329701399000.0,329701399000.0,329701399000.0,329701399000.0,7534223000.0,7534223000.0,202163240000.0,120003756000.0,180000.0,180000.0,200811846000.0,3787098000.0,161511000.0,161511000.0,3625587000.0,3625587000.0,,197024748000.0,16620020000.0,2945057000.0,2945057000.0,7627240000.0,2325177000.0,5302063000.0,5302063000.0,169832431000.0,76207380000.0,93625051000.0,,1109924000.0,,92515127000.0,530513245000.0,82739142000.0,76226396000.0,62764000.0,62764000.0,18224000.0,6431758000.0,,6431758000.0,,6431758000.0,,,447774103000.0,5254619000.0,65131872000.0,,12886776000.0,7411701000.0,,,5475075000.0,364500836000.0,294374619000.0,70126217000.0,15516943000.0,135258089000.0,126194421000.0,-69518000.0,9133186000.0,219000.0,-6383976000.0,15516943000.0,-56136040.982334,0.231833,16327703000.0,-242140000.0,-242140000.0,14741829000.0,40947100000.0,16085563000.0,16085563000.0,223125000.0,,223125000.0,14927832959.017666,14741829000.0,79586612000.0,16085563000.0,1483081250.0,1391950750.0,9.96,10.6,14741829000.0,14741829000.0,14741829000.0,14741829000.0,14741829000.0,-105180000.0,4480831000.0,19327840000.0,3019152000.0,3261292000.0,-242140000.0,223125000.0,,223125000.0,16085563000.0,38639512000.0,3577828000.0,35061684000.0,33402741000.0,1658943000.0,1658943000.0,54725075000.0,40947100000.0,95672175000.0,95672175000.0,-56136040.982334,0.231833,16327703000.0,-242140000.0,-242140000.0,14741829000.0,40947100000.0,16085563000.0,16085563000.0,223125000.0,,223125000.0,14927832959.017666,14741829000.0,79586612000.0,16085563000.0,1483081250.0,1391950750.0,9.96,10.6,14741829000.0,14741829000.0,14741829000.0,14741829000.0,14741829000.0,-105180000.0,4480831000.0,19327840000.0,3019152000.0,3261292000.0,-242140000.0,223125000.0,,223125000.0,16085563000.0,38639512000.0,3577828000.0,35061684000.0,33402741000.0,1658943000.0,1658943000.0,54725075000.0,40947100000.0,95672175000.0,95672175000.0
2025-06-30,5678585848.0,5678585848.0,10963320000.0,361846355000.0,367151241000.0,274080048000.0,361846355000.0,5675735000.0,361863656000.0,361863656000.0,361863656000.0,361863656000.0,6987826000.0,6987826000.0,232916697000.0,121958952000.0,181000.0,181000.0,205292640000.0,3330143000.0,70170000.0,70170000.0,3259973000.0,3259973000.0,,201962497000.0,17137378000.0,3601464000.0,3601464000.0,7703347000.0,2415762000.0,5287585000.0,5287585000.0,173520308000.0,76838168000.0,96682140000.0,,1160511000.0,,95521629000.0,567156296000.0,91113751000.0,84971006000.0,73303000.0,73303000.0,17301000.0,6052141000.0,,6052141000.0,,6052141000.0,,,476042545000.0,7540578000.0,66677640000.0,,14693243000.0,8685737000.0,,,6007506000.0,387131084000.0,323908642000.0,63222442000.0,21641656000.0,129900082000.0,135258089000.0,21876000.0,-5379883000.0,353000.0,-27021892000.0,21641656000.0,-108399477.219585,0.13561,26592249000.0,-799350000.0,-799350000.0,30753457000.0,45858933000.0,25792899000.0,25792899000.0,10422628000.0,,10422628000.0,31444407522.780415,30753457000.0,78191933000.0,25792899000.0,1481950000.0,1396949250.0,20.76,22.0,30753457000.0,30753457000.0,30753457000.0,30753457000.0,30753457000.0,37097000.0,4818923000.0,35535283000.0,-680244000.0,119106000.0,-799350000.0,10422628000.0,,10422628000.0,25792899000.0,32333000000.0,3591279000.0,28741721000.0,27209896000.0,1531825000.0,1531825000.0,58125899000.0,45858933000.0,103984832000.0,103984832000.0,-108399477.219585,0.13561,26592249000.0,-799350000.0,-799350000.0,30753457000.0,45858933000.0,25792899000.0,25792899000.0,10422628000.0,,10422628000.0,31444407522.780415,30753457000.0,78191933000.0,25792899000.0,1481950000.0,1396949250.0,20.76,22.0,30753457000.0,30753457000.0,30753457000.0,30753457000.0,30753457000.0,37097000.0,4818923000.0,35535283000.0,-680244000.0,119106000.0,-799350000.0,10422628000.0,,10422628000.0,25792899000.0,32333000000.0,3591279000.0,28741721000.0,27209896000.0,1531825000.0,1531825000.0,58125899000.0,45858933000.0,103984832000.0,103984832000.0
2025-09-30,,,10673639000.0,391386633000.0,396651340000.0,297141635000.0,391386633000.0,5425275000.0,391402976000.0,391402976000.0,391402976000.0,391402976000.0,5144907000.0,5144907000.0,262244881000.0,124013007000.0,181000.0,181000.0,222321342000.0,3103160000.0,63536000.0,63536000.0,3039624000.0,3039624000.0,,219218182000.0,17429593000.0,3331621000.0,3331621000.0,7634015000.0,2385651000.0,5248364000.0,5248364000.0,190822953000.0,89065852000.0,101757101000.0,,1179075000.0,,100578026000.0,613724318000.0,97364501000.0,90469308000.0,670254000.0,670254000.0,16343000.0,6208596000.0,,6208596000.0,,6208596000.0,,,516359817000.0,6440356000.0,71002923000.0,,15147251000.0,9148789000.0,,,5998462000.0,423769287000.0,331382740000.0,92386547000.0,45660545000.0,163389470000.0,129900082000.0,-616092000.0,34105480000.0,551000.0,-11555616000.0,45660545000.0,-31771211.484921,0.119801,25291124000.0,-265200000.0,-265200000.0,29328184000.0,46840159000.0,25025924000.0,25025924000.0,8565241000.0,,8565241000.0,29561612788.51508,29328184000.0,83250588000.0,25025924000.0,1488449000.0,1399306000.0,19.72,20.96,29328184000.0,29328184000.0,29328184000.0,29328184000.0,29328184000.0,37287000.0,3986686000.0,33277583000.0,-313582000.0,-48382000.0,-265200000.0,8565241000.0,,8565241000.0,25025924000.0,36410429000.0,4332173000.0,32078256000.0,30322947000.0,1755309000.0,1755309000.0,61436353000.0,46840159000.0,108276512000.0,108276512000.0,-31771211.484921,0.119801,25291124000.0,-265200000.0,-265200000.0,29328184000.0,46840159000.0,25025924000.0,25025924000.0,8565241000.0,,8565241000.0,29561612788.51508,29328184000.0,83250588000.0,25025924000.0,1488449000.0,1399306000.0,19.72,20.96,29328184000.0,29328184000.0,29328184000.0,29328184000.0,29328184000.0,37287000.0,3986686000.0,33277583000.0,-313582000.0,-48382000.0,-265200000.0,8565241000.0,,8565241000.0,25025924000.0,36410429000.0,4332173000.0,32078256000.0,30322947000.0,1755309000.0,1755309000.0,61436353000.0,46840159000.0,108276512000.0,108276512000.0
