,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Net Tangible Assets,Common Stock Equity,Preferred Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Preferred Stock,Total Liabilities Net Minority Interest,Derivative Product Liabilities,Long Term Debt And Capital Lease Obligation,Payables,Other Payable,Total Tax Payable,Total Assets,Investments And Advances,Investmentin Financial Assets,Available For Sale Securities,Trading Securities,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Properties,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Cash Cash Equivalents And Federal Funds Sold,Free Cash Flow,Repayment Of Debt,Issuance Of Debt,Capital Expenditure,End Cash Position,Beginning Cash Position,Effect Of Exchange Rate Changes,Changes In Cash,Financing Cash Flow,Net Other Financing Charges,Cash Dividends Paid,Net Issuance Payments Of Debt,Net Long Term Debt Issuance,Long Term Debt Payments,Long Term Debt Issuance,Investing Cash Flow,Net Other Investing Changes,Net Investment Purchase And Sale,Sale Of Investment,Purchase Of Investment,Net Business Purchase And Sale,Sale Of Business,Purchase Of Business,Net PPE Purchase And Sale,Sale Of PPE,Purchase Of PPE,Operating Cash Flow,Cash Flowsfromusedin Operating Activities Direct,Classesof Cash Payments,Other Cash Paymentsfrom Operating Activities,Paymentson Behalfof Employees,Classesof Cash Receiptsfrom Operating Activities,Other Cash Receiptsfrom Operating Activities,Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Gain On Sale Of Security,Operating Expense,Other Operating Expenses,Selling General And Administration,General And Administrative Expense,Total Revenue,Operating Revenue,Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Gain On Sale Of Security,Operating Expense,Other Operating Expenses,Selling General And Administration,General And Administrative Expense,Total Revenue,Operating Revenue
2024-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66373000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-30,294387791241.0,294387791241.0,2477129000000.0,2592393000000.0,5081050000000.0,2711943000000.0,2622557000000.0,119550000000.0,5200600000000.0,2873983000000.0,131876000000.0,2742107000000.0,269963000000.0,1221534000000.0,,413938000000.0,294388000000.0,119550000000.0,31195005000000.0,134861000000.0,2477129000000.0,90491000000.0,50901000000.0,39590000000.0,34068988000000.0,8070390000000.0,8028425000000.0,4030621000000.0,604728000000.0,41965000000.0,22505000000.0,30164000000.0,27435000000.0,2729000000.0,254126000000.0,,254126000000.0,19564000000.0,234562000000.0,,,3906437000000.0,130974000000.0,,4307197000000.0,225120000000.0,-333404000000.0,341744000000.0,-9465000000.0,1989205000000.0,2460830000000.0,3523000000.0,-475148000000.0,-52106000000.0,28287000000.0,-82701000000.0,8340000000.0,8340000000.0,-333404000000.0,341744000000.0,-657627000000.0,0.0,-653095000000.0,1436942000000.0,-2090037000000.0,-2072000000.0,0.0,-2072000000.0,-2460000000.0,7005000000.0,-9465000000.0,234585000000.0,234585000000.0,-703132000000.0,-29862000000.0,-24140000000.0,937717000000.0,436645000000.0,-6970925.879711,0.154909,-45000000.0,-45000000.0,57162000000.0,109237000000.0,156891000000.0,266128000000.0,57200029074.12029,57162000000.0,12034105263.0,12034105263.0,4.75,4.75,57162000000.0,57162000000.0,-3791000000.0,60953000000.0,60953000000.0,11173000000.0,72126000000.0,375000000.0,-45000000.0,45000000.0,14383000000.0,64260000000.0,17043000000.0,47217000000.0,47217000000.0,160649000000.0,160649000000.0,-6970925.879711,0.154909,-45000000.0,-45000000.0,57162000000.0,109237000000.0,156891000000.0,266128000000.0,57200029074.12029,57162000000.0,12034105263.0,12034105263.0,4.75,4.75,57162000000.0,57162000000.0,-3791000000.0,60953000000.0,60953000000.0,11173000000.0,72126000000.0,375000000.0,-45000000.0,45000000.0,14383000000.0,64260000000.0,17043000000.0,47217000000.0,47217000000.0,160649000000.0,160649000000.0
2024-12-31,294387791241.0,294387791241.0,2521963000000.0,2664672000000.0,5199928000000.0,2784222000000.0,2696681000000.0,119550000000.0,5319478000000.0,2952964000000.0,136733000000.0,2816231000000.0,289963000000.0,1187650000000.0,133620000000.0,413938000000.0,294388000000.0,119550000000.0,32108335000000.0,153456000000.0,2521963000000.0,87575000000.0,58554000000.0,29021000000.0,35061299000000.0,8584426000000.0,8543454000000.0,4388945000000.0,600297000000.0,40972000000.0,22431000000.0,32009000000.0,29181000000.0,2828000000.0,264102000000.0,-155303000000.0,419405000000.0,21717000000.0,263213000000.0,,134475000000.0,4142953000000.0,178014000000.0,2537347000000.0,4672012000000.0,371471000000.0,-485936000000.0,467382000000.0,-11356000000.0,2368929000000.0,1989205000000.0,-685000000.0,380409000000.0,-13146000000.0,18404000000.0,-12734000000.0,-18554000000.0,-18554000000.0,-485936000000.0,467382000000.0,10728000000.0,-2000000.0,20651000000.0,1431991000000.0,-1411340000000.0,1017000000.0,-32000000.0,1049000000.0,-10938000000.0,418000000.0,-11356000000.0,382827000000.0,382827000000.0,-54002000000.0,-4996000000.0,-26065000000.0,436829000000.0,-343624000000.0,-17445636.672326,0.114024,-153000000.0,-153000000.0,62078000000.0,112937000000.0,149480000000.0,262417000000.0,62213554363.327675,62078000000.0,,,,,62078000000.0,62078000000.0,-3152000000.0,65230000000.0,65230000000.0,8395000000.0,73625000000.0,1332000000.0,-153000000.0,153000000.0,6633000000.0,62567000000.0,9493000000.0,-83951000000.0,-83951000000.0,151833000000.0,151833000000.0,-17445636.672326,0.114024,-153000000.0,-153000000.0,62078000000.0,112937000000.0,149480000000.0,262417000000.0,62213554363.327675,62078000000.0,,,,,62078000000.0,62078000000.0,-3152000000.0,65230000000.0,65230000000.0,8395000000.0,73625000000.0,1332000000.0,-153000000.0,153000000.0,6633000000.0,62567000000.0,9493000000.0,-83951000000.0,-83951000000.0,151833000000.0,151833000000.0
2025-03-31,294387791241.0,294387791241.0,2388300000000.0,2694467000000.0,5096928000000.0,2794436000000.0,2726374000000.0,99969000000.0,5196897000000.0,2967733000000.0,141390000000.0,2826343000000.0,289963000000.0,1241579000000.0,,394357000000.0,294388000000.0,99969000000.0,33019414000000.0,124568000000.0,2388300000000.0,69723000000.0,48677000000.0,21046000000.0,35987147000000.0,8931044000000.0,8890052000000.0,4585349000000.0,635336000000.0,40992000000.0,22170000000.0,31907000000.0,29087000000.0,2820000000.0,262914000000.0,,262914000000.0,22004000000.0,240910000000.0,,,3913614000000.0,105288000000.0,,4224334000000.0,-45585000000.0,-323565000000.0,221714000000.0,-5122000000.0,1803874000000.0,2368929000000.0,15422000000.0,-580477000000.0,-169343000000.0,-22606000000.0,-44883000000.0,-101851000000.0,-101851000000.0,-323565000000.0,221714000000.0,-370671000000.0,,-366654000000.0,1233534000000.0,-1600188000000.0,-35000000.0,,-35000000.0,-3982000000.0,1140000000.0,-5122000000.0,-40463000000.0,-40463000000.0,-1684301000000.0,-143983000000.0,-39287000000.0,1643838000000.0,127351000000.0,-2205278.872241,0.20048,-11000000.0,-11000000.0,54364000000.0,107727000000.0,145483000000.0,253210000000.0,54372794721.12776,54364000000.0,12080888889.0,12080888889.0,4.5,4.5,54364000000.0,54364000000.0,-4280000000.0,58644000000.0,58644000000.0,14705000000.0,73349000000.0,-15000000.0,-11000000.0,11000000.0,7622000000.0,59319000000.0,16155000000.0,43164000000.0,43164000000.0,164637000000.0,164637000000.0,-2205278.872241,0.20048,-11000000.0,-11000000.0,54364000000.0,107727000000.0,145483000000.0,253210000000.0,54372794721.12776,54364000000.0,12080888889.0,12080888889.0,4.5,4.5,54364000000.0,54364000000.0,-4280000000.0,58644000000.0,58644000000.0,14705000000.0,73349000000.0,-15000000.0,-11000000.0,11000000.0,7622000000.0,59319000000.0,16155000000.0,43164000000.0,43164000000.0,164637000000.0,164637000000.0
2025-06-30,322212411814.0,322212411814.0,2667283000000.0,2855668000000.0,5537171000000.0,2955637000000.0,2887621000000.0,99969000000.0,5637140000000.0,3125665000000.0,138075000000.0,2987590000000.0,249973000000.0,1259739000000.0,,422181000000.0,322212000000.0,99969000000.0,33664948000000.0,132010000000.0,2667283000000.0,74286000000.0,47333000000.0,26953000000.0,36790613000000.0,9409798000000.0,9368447000000.0,4714382000000.0,704924000000.0,41351000000.0,21531000000.0,31953000000.0,29158000000.0,2795000000.0,261950000000.0,-157208000000.0,419158000000.0,23889000000.0,182627000000.0,77370000000.0,135272000000.0,3802077000000.0,138345000000.0,,4117473000000.0,62716000000.0,-548223000000.0,735110000000.0,-11386000000.0,1882745000000.0,1803874000000.0,24816000000.0,54055000000.0,256942000000.0,123315000000.0,19878000000.0,186887000000.0,186887000000.0,-548223000000.0,735110000000.0,-276989000000.0,,-269014000000.0,1676180000000.0,-1945194000000.0,-1140000000.0,,-2010000000.0,-6835000000.0,4551000000.0,-11386000000.0,74102000000.0,74102000000.0,-529820000000.0,-45068000000.0,-24864000000.0,603922000000.0,17597000000.0,-148846477.299828,0.15282,-974000000.0,-974000000.0,63227000000.0,107089000000.0,143032000000.0,250121000000.0,64052153522.70017,63227000000.0,,,,,63227000000.0,63227000000.0,-4267000000.0,67494000000.0,67494000000.0,12175000000.0,79669000000.0,572000000.0,-974000000.0,974000000.0,10683000000.0,59721000000.0,20257000000.0,-23882000000.0,-23882000000.0,163768000000.0,163768000000.0,-148846477.299828,0.15282,-974000000.0,-974000000.0,63227000000.0,107089000000.0,143032000000.0,250121000000.0,64052153522.70017,63227000000.0,,,,,63227000000.0,63227000000.0,-4267000000.0,67494000000.0,67494000000.0,12175000000.0,79669000000.0,572000000.0,-974000000.0,974000000.0,10683000000.0,59721000000.0,20257000000.0,-23882000000.0,-23882000000.0,163768000000.0,163768000000.0
2025-09-30,322212411814.0,322212411814.0,2852619000000.0,2960794000000.0,5828354000000.0,3060763000000.0,2993713000000.0,99969000000.0,5928323000000.0,3237314000000.0,143632000000.0,3093682000000.0,319973000000.0,1318238000000.0,,422181000000.0,322212000000.0,99969000000.0,34312849000000.0,112767000000.0,2852619000000.0,87883000000.0,54197000000.0,33686000000.0,37550163000000.0,9604117000000.0,9562918000000.0,4754851000000.0,698407000000.0,41199000000.0,23129000000.0,32919000000.0,30122000000.0,2797000000.0,265308000000.0,,265308000000.0,22888000000.0,242420000000.0,,,3825612000000.0,207431000000.0,,4370971000000.0,5893000000.0,-307381000000.0,535760000000.0,-11694000000.0,1983610000000.0,1882745000000.0,-15715000000.0,116580000000.0,284244000000.0,71287000000.0,-80861000000.0,228379000000.0,228379000000.0,-307381000000.0,535760000000.0,-185251000000.0,,-177756000000.0,905666000000.0,-1083422000000.0,-70000000.0,-80000000.0,10000000.0,-7425000000.0,4269000000.0,-11694000000.0,17587000000.0,17587000000.0,-559996000000.0,-28896000000.0,-26342000000.0,577583000000.0,-49293000000.0,-3385214.327818,0.130201,-26000000.0,-26000000.0,60069000000.0,110976000000.0,136591000000.0,247567000000.0,60091614785.67218,60069000000.0,13348666667.0,13348666667.0,4.5,4.5,60069000000.0,60069000000.0,-3382000000.0,63451000000.0,63451000000.0,9498000000.0,72949000000.0,522000000.0,-26000000.0,26000000.0,17164000000.0,66758000000.0,17257000000.0,49501000000.0,49501000000.0,161854000000.0,161854000000.0,-3385214.327818,0.130201,-26000000.0,-26000000.0,60069000000.0,110976000000.0,136591000000.0,247567000000.0,60091614785.67218,60069000000.0,13348666667.0,13348666667.0,4.5,4.5,60069000000.0,60069000000.0,-3382000000.0,63451000000.0,63451000000.0,9498000000.0,72949000000.0,522000000.0,-26000000.0,26000000.0,17164000000.0,66758000000.0,17257000000.0,49501000000.0,49501000000.0,161854000000.0,161854000000.0
