ticker,final_score,label,fundamental_score,valuation_score,momentum_score,bear_score,sentiment_score,sector_score,rank,selected,common_score,common_label,score_gap_vs_threshold,score_gap_vs_selected_cutoff,selected_cutoff_score,selected_rank,selection_reason,above_threshold,distance_to_threshold,selected_position
RJF,0.5935961371940519,1,0.8787285089492798,0.7845496472218417,0.6509286517941062,0.7842766631759437,0.5,0.834664831662682,1,True,0.5935961371940519,Outperform,0.043596137194051865,0.03259515475188424,0.5610009824421677,1.0,selected_above_threshold,True,0.043596137194051865,1.0
AON,0.5906200612701674,1,0.9103180170059204,0.8030595812540038,0.6539973730247104,0.6976670214392544,0.5,0.834664831662682,2,True,0.5906200612701674,Outperform,0.040620061270167374,0.029619078827999745,0.5610009824421677,2.0,selected_above_threshold,True,0.040620061270167374,2.0
TRV,0.5786435329224235,0,0.8226697444915771,0.5791534539454132,0.6943290466088233,0.7557052346045151,0.5,0.834664831662682,3,True,0.5786435329224235,Outperform,0.028643532922423498,0.01764255048025587,0.5610009824421677,3.0,selected_above_threshold,True,0.028643532922423498,3.0
BRO,0.5755210535869996,1,0.7000298500061035,0.5791534539454132,0.6658451660728364,0.8187024118294925,0.5,0.834664831662682,4,True,0.5755210535869996,Outperform,0.02552105358699952,0.014520071144831892,0.5610009824421677,4.0,selected_above_threshold,True,0.02552105358699952,4.0
BLK,0.5671815713589664,1,0.915600597858429,0.7308935857211258,0.34656279863867,0.7599031267227521,0.5,0.834664831662682,5,True,0.5671815713589664,Outperform,0.017181571358966363,0.006180588916798735,0.5610009824421677,5.0,selected_above_threshold,True,0.017181571358966363,5.0
TDG,0.5668756389295176,1,0.8757100701332092,0.9408963028953115,0.6577685939339846,0.6446427313939675,0.5,0.8539387458323248,6,True,0.5668756389295176,Outperform,0.0168756389295176,0.005874656487349972,0.5610009824421677,6.0,selected_above_threshold,True,0.0168756389295176,6.0
BX,0.5638125452434172,1,0.8125079870223999,0.37157968062182223,0.7396461231761077,0.7557052346045151,0.5,0.834664831662682,7,True,0.5638125452434172,Outperform,0.01381254524341713,0.002811562801249501,0.5610009824421677,7.0,selected_above_threshold,True,0.01381254524341713,7.0
AXP,0.5632610088200773,1,0.7977640628814697,0.5627856587520571,0.590704739036837,0.8276833549843534,0.5,0.834664831662682,8,True,0.5632610088200773,Outperform,0.013261008820077302,0.002260026377909674,0.5610009824421677,8.0,selected_above_threshold,True,0.013261008820077302,8.0
KIM,0.5630698896953399,1,0.9347457885742188,0.5288193454752254,0.5198955169498475,0.7768566907559831,0.5,0.7313705594866274,9,True,0.5630698896953399,Outperform,0.013069889695339842,0.002068907253172214,0.5610009824421677,9.0,selected_above_threshold,True,0.013069889695339842,9.0
AIZ,0.5610009824421677,0,0.8803842067718506,0.5425823022263937,0.6511899218202337,0.698562377461658,0.5,0.834664831662682,10,True,0.5610009824421677,Outperform,0.011000982442167628,0.0,0.5610009824421677,10.0,selected_above_threshold,True,0.011000982442167628,10.0
KO,0.5581466401818072,1,0.7388981580734253,0.8753038631197979,0.6251985130907449,0.8873882911444085,0.5,0.6624379385166307,11,False,0.5581466401818072,Outperform,0.008146640181807108,-0.0028543422603605206,0.5610009824421677,,qualified_but_not_selected,True,0.008146640181807108,
JKHY,0.5578681271393914,0,0.6895100474357605,0.6626932493029258,0.6304216865586719,0.7462266875747496,0.5,0.834664831662682,12,False,0.5578681271393914,Outperform,0.007868127139391334,-0.003132855302776294,0.5610009824421677,,qualified_but_not_selected,True,0.007868127139391334,
FIS,0.5578672923557925,0,0.8868103623390198,0.5775501023052708,0.6499790509661799,0.646543023033038,0.5,0.834664831662682,13,False,0.5578672923557925,Outperform,0.007867292355792421,-0.003133690086375207,0.5610009824421677,,qualified_but_not_selected,True,0.007867292355792421,
ACGL,0.5517590357002446,0,0.5871261954307556,0.6430001754185214,0.666959439700274,0.7271338060330865,0.5,0.834664831662682,14,False,0.5517590357002446,Outperform,0.0017590357002446044,-0.009241946741923024,0.5610009824421677,,qualified_but_not_selected,True,0.0017590357002446044,
DHR,0.5512693561060312,0,0.9440242648124695,0.9546971149983463,0.6039248356714074,0.6326630976577425,0.5,0.7115560565124602,15,False,0.5512693561060312,Outperform,0.001269356106031183,-0.009731626336136445,0.5610009824421677,,qualified_but_not_selected,True,0.001269356106031183,
NDAQ,0.550729601278932,1,0.6814427971839905,0.5425823022263937,0.5279441924683047,0.8665223703197811,0.5,0.834664831662682,16,False,0.550729601278932,Outperform,0.0007296012789319573,-0.010271381163235671,0.5610009824421677,,qualified_but_not_selected,True,0.0007296012789319573,
PFG,0.5480347856600188,0,0.8766462802886963,0.5425823022263937,0.4951741739814072,0.810229970173011,0.5,0.834664831662682,17,False,0.5480347856600188,Outperform,-0.0019652143399812028,-0.012966196782148831,0.5610009824421677,,below_threshold,False,-0.0019652143399812028,
BRK-B,0.5466371737293546,0,0.6618910431861877,0.5425823022263937,0.635216975633468,0.7842766631759437,0.5,0.834664831662682,18,False,0.5466371737293546,Outperform,-0.003362826270645436,-0.014363808712813064,0.5610009824421677,,below_threshold,False,-0.003362826270645436,
EQR,0.5461447981885899,1,0.8684598207473755,0.6677833871282528,0.5111442426659116,0.7768566907559831,0.5,0.7313705594866274,19,False,0.5461447981885899,Outperform,-0.0038552018114101916,-0.01485618425357782,0.5610009824421677,,below_threshold,False,-0.0038552018114101916,
CAT,0.5460947349683347,0,0.9674336910247803,0.6195359684140598,0.47293850053896697,0.7571775478612724,0.5,0.6835608583412185,20,False,0.5460947349683347,Outperform,-0.003905265031665328,-0.014906247473832956,0.5610009824421677,,below_threshold,False,-0.003905265031665328,
MET,0.5460710747504052,0,0.8303847312927246,0.45170355759801384,0.5262404582369405,0.7684963991222464,0.5,0.834664831662682,21,False,0.5460710747504052,Outperform,-0.003928925249594872,-0.0149299076917625,0.5610009824421677,,below_threshold,False,-0.003928925249594872,
BKNG,0.5436225761055685,1,0.8267219662666321,0.8776643599498841,0.46877799863405034,0.8020374139085678,0.5,0.8371651079881667,22,False,0.5436225761055685,Outperform,-0.006377423894431522,-0.01737840633659915,0.5610009824421677,,below_threshold,False,-0.006377423894431522,
WMT,0.5433100077293275,1,0.8468480110168457,0.6705162938843439,0.597996531364981,0.6638753720358838,0.5,0.7196364634310629,23,False,0.5433100077293275,Outperform,-0.006689992270672573,-0.0176909747128402,0.5610009824421677,,below_threshold,False,-0.006689992270672573,
BXP,0.543110293192825,0,0.5356695652008057,0.7413097900310872,0.6023140868920503,0.7661700324696266,0.5,0.7313705594866274,24,False,0.543110293192825,Outperform,-0.0068897068071750445,-0.017890689249342673,0.5610009824421677,,below_threshold,False,-0.0068897068071750445,
HIG,0.542897813284404,1,0.8275702595710754,0.48304815017295816,0.4192477577851207,0.8219635900183719,0.5,0.834664831662682,25,False,0.542897813284404,Outperform,-0.007102186715596037,-0.018103169157763666,0.5610009824421677,,below_threshold,False,-0.007102186715596037,
BEN,0.5411505519142398,0,0.8448325991630554,0.5627856587520571,0.45478921977800535,0.7299407522407475,0.5,0.834664831662682,26,False,0.5411505519142398,Outperform,-0.00884944808576027,-0.019850430527927898,0.5610009824421677,,below_threshold,False,-0.00884944808576027,
NVR,0.5409024950548309,0,0.26646456122398376,0.970334774962339,0.6770333275333086,0.7849817223709536,0.5,0.7998764231818027,27,False,0.5409024950548309,Outperform,-0.009097504945169144,-0.020098487387336772,0.5610009824421677,,below_threshold,False,-0.009097504945169144,
VRTX,0.5408630372171078,0,0.9120668172836304,0.47596729059719217,0.5180903077002229,0.6507099444364168,0.5,0.5677340382521334,28,False,0.5408630372171078,Outperform,-0.009136962782892222,-0.02013794522505985,0.5610009824421677,,below_threshold,False,-0.009136962782892222,
COF,0.5401930356190953,1,0.7237438559532166,0.6649608749450945,0.5202652411486302,0.7842766631759437,0.5,0.834664831662682,29,False,0.5401930356190953,Outperform,-0.009806964380904781,-0.02080794682307241,0.5610009824421677,,below_threshold,False,-0.009806964380904781,
PNR,0.5391865619017159,1,0.7913267612457275,0.19341034103013513,0.9202049255768087,0.8122197379599082,0.5,0.6835608583412185,30,False,0.5391865619017159,Outperform,-0.010813438098284167,-0.021814420540451795,0.5610009824421677,,below_threshold,False,-0.010813438098284167,
MA,0.5380911191846331,0,0.6416311860084534,0.5425823022263937,0.6533754250640923,0.7227403375867919,0.5,0.834664831662682,31,False,0.5380911191846331,Outperform,-0.011908880815366896,-0.022909863257534524,0.5610009824421677,,below_threshold,False,-0.011908880815366896,
PPG,0.5345925674629148,0,0.898965060710907,0.7546111309210736,0.6885804896928767,0.646788493487426,0.5,0.8613092797952616,32,False,0.5345925674629148,Outperform,-0.015407432537085208,-0.026408414979252837,0.5610009824421677,,below_threshold,False,-0.015407432537085208,
AVB,0.5335174265690784,1,0.7820820808410645,0.6941158459712103,0.4844422182234198,0.7625391044945382,0.5,0.7313705594866274,33,False,0.5335174265690784,Outperform,-0.016482573430921632,-0.02748355587308926,0.5610009824421677,,below_threshold,False,-0.016482573430921632,
