,importance
ev_ebitda_vs_5y_median__pct_universe,0.07957454770803452
fcf_yield__pct_universe,0.05213000997900963
ev_ebitda_vs_5y_median,0.048451993614435196
pb_ratio__pct_universe,0.0464903898537159
ev_to_ebitda__pct_universe,0.043861087411642075
ps_ratio__pct_universe,0.042201608419418335
pb_ratio,0.04196123033761978
ps_ratio,0.04068246856331825
ev_to_ebitda,0.04067636653780937
earnings_yield,0.038725595921278
rule_confidence,0.03822210058569908
pb_ratio__pct_sector,0.0377344973385334
fcf_yield,0.037250395864248276
ev_to_ebitda__pct_sector,0.03718892112374306
fcf_yield__pct_sector,0.037021659314632416
pe_ratio__pct_sector,0.035643305629491806
ev_ebitda_vs_5y_median__pct_sector,0.034512512385845184
earnings_yield__pct_universe,0.03450784832239151
pe_vs_5y_median__pct_universe,0.034471653401851654
pe_ratio__pct_universe,0.03438430279493332
pe_ratio,0.03429900482296944
pe_vs_5y_median,0.03337989002466202
pe_vs_5y_median__pct_sector,0.03301176056265831
ps_ratio__pct_sector,0.03195324167609215
earnings_yield__pct_sector,0.03166365623474121
