simulation_id,fold_id,ticker,weight,rank
0,T02_20200215,SLG,0.14285714285714285,1
0,T02_20200215,BR,0.14285714285714285,2
0,T02_20200215,AEP,0.14285714285714285,3
0,T02_20200215,VTR,0.14285714285714285,4
0,T02_20200215,FCX,0.14285714285714285,5
0,T02_20200215,EMR,0.14285714285714285,6
0,T02_20200215,DUK,0.14285714285714285,7
0,T03_20210215,CDNS,0.14285714285714285,1
0,T03_20210215,V,0.14285714285714285,2
0,T03_20210215,BK,0.14285714285714285,3
0,T03_20210215,TEL,0.14285714285714285,4
0,T03_20210215,VLO,0.14285714285714285,5
0,T03_20210215,ORLY,0.14285714285714285,6
0,T03_20210215,BAC,0.14285714285714285,7
0,T04_20220215,SCHW,0.14285714285714285,1
0,T04_20220215,MCK,0.14285714285714285,2
0,T04_20220215,AIZ,0.14285714285714285,3
0,T04_20220215,AIG,0.14285714285714285,4
0,T04_20220215,BEN,0.14285714285714285,5
0,T04_20220215,DVA,0.14285714285714285,6
0,T04_20220215,EL,0.14285714285714285,7
0,T05_20230215,ODFL,0.14285714285714285,1
0,T05_20230215,SHW,0.14285714285714285,2
0,T05_20230215,AES,0.14285714285714285,3
0,T05_20230215,PTC,0.14285714285714285,4
0,T05_20230215,DAL,0.14285714285714285,5
0,T05_20230215,WEC,0.14285714285714285,6
0,T05_20230215,TFX,0.14285714285714285,7
0,T06_20240215,TECH,0.14285714285714285,1
0,T06_20240215,NKE,0.14285714285714285,2
0,T06_20240215,JKHY,0.14285714285714285,3
0,T06_20240215,DE,0.14285714285714285,4
0,T06_20240215,LH,0.14285714285714285,5
0,T06_20240215,PFE,0.14285714285714285,6
0,T06_20240215,ES,0.14285714285714285,7
0,T07_20250215,ZBH,0.14285714285714285,1
0,T07_20250215,ACGL,0.14285714285714285,2
0,T07_20250215,VMC,0.14285714285714285,3
0,T07_20250215,XYL,0.14285714285714285,4
0,T07_20250215,CINF,0.14285714285714285,5
0,T07_20250215,TER,0.14285714285714285,6
0,T07_20250215,KMI,0.14285714285714285,7
0,T08_20260215,HAL,0.14285714285714285,1
0,T08_20260215,EXPD,0.14285714285714285,2
0,T08_20260215,CINF,0.14285714285714285,3
0,T08_20260215,DGX,0.14285714285714285,4
0,T08_20260215,VRTX,0.14285714285714285,5
0,T08_20260215,GS,0.14285714285714285,6
0,T08_20260215,BK,0.14285714285714285,7
1,T02_20200215,AKAM,0.14285714285714285,1
1,T02_20200215,FITB,0.14285714285714285,2
1,T02_20200215,TSN,0.14285714285714285,3
1,T02_20200215,WMT,0.14285714285714285,4
1,T02_20200215,CF,0.14285714285714285,5
1,T02_20200215,MCHP,0.14285714285714285,6
1,T02_20200215,INTC,0.14285714285714285,7
1,T03_20210215,TAP,0.14285714285714285,1
1,T03_20210215,TRV,0.14285714285714285,2
1,T03_20210215,XRX,0.14285714285714285,3
1,T03_20210215,BF-B,0.14285714285714285,4
1,T03_20210215,MCD,0.14285714285714285,5
