date,equity_usd,cash_usd,positions_value_usd
2020-02-18,992.007992007992,-1.7053025658242404e-13,992.0079920079921
2020-02-19,988.0077029460265,-1.7053025658242404e-13,988.0077029460267
2020-02-20,985.6917153649895,-1.7053025658242404e-13,985.6917153649897
2020-02-21,971.1730865761544,-1.7053025658242404e-13,971.1730865761547
2020-02-24,936.6614111939753,-1.7053025658242404e-13,936.6614111939754
2020-02-25,905.8488059446945,-1.7053025658242404e-13,905.8488059446946
2020-02-26,901.0811311688465,-1.7053025658242404e-13,901.0811311688466
2020-02-27,868.3667639796486,-1.7053025658242404e-13,868.3667639796487
2020-02-28,865.8031045591827,-1.7053025658242404e-13,865.8031045591828
2020-03-02,903.8594527730768,-1.7053025658242404e-13,903.859452773077
2020-03-03,877.9579105370433,-1.7053025658242404e-13,877.9579105370435
2020-03-04,913.6175168752236,-1.7053025658242404e-13,913.6175168752237
2020-03-05,884.4195618257868,-1.7053025658242404e-13,884.419561825787
2020-03-06,878.6658362986605,-1.7053025658242404e-13,878.6658362986606
2020-03-09,830.9077834176817,-1.7053025658242404e-13,830.9077834176819
2020-03-10,873.4302351283704,-1.7053025658242404e-13,873.4302351283707
2020-03-11,829.6574573803659,-1.7053025658242404e-13,829.6574573803662
2020-03-12,742.9418753920672,-1.7053025658242404e-13,742.9418753920675
2020-03-13,807.1822884849873,-1.7053025658242404e-13,807.1822884849876
2020-03-16,699.3250937724181,-1.7053025658242404e-13,699.3250937724183
2020-03-17,751.1742098583766,-1.7053025658242404e-13,751.1742098583767
2020-03-18,705.574586306428,-1.7053025658242404e-13,705.5745863064283
2020-03-19,696.6173771533213,-1.7053025658242404e-13,696.6173771533214
2020-03-20,666.9523451760426,-1.7053025658242404e-13,666.9523451760427
2020-03-23,668.5016651147457,-1.7053025658242404e-13,668.501665114746
2020-03-24,726.415711239978,-1.7053025658242404e-13,726.4157112399782
2020-03-25,747.0179671063349,-1.7053025658242404e-13,747.017967106335
2020-03-26,787.8089886025277,-1.7053025658242404e-13,787.8089886025278
2020-03-27,748.5216556939874,-1.7053025658242404e-13,748.5216556939876
2020-03-30,775.7980433510986,-1.7053025658242404e-13,775.7980433510988
2020-03-31,757.4047658869879,-1.7053025658242404e-13,757.4047658869881
2020-04-01,720.7309068333193,-1.7053025658242404e-13,720.7309068333195
2020-04-02,728.6220410978401,-1.7053025658242404e-13,728.6220410978402
2020-04-03,721.4667960839661,-1.7053025658242404e-13,721.4667960839663
2020-04-06,794.0254790482286,-1.7053025658242404e-13,794.0254790482288
2020-04-07,804.6489818125456,-1.7053025658242404e-13,804.6489818125458
2020-04-08,815.5476232080364,-1.7053025658242404e-13,815.5476232080366
2020-04-09,820.2732875983306,-1.7053025658242404e-13,820.2732875983309
2020-04-13,821.0310575541985,-1.7053025658242404e-13,821.0310575541987
2020-04-14,850.4603939102471,-1.7053025658242404e-13,850.4603939102473
2020-04-15,837.719858143493,-1.7053025658242404e-13,837.7198581434932
2020-04-16,848.8780675816117,-1.7053025658242404e-13,848.8780675816118
2020-04-17,861.2761046207493,-1.7053025658242404e-13,861.2761046207494
2020-04-20,831.8201398477747,-1.7053025658242404e-13,831.8201398477748
2020-04-21,796.9100894264957,-1.7053025658242404e-13,796.9100894264959
2020-04-22,826.1871044656748,-1.7053025658242404e-13,826.187104465675
2020-04-23,834.2652220603827,-1.7053025658242404e-13,834.2652220603829
2020-04-24,844.901515607567,-1.7053025658242404e-13,844.9015156075673
2020-04-27,852.9916810254574,-1.7053025658242404e-13,852.9916810254576
2020-04-28,855.1766981419573,-1.7053025658242404e-13,855.1766981419574
2020-04-29,879.7311004044702,-1.7053025658242404e-13,879.7311004044705
2020-04-30,860.5414211661259,-1.7053025658242404e-13,860.5414211661262
2020-05-01,843.2478381767469,-1.7053025658242404e-13,843.2478381767471
2020-05-04,844.1078887040644,-1.7053025658242404e-13,844.1078887040646
2020-05-05,853.312409683427,-1.7053025658242404e-13,853.3124096834272
2020-05-06,848.0498537377146,-1.7053025658242404e-13,848.0498537377148
2020-05-07,850.8436508755519,-1.7053025658242404e-13,850.8436508755522
2020-05-08,873.9858602184095,-1.7053025658242404e-13,873.9858602184097
2020-05-11,870.1974373297455,-1.7053025658242404e-13,870.1974373297458
2020-05-12,858.8791988568639,-1.7053025658242404e-13,858.8791988568642
2020-05-13,839.2171431234513,-1.7053025658242404e-13,839.2171431234515
2020-05-14,857.393140671755,-1.7053025658242404e-13,857.3931406717551
2020-05-15,856.7766616994304,-1.7053025658242404e-13,856.7766616994306
2020-05-18,888.3825497484295,-1.7053025658242404e-13,888.3825497484297
2020-05-19,883.5242133749427,-1.7053025658242404e-13,883.524213374943
2020-05-20,894.0667033563016,-1.7053025658242404e-13,894.0667033563017
2020-05-21,885.1634753287688,-1.7053025658242404e-13,885.1634753287689
2020-05-22,887.6935926919341,-1.7053025658242404e-13,887.6935926919343
2020-05-26,907.1887748750476,-1.7053025658242404e-13,907.1887748750478
2020-05-27,919.0217460868134,-1.7053025658242404e-13,919.0217460868136
2020-05-28,907.8244123820773,-1.7053025658242404e-13,907.8244123820775
2020-05-29,913.4321259378241,-1.7053025658242404e-13,913.4321259378244
2020-06-01,917.3113702053251,-1.7053025658242404e-13,917.3113702053254
2020-06-02,918.3746279958425,-1.7053025658242404e-13,918.3746279958427
2020-06-03,935.4733220918117,-1.7053025658242404e-13,935.4733220918118
2020-06-04,932.9149838041178,-1.7053025658242404e-13,932.914983804118
2020-06-05,958.8731999596398,-1.7053025658242404e-13,958.87319995964
2020-06-08,959.0578351153013,-1.7053025658242404e-13,959.0578351153015
2020-06-09,958.0612502382828,-1.7053025658242404e-13,958.061250238283
2020-06-10,951.188144131195,-1.7053025658242404e-13,951.1881441311953
2020-06-11,906.205985340147,-1.7053025658242404e-13,906.2059853401472
2020-06-12,912.0225880016922,-1.7053025658242404e-13,912.0225880016924
2020-06-15,925.1769354968412,-1.7053025658242404e-13,925.1769354968415
2020-06-16,945.3635662168215,-1.7053025658242404e-13,945.3635662168216
2020-06-17,943.5193316764773,-1.7053025658242404e-13,943.5193316764775
2020-06-18,943.3732156011911,-1.7053025658242404e-13,943.3732156011912
2020-06-19,944.9418755284005,-1.7053025658242404e-13,944.9418755284007
2020-06-22,949.0096948227888,-1.7053025658242404e-13,949.0096948227889
2020-06-23,956.5737937189674,-1.7053025658242404e-13,956.5737937189676
2020-06-24,934.2821295268366,-1.7053025658242404e-13,934.2821295268368
2020-06-25,940.3138684063756,-1.7053025658242404e-13,940.3138684063757
2020-06-26,920.5528627464944,-1.7053025658242404e-13,920.5528627464946
2020-06-29,939.4920922504539,-1.7053025658242404e-13,939.4920922504541
2020-06-30,951.8257811653009,-1.7053025658242404e-13,951.825781165301
2020-07-01,954.8542676529999,-1.7053025658242404e-13,954.854267653
2020-07-02,959.7621507298338,-1.7053025658242404e-13,959.7621507298339
2020-07-06,974.2043761717084,-1.7053025658242404e-13,974.2043761717086
2020-07-07,971.3536642886356,-1.7053025658242404e-13,971.3536642886359
2020-07-08,975.7745611428127,-1.7053025658242404e-13,975.7745611428129
2020-07-09,979.1401784156287,-1.7053025658242404e-13,979.140178415629
2020-07-10,990.5893683254892,-1.7053025658242404e-13,990.5893683254893
2020-07-13,982.6528227347308,-1.7053025658242404e-13,982.652822734731
2020-07-14,1000.8016527227326,-1.7053025658242404e-13,1000.8016527227328
2020-07-15,1014.5842277136442,-1.7053025658242404e-13,1014.5842277136443
2020-07-16,1008.4680087349755,-1.7053025658242404e-13,1008.4680087349757
2020-07-17,1011.3720319212473,-1.7053025658242404e-13,1011.3720319212474
2020-07-20,1016.6730380991169,-1.7053025658242404e-13,1016.6730380991171
2020-07-21,1020.3536908022986,-1.7053025658242404e-13,1020.3536908022988
2020-07-22,1026.067753346724,-1.7053025658242404e-13,1026.0677533467242
2020-07-23,1007.7909433727332,-1.7053025658242404e-13,1007.7909433727333
2020-07-24,998.2156432099775,-1.7053025658242404e-13,998.2156432099777
2020-07-27,1012.8673073947714,-1.7053025658242404e-13,1012.8673073947716
2020-07-28,1005.3818683392299,-1.7053025658242404e-13,1005.3818683392301
2020-07-29,1016.3360709674773,-1.7053025658242404e-13,1016.3360709674776
2020-07-30,1028.7709459041023,-1.7053025658242404e-13,1028.7709459041025
2020-07-31,1043.238778825274,-1.7053025658242404e-13,1043.2387788252743
2020-08-03,1046.164600194187,-1.7053025658242404e-13,1046.1646001941872
2020-08-04,1059.9114119125095,-1.7053025658242404e-13,1059.9114119125097
2020-08-05,1058.4617795863799,-1.7053025658242404e-13,1058.46177958638
2020-08-06,1066.1711312568118,-1.7053025658242404e-13,1066.171131256812
2020-08-07,1057.9090562004405,-1.7053025658242404e-13,1057.9090562004408
2020-08-10,1068.4197776007798,-1.7053025658242404e-13,1068.41977760078
2020-08-11,1058.2747950082435,-1.7053025658242404e-13,1058.2747950082437
2020-08-12,1079.4748841779585,-1.7053025658242404e-13,1079.4748841779588
2020-08-13,1076.315360641893,-1.7053025658242404e-13,1076.3153606418932
2020-08-14,1074.8494490033133,-1.7053025658242404e-13,1074.8494490033136
2020-08-17,1081.291123603231,-1.7053025658242404e-13,1081.2911236032312
2020-08-18,1083.0512573521864,-1.7053025658242404e-13,1083.0512573521867
