date,equity_usd_mean,equity_usd_p05,equity_usd_p95
2020-06-24,831.4416627250408,730.6320734372033,956.6768836381395
2020-06-25,839.2406833077705,734.0609092450512,963.9812903418953
2020-06-26,823.438239688651,716.9825277906037,952.8073631890376
2020-06-29,838.9234585631837,740.2956379904316,963.7762126600544
2020-06-30,850.2660799980082,746.5847965851926,980.9754236113655
2020-07-01,849.3504956694727,741.6814854984985,977.7828341619291
2020-07-02,855.0119406570911,747.6923587160836,984.2580646600056
2020-07-06,864.3091012375786,756.7417531393982,993.0005229149039
2020-07-07,852.2957128708787,740.8813086179456,987.3804861045393
2020-07-08,854.6739853201127,744.2269957062963,982.2562045039209
2020-07-09,842.9318748202428,725.5661978012139,980.5370251314775
2020-07-10,855.3625323758538,740.4733335580942,989.6219450293273
2020-07-13,852.2118243313389,739.7287728642041,983.2367830784901
2020-07-14,866.5247761212299,752.2540261851026,998.8347700940166
2020-07-15,882.9072478913818,777.1175221960809,1012.3537306748387
2020-07-16,882.204809356756,770.4912723608594,1012.6508485172548
2020-07-17,886.1405205032153,772.847008440181,1018.4539011226759
2020-07-20,882.3882762056667,765.3745005405367,1026.4059646986063
2020-07-21,889.4854652568191,778.0106774648342,1022.1334090950481
2020-07-22,895.2751228399597,785.6377318296276,1030.5303366600162
2020-07-23,892.6535397507356,788.3610187093831,1025.9708301630951
2020-07-24,886.1685739087271,780.5637127008957,1014.7789392432534
2020-07-27,892.0677535780893,783.4788514590042,1029.1079628273276
2020-07-28,884.9188122175116,780.4326381757978,1023.0385054139334
2020-07-29,896.458998039101,793.8271901265953,1036.8891329332248
2020-07-30,889.8321535886548,789.7409131788229,1042.5176856841294
2020-07-31,887.8368062867537,785.2139202421167,1045.489212326453
2020-08-03,890.683554075998,786.1491751692408,1051.1911418619225
2020-08-04,894.7192190004432,784.2059464493059,1048.6775222310089
2020-08-05,900.2341367814275,793.6134190114129,1049.1325556267275
2020-08-06,900.2787369428563,789.7510405708001,1044.14536999993
2020-08-07,908.0266477998091,801.5888691010381,1050.7647136434641
2020-08-10,916.4385891324455,811.239786232379,1044.457360033028
2020-08-11,913.7734138538259,810.0284897408882,1035.432282225096
2020-08-12,921.3852207511763,817.5413786553925,1048.5203084510188
2020-08-13,917.5187595535708,812.3197810960436,1045.4707746959768
2020-08-14,918.7166356909843,814.8898463637724,1045.6611376831263
2020-08-17,920.457305485263,811.8605113261065,1057.5751595740521
2020-08-18,917.6400550293894,806.3745402802041,1054.6028330986715
2020-08-19,912.3914524718773,805.640758867262,1048.7257702653042
2020-08-20,908.0125153070288,793.564783705389,1040.4329701559243
2020-08-21,907.8123431440665,790.4236414591098,1040.3305293248766
2020-08-24,919.5897877871763,804.1711174087151,1046.2444188624618
2020-08-25,918.9452964677391,803.5801269348899,1046.5428348453074
2020-08-26,919.216512023608,798.4377814820859,1046.490045889791
2020-08-27,922.6807073790033,803.3619041199669,1049.9813460078417
2020-08-28,929.2588445569921,811.060044197503,1052.6749764678636
2020-08-31,923.165672032263,802.2177561635965,1062.1875859771994
2020-09-01,926.4534559328017,801.6301475440043,1065.6536035378372
2020-09-02,943.7277616039154,815.3080693238624,1084.9847290626287
2020-09-03,920.7431996609126,803.3423945452641,1045.9160489776332
2020-09-04,917.4279807714926,800.7790747425735,1041.206964075623
2020-09-08,897.7245292615265,783.7212828114682,1012.2888633578071
2020-09-09,910.8965353810345,791.3253783108805,1033.5746432823337
2020-09-10,896.7372399978468,779.0036924278606,1020.8519528021949
2020-09-11,901.0735372819216,783.0690392822981,1031.1672341244187
2020-09-14,914.1363907139344,798.4348567120627,1042.724051065693
2020-09-15,916.1219585752327,797.6676535264628,1042.8906520584574
2020-09-16,919.808013076477,805.4889494568009,1043.1575754717544
2020-09-17,915.0068668869326,804.048901919516,1045.8159343347743
2020-09-18,903.9066482138892,788.3751389135605,1033.2985725874742
2020-09-21,883.3575842553986,761.0008143117535,1027.9739155403324
2020-09-22,889.6458802388199,766.0689012143921,1026.9697191166792
2020-09-23,871.7390342118674,749.806264561001,1010.4813351481449
2020-09-24,874.0222415344522,750.0694486878557,1012.7714798776035
2020-09-25,885.1650331755824,754.0824824193729,1027.8888277856663
2020-09-28,900.5295108896289,769.5337841446958,1038.4046469356836
2020-09-29,893.7483110129709,757.926833426867,1041.7544198179708
2020-09-30,899.419597504434,765.2971065477911,1044.2716211288316
2020-10-01,901.5542898114084,767.882016905172,1043.9975464341455
2020-10-02,903.8274997977893,780.199390514045,1042.018238743358
2020-10-05,920.2679923612314,794.1037338591316,1068.5232446015948
2020-10-06,910.7860491681148,780.9228787316715,1058.3032887247514
2020-10-07,927.7060904394286,794.2817992140501,1077.6617119247267
2020-10-08,939.6890448251214,805.7432955594077,1089.729118118051
2020-10-09,942.0739045259129,805.1629714530835,1098.4210733698246
2020-10-12,949.3366188923401,807.9400600119995,1107.6820776056961
2020-10-13,941.9555743936103,797.1446498497714,1110.4349091313752
2020-10-14,939.1248834801703,795.9464645089844,1104.1324290269113
2020-10-15,940.9102013016444,797.3800935847942,1091.8314116845645
2020-10-16,940.9602541654729,796.7111713371733,1102.2179796694368
2020-10-19,928.9033350670783,790.4856790411275,1087.42018588266
2020-10-20,933.8692326987522,797.1389247710804,1090.7552933321424
2020-10-21,929.4669528494628,791.5612078274465,1087.994188287884
2020-10-22,939.7458240880197,800.4812255893582,1098.223613927519
2020-10-23,944.2208362760049,803.4881674518666,1096.598037056266
2020-10-26,923.9647705912357,782.0444612499523,1079.2666422030225
2020-10-27,914.4742349381767,775.1913582857175,1071.191536962016
2020-10-28,887.6731875034561,751.127306928567,1035.2891050779301
2020-10-29,896.9431397031029,761.5080951984413,1047.2640492530618
2020-10-30,893.1359170472235,763.9116350007669,1045.658504913473
2020-11-02,912.8109478780738,788.9667251935864,1078.5722180404669
2020-11-03,930.412554106174,800.917225020205,1098.6801000567295
2020-11-04,929.883220026628,791.2373613318493,1080.2407400693749
2020-11-05,947.4789003618829,815.1737989287319,1107.791400065993
2020-11-06,945.4712820065267,811.3666640974111,1105.4467847803107
2020-11-09,972.6336070850023,852.914138350846,1101.4220686799104
2020-11-10,978.6643484579143,853.8752594860357,1108.108123484325
2020-11-11,977.0787401408356,853.355507499409,1117.2400688592486
2020-11-12,963.321134037635,838.3726669948422,1108.802329272503
2020-11-13,983.2980814661902,858.2659536780538,1122.9599614267377
2020-11-16,1000.8252582414415,872.8236127921384,1144.1690706489362
2020-11-17,996.2002634649069,870.549796731751,1137.2556300722467
2020-11-18,985.7041011051833,864.9676887426396,1127.4250683508153
2020-11-19,989.3504940146048,867.9452875427058,1129.7007966711415
2020-11-20,984.5107464840132,862.4666014850388,1128.1323171878382
2020-11-23,997.2595073959915,879.5660412866655,1129.9453138841366
2020-11-24,1016.8257419041988,899.2554495067801,1138.91442058193
2020-11-25,1010.8256291679236,893.3341343069606,1136.0095250030754
2020-11-27,1010.8479923919745,892.0687966946933,1136.8810345678914
2020-11-30,1002.0814528242909,879.5021854012077,1139.266199992095
2020-12-01,1010.9303240101439,884.4605454420455,1146.163419837467
2020-12-02,1011.1010517207268,893.7246031933211,1136.5544588605242
2020-12-03,1014.9708127201479,892.2228934260976,1142.1844013413947
2020-12-04,1029.115477673262,904.8965207483452,1155.0151402542244
2020-12-07,1024.3758214599948,897.9172789888132,1160.4247560792373
2020-12-08,1025.9978877526084,896.3139838329282,1163.6394550492964
2020-12-09,1023.9101009988409,893.4523722029766,1156.8762564426017
2020-12-10,1020.8131490937567,889.4550241364525,1151.5009378555756
2020-12-11,1016.802457753391,880.9772966018372,1146.541333440266
2020-12-14,1009.5475630531904,878.7521395019206,1141.9847159667868
2020-12-15,1025.0846339532807,892.0203612107949,1159.3793461628275
2020-12-16,1023.6222693084547,893.957638465839,1156.949572412463
2020-12-17,1030.2051677300778,900.7331957296665,1164.2807661711352
2020-12-18,1027.6025733695396,898.9513350076074,1153.712749070279
2020-12-21,1020.7673109359046,886.7717184170135,1154.1325832121977
2020-12-22,1015.9974271612616,883.5710989980386,1150.5971916579417
2020-12-23,1020.3536255695228,889.0167435765097,1145.326180783556
2020-12-24,1022.4197072311333,890.1877207364157,1153.3023826050742
2020-12-28,1024.74073163316,896.8466048778389,1158.209863998757
2020-12-29,1020.8241669760915,893.1626265238857,1149.1193415409525
2020-12-30,1026.8433989438117,898.0878687842976,1158.0668829589
2020-12-31,1034.1102451913287,902.5332623799031,1164.0427745678746
2021-01-04,1018.0937545343091,885.6243202369477,1144.9241563577066
2021-01-05,1027.5712375452927,900.8151767273804,1152.2188866242627
2021-01-06,1049.6124101163732,915.8293270302879,1179.516813256616
2021-01-07,1059.058169458515,917.0543135204833,1212.6673588588728
2021-01-08,1062.3881252139647,918.6488735533576,1209.1686257186839
2021-01-11,1060.87617391859,924.1219666235995,1200.7678046473054
2021-01-12,1068.3598452881254,932.240844321082,1214.8041528765846
2021-01-13,1064.489977167415,933.8755807181021,1207.1674615200757
2021-01-14,1067.7244278195205,939.0545277411336,1210.7400287445814
2021-01-15,1060.5053482674252,923.580320637289,1205.7311535522736
2021-01-19,1066.557049756808,922.779615725814,1219.7430432980098
2021-01-20,1074.2578634723184,924.2167939024641,1220.1985646108192
2021-01-21,1068.7413005091353,928.8527725372538,1227.3262360342856
2021-01-22,1063.8841498983556,929.0450640772424,1227.986880728553
2021-01-25,1063.5515077443565,937.7727000860432,1233.2981460174303
2021-01-26,1058.771115412025,932.4960016720148,1226.3449005212585
2021-01-27,1035.5700540279415,915.228357072491,1179.4067690775184
2021-01-28,1044.2487047714412,924.7244006440803,1194.6990826188867
2021-01-29,1023.89829077684,899.0372217527746,1166.0336997551651
2021-02-01,1037.776461312522,907.1250450499223,1189.7590209740833
2021-02-02,1050.5330991128,913.5734973812096,1205.25034542167
2021-02-03,1052.0692478397218,918.5611757038218,1192.4313229316565
2021-02-04,1064.5478960948174,928.5673924557321,1211.8211831291692
2021-02-05,1071.2569743576894,929.2459380067438,1209.5419667466151
2021-02-08,1083.1610728101825,926.4302958719163,1229.0816907965957
2021-02-09,1082.393897871205,930.6333127511042,1226.8064439084994
2021-02-10,1084.3567775887752,931.5306140783335,1232.82380480427
2021-02-11,1083.228790742856,929.3803778549038,1252.0686598008465
2021-02-12,1081.2272269678183,924.2184817638299,1253.2922413974766
2021-02-16,1073.154072894924,916.3021795842454,1245.0471942032736
2021-02-17,1073.5213727394114,920.9082999610238,1246.453114891411
2021-02-18,1068.5403874915407,920.4855308360966,1251.1572041527975
2021-02-19,1076.3969652578983,911.435700724779,1262.3130179847121
2021-02-22,1079.0641506838206,920.244046728536,1260.6903283035567
2021-02-23,1082.9461696398832,929.7054142393073,1260.2596631965905
2021-02-24,1100.4324095556958,939.7487340350967,1278.0904541779837
2021-02-25,1076.8040678957896,917.5651775097132,1256.029620101898
2021-02-26,1066.8842261442705,900.0345116784508,1239.7350279951434
2021-03-01,1090.0660477066697,923.2426458536148,1268.384256837591
2021-03-02,1085.7433855212676,919.9158665613999,1270.5144461211562
2021-03-03,1080.5637941785083,909.0228543638999,1278.4287199088624
2021-03-04,1065.3897715156443,905.0030612138498,1265.1460483001101
2021-03-05,1091.1345425482757,928.502735043845,1295.2793125624562
2021-03-08,1100.1333903603208,927.4462958238779,1298.7150972098893
2021-03-09,1100.157124711502,929.2453311120374,1293.6726251450257
2021-03-10,1112.4366882702825,939.5448785662753,1312.9642217778512
2021-03-11,1116.7121878435855,942.1729921428897,1313.2183074970649
2021-03-12,1124.7508428338724,949.2974250760709,1326.3994936467375
2021-03-15,1134.0876138920214,955.0460163334219,1326.9312255908071
2021-03-16,1122.1224946980496,948.33519684296,1311.729740400317
2021-03-17,1127.6627010485538,951.198483789861,1320.2607272759494
2021-03-18,1119.0240949870013,945.6884129762542,1333.707556350924
2021-03-19,1116.3892929780877,943.876628862293,1325.3027549127678
2021-03-22,1116.3965123666565,945.9962504471113,1319.2489157165483
2021-03-23,1100.234910426711,939.3729036939569,1304.4613964392913
2021-03-24,1100.7830196415284,938.1528791798537,1300.2227451386455
2021-03-25,1114.7394105047294,948.6990630446692,1322.2568824373877
2021-03-26,1135.844858241951,971.2438284959484,1333.4897811801586
2021-03-29,1130.6663600528238,970.1708115161952,1328.7616988830205
2021-03-30,1131.5971234385224,966.31567033796,1328.5837700673253
2021-03-31,1128.8584608197568,960.1392244772665,1327.7253721120771
2021-04-01,1139.907821708954,966.0989547988931,1337.5440116646723
2021-04-05,1151.1691417958573,977.2981913610546,1350.910299796402
2021-04-06,1151.6428782086662,979.0959986535244,1349.4283272322846
2021-04-07,1147.8915356845237,976.8484148571378,1347.4871962287903
2021-04-08,1147.634689197429,975.0604338113152,1342.0522238225294
2021-04-09,1154.800552992609,980.2152999330151,1351.1841700083348
2021-04-12,1157.7025946964832,979.3609328249846,1356.6691858516836
2021-04-13,1154.747805928451,980.7727388558735,1349.621086692197
2021-04-14,1158.7275779149443,982.8926005141373,1349.3487322002459
2021-04-15,1166.6908010057202,991.1177071003729,1355.2446829789794
2021-04-16,1171.9245975654967,989.663071167793,1363.6982331923175
2021-04-19,1167.3704490081784,990.4094215444542,1356.9896338796989
2021-04-20,1158.094771496234,980.5065219844779,1349.436155346749
2021-04-21,1171.6122849703638,985.6535764112713,1370.2167048367553
2021-04-22,1163.0482486328262,978.4099739656064,1365.7063373277872
2021-04-23,1175.2350439149961,982.1736365487441,1382.1646967044044
2021-04-26,1175.638810421485,981.2308269070488,1380.590736937827
2021-04-27,1177.3776760946016,982.5616407918584,1380.2085897139716
2021-04-28,1178.0303971026963,990.4514791991359,1382.4107916629762
2021-04-29,1188.8610867356933,997.6984748383162,1399.1037433545544
2021-04-30,1179.7653624738537,988.0113801910167,1387.1180315069444
2021-05-03,1189.059966522593,991.7357260696828,1397.9949253092361
2021-05-04,1190.123644151078,998.24828662581,1432.350993707761
2021-05-05,1194.4791271898453,992.2587741036696,1442.120538932087
2021-05-06,1202.09997669555,1004.0496771192406,1460.3679343920571
2021-05-07,1213.7206401735154,1018.0464325433617,1477.517125164222
2021-05-10,1211.1344554049952,1019.7599255071653,1484.1404801477897
2021-05-11,1194.9325952512963,1003.6053792596681,1461.599183763822
2021-05-12,1170.0663566589656,985.8144001764817,1435.9565639371376
2021-05-13,1186.826194422855,994.159215061008,1458.1107462980324
2021-05-14,1204.190939710576,1010.0776698677215,1478.0174237064614
2021-05-17,1203.584801269256,1013.0293128760592,1475.4827615611782
2021-05-18,1190.360507491685,999.2365499911319,1459.0736201619109
2021-05-19,1182.5979903891036,992.1396993552944,1457.8992477425318
2021-05-20,1189.4956754880207,997.7877957026857,1461.9397121824152
2021-05-21,1192.3730844357738,997.0312800719537,1468.0120095980196
2021-05-24,1198.4193500003698,1004.8532318196908,1475.0347600997604
2021-05-25,1192.1037198772021,999.5086246703404,1466.3230090529569
2021-05-26,1196.7233326438204,1002.4614293066533,1470.5377081491622
2021-05-27,1203.3362289306526,1007.5797782152116,1470.5737483645298
2021-05-28,1204.0641208148754,1010.2017853333405,1465.6671202077578
2021-06-01,1209.606526838899,1013.5235712225254,1470.6648756554068
2021-06-02,1210.6893291819254,1015.4654977985903,1478.3987919944511
2021-06-03,1210.783201502265,1014.7122233447678,1485.6472734058007
2021-06-04,1215.3443009849166,1018.6437727851207,1493.9718614296994
2021-06-07,1211.4301525899511,1018.9476770414747,1480.0688416980765
2021-06-08,1213.175203537476,1024.0625919287056,1480.5544679383115
2021-06-09,1206.2823477985232,1020.9530741748283,1462.420442277269
2021-06-10,1205.7498554676836,1023.7601051151515,1451.5349139361272
2021-06-11,1209.8695256911199,1025.710837199831,1460.3591931225799
2021-06-14,1203.3693524049438,1023.6572994074763,1442.9894899017424
2021-06-15,1205.5431035659537,1019.4270909786455,1451.3492417153557
2021-06-16,1196.7320847519115,1011.3885694940151,1445.9676098956043
2021-06-17,1181.7751667934206,1001.9464388117199,1413.4306584454794
2021-06-18,1160.7069458639917,980.5041583717855,1396.4646347286152
2021-06-21,1184.7211100061777,1001.0735005307857,1424.1048098403016
2021-06-22,1185.794117207043,999.7891851000492,1431.3328582293425
2021-06-23,1183.1933380101348,999.7763519475822,1421.513636375773
2021-06-24,1190.863135606906,1011.5060074348223,1428.4337610958194
2021-06-25,1200.6142678068184,1019.886716089093,1442.473506645177
2021-06-28,1193.3709414842008,1012.3376673252233,1439.303087136924
2021-06-29,1190.1809108749085,999.6593568465969,1439.817258861265
2021-06-30,1193.3661229039647,1003.9078881555549,1432.9686245339337
2021-07-01,1202.8083719930903,1015.1795952953004,1449.5473787474846
2021-07-02,1205.7410631532202,1014.6686304815428,1455.6859302323628
2021-07-06,1194.616088621488,1006.892349246376,1439.9473748876133
2021-07-07,1198.774240299864,1011.3020632628663,1451.8425687620875
2021-07-08,1185.397443953207,998.8897763821938,1435.5020548204232
2021-07-09,1205.4854562453813,1012.0576242419456,1459.9057456320277
2021-07-12,1208.5811616592223,1011.49047455716,1457.3618311918262
2021-07-13,1197.5842255336722,995.8820019068753,1449.3841171408553
2021-07-14,1195.815196081927,996.4115836492695,1450.8847438320936
2021-07-15,1194.187553287333,999.7202064281008,1447.9700641529355
2021-07-16,1184.2553272938367,998.6964937349295,1429.0990300924443
2021-07-19,1161.07036764691,979.9919618292334,1396.3035739274458
2021-07-20,1184.0060105100424,995.8731459845494,1420.6860610071305
2021-07-21,1195.6694770861732,1000.1475664323991,1441.3052787043337
2021-07-22,1190.776119689582,1007.375807110926,1437.8628835968937
2021-07-23,1199.8993566276247,1014.0176908212534,1443.3944846413262
2021-07-26,1203.6474019723462,1010.4977046327472,1456.2660311072204
2021-07-27,1203.3457056116908,999.7191680997428,1441.2840690231003
2021-07-28,1201.4244300130274,992.8855677070488,1447.925881394526
2021-07-29,1211.9379772104448,998.7224692594207,1459.9074037973212
2021-07-30,1208.140090852405,993.9829818607839,1449.016509413661
2021-08-02,1205.9806940574674,990.2024336813546,1447.8117916145895
2021-08-03,1217.544767863001,1000.0362497067435,1479.7376458135961
2021-08-04,1204.0427901026426,992.5768714226873,1452.8614220388201
2021-08-05,1212.1379546587948,998.974849183188,1439.0348298101153
2021-08-06,1218.8406329636996,1009.0123939255612,1449.6046683093198
2021-08-09,1215.0678328607244,1013.2690499247076,1452.7652305641386
2021-08-10,1220.8708222647747,1018.9229580910871,1468.5562344962582
2021-08-11,1230.2683826116074,1024.423710164261,1465.0479418511316
2021-08-12,1229.24289216495,1019.4639962694189,1467.335585085903
2021-08-13,1228.7710108658687,1017.8303082149463,1469.3550329582906
2021-08-16,1229.4436243368027,1015.8825532617286,1460.8468187205572
2021-08-17,1219.5941453258415,1007.8842151276289,1452.0233987483664
2021-08-18,1206.3571471579446,999.6731370230361,1432.764294274766
2021-08-19,1203.0253448045694,1003.2760946436669,1424.004268188924
2021-08-20,1211.2542443612376,1014.9429577836531,1435.8486991282991
2021-08-23,1219.514362337941,1012.0352821869312,1457.5613980278135
2021-08-24,1224.407917324993,1013.0361418180014,1454.8672664859869
2021-08-25,1231.9011671348323,1014.6206283929847,1466.8577829097017
2021-08-26,1222.578113140693,1005.29898961707,1464.2118903623252
2021-08-27,1235.405272509323,1015.0333706971848,1477.0067342685982
2021-08-30,1232.0778412448199,1013.2898279898175,1470.8848298637574
2021-08-31,1231.8797011571435,1012.8383930448022,1477.23579968787
2021-09-01,1231.3851602173752,1016.9803562061417,1463.9646827235604
2021-09-02,1240.0589385644944,1023.2550990586232,1482.3493308565116
2021-09-03,1235.1822445627959,1023.6522624168805,1476.6082922634178
2021-09-07,1222.740408112465,1010.482220996396,1465.2809768101793
2021-09-08,1222.6374349884993,1016.4404459496349,1461.506911278429
2021-09-09,1218.6684855065482,1013.6795675244999,1457.4938768300076
2021-09-10,1210.9233681699818,1008.2020065369701,1443.5504634835472
2021-09-13,1215.9992603518717,1010.5442772097331,1450.4613270268592
2021-09-14,1206.2821526940422,1007.7443653931864,1440.4274710161599
2021-09-15,1217.6766790131128,1011.668425708248,1462.4605083241368
2021-09-16,1214.381830765336,1005.3932268986973,1462.950935494796
2021-09-17,1204.4991405760366,998.6161001726467,1453.5622103708101
2021-09-20,1186.5729595094103,983.8004212289653,1439.244578379621
2021-09-21,1182.1187485143885,979.2487347154505,1425.1418708776166
2021-09-22,1195.9379598069822,989.5555098311775,1441.388451831057
2021-09-23,1213.7912981439147,1006.8869401713075,1465.0530487612766
2021-09-24,1215.7599292529203,1007.7682128925529,1473.3234761482106
2021-09-27,1219.1108493628508,1006.0247605595587,1477.3100883160566
2021-09-28,1201.9929345348664,994.6745210104723,1449.6962389274472
2021-09-29,1204.4366982115241,996.7078464912663,1456.7313288677835
2021-09-30,1183.083115818991,981.0567214146738,1433.8516699585105
2021-10-01,1198.155076338692,992.4503653023002,1449.8000298486243
2021-10-04,1191.5442786238732,989.8467910107033,1445.876602273617
2021-10-05,1201.5516548474413,995.2584996140581,1460.66563299292
2021-10-06,1203.3919443678826,998.9670435589475,1468.5327168705037
2021-10-07,1212.76519406079,1005.1432267265507,1480.7356096632946
2021-10-08,1211.4200303989649,1001.9454819914647,1478.0476655434747
2021-10-11,1205.2893202734608,997.3712862970141,1475.3146514317825
2021-10-12,1205.214816153704,996.0496270535674,1472.1716440401292
2021-10-13,1206.3585609987697,996.4504180971079,1467.282846414455
2021-10-14,1227.296069709827,1013.7658437769677,1486.8116539895134
2021-10-15,1232.78179659763,1010.0846467949486,1485.8648676281925
2021-10-18,1232.6965672773729,1007.957674050693,1489.6471123693725
2021-10-19,1240.2619943598477,1015.737531359194,1504.6391681509738
2021-10-20,1251.1135913811806,1027.724458520492,1514.3165469840164
2021-10-21,1253.7895797438919,1027.4349860912555,1518.5520415558901
2021-10-22,1259.2216587190835,1036.6911081891071,1526.963340658292
2021-10-25,1260.5871928959061,1037.416985985046,1537.3670864570984
2021-10-26,1258.242520893179,1035.3481790848318,1523.5601637455172
2021-10-27,1241.5471116112606,1019.8789372490058,1507.7996123962253
2021-10-28,1254.674080221184,1032.5007750174157,1525.776357927766
2021-10-29,1251.7894775476248,1031.7028161184926,1516.0183296268349
2021-11-01,1259.8448206359833,1046.704912347009,1529.2464527208933
2021-11-02,1263.3129812614643,1045.8106583080016,1541.7795891330757
2021-11-03,1271.1010393565814,1053.3075216087154,1549.7250444758747
2021-11-04,1270.139870557095,1049.8064272470751,1557.479674839045
