date,equity_usd,cash_usd,positions_value_usd
2020-02-18,992.0079920079918,-1.7053025658242404e-13,992.007992007992
2020-02-19,1019.677118080391,-1.7053025658242404e-13,1019.6771180803911
2020-02-20,1004.079329171268,-1.7053025658242404e-13,1004.0793291712682
2020-02-21,968.6593971037457,-1.7053025658242404e-13,968.659397103746
2020-02-24,920.6436187308709,-1.7053025658242404e-13,920.643618730871
2020-02-25,884.8349196634615,-1.7053025658242404e-13,884.8349196634616
2020-02-26,892.0823832394424,-1.7053025658242404e-13,892.0823832394426
2020-02-27,846.3474376759766,-1.7053025658242404e-13,846.3474376759767
2020-02-28,864.6495452604515,-1.7053025658242404e-13,864.6495452604518
2020-03-02,908.8583087604359,-1.7053025658242404e-13,908.8583087604361
2020-03-03,872.9254900522963,-1.7053025658242404e-13,872.9254900522965
2020-03-04,924.271388744723,-1.7053025658242404e-13,924.2713887447231
2020-03-05,897.0104246739579,-1.7053025658242404e-13,897.0104246739581
2020-03-06,880.4653050741995,-1.7053025658242404e-13,880.4653050741997
2020-03-09,799.1323133708074,-1.7053025658242404e-13,799.1323133708077
2020-03-10,839.8680471582556,-1.7053025658242404e-13,839.8680471582559
2020-03-11,799.6484363801696,-1.7053025658242404e-13,799.6484363801699
2020-03-12,704.0515203644659,-1.7053025658242404e-13,704.0515203644661
2020-03-13,780.2472791165783,-1.7053025658242404e-13,780.2472791165784
2020-03-16,663.5523006904343,-1.7053025658242404e-13,663.5523006904344
2020-03-17,707.4024160859306,-1.7053025658242404e-13,707.4024160859308
2020-03-18,659.0724081468923,-1.7053025658242404e-13,659.0724081468924
2020-03-19,667.1039543598081,-1.7053025658242404e-13,667.1039543598083
2020-03-20,641.545001729108,-1.7053025658242404e-13,641.5450017291082
2020-03-23,663.2987813241448,-1.7053025658242404e-13,663.2987813241449
2020-03-24,748.4082816985199,-1.7053025658242404e-13,748.40828169852
2020-03-25,746.4988804837226,-1.7053025658242404e-13,746.4988804837228
2020-03-26,793.622323127403,-1.7053025658242404e-13,793.6223231274031
2020-03-27,767.5680105294152,-1.7053025658242404e-13,767.5680105294153
2020-03-30,796.8510626537318,-1.7053025658242404e-13,796.8510626537319
2020-03-31,772.537390384098,-1.7053025658242404e-13,772.5373903840981
2020-04-01,727.8013560477837,-1.7053025658242404e-13,727.8013560477839
2020-04-02,734.9458014063493,-1.7053025658242404e-13,734.9458014063496
2020-04-03,714.0637671763761,-1.7053025658242404e-13,714.0637671763764
2020-04-06,793.9318136967156,-1.7053025658242404e-13,793.9318136967157
2020-04-07,791.6960215628058,-1.7053025658242404e-13,791.6960215628059
2020-04-08,823.7679289408009,-1.7053025658242404e-13,823.7679289408011
2020-04-09,808.5453670015597,-1.7053025658242404e-13,808.54536700156
2020-04-13,816.1549633384645,-1.7053025658242404e-13,816.1549633384647
2020-04-14,855.9567202347014,-1.7053025658242404e-13,855.9567202347015
2020-04-15,840.9832941781481,-1.7053025658242404e-13,840.9832941781482
2020-04-16,852.1153980345173,-1.7053025658242404e-13,852.1153980345175
2020-04-17,857.4933063961653,-1.7053025658242404e-13,857.4933063961655
2020-04-20,835.4828326060704,-1.7053025658242404e-13,835.4828326060706
2020-04-21,786.4154924735217,-1.7053025658242404e-13,786.4154924735218
2020-04-22,827.8283514020432,-1.7053025658242404e-13,827.8283514020434
2020-04-23,822.9702911141014,-1.7053025658242404e-13,822.9702911141017
2020-04-24,835.7746059248134,-1.7053025658242404e-13,835.7746059248136
2020-04-27,855.1719545063488,-1.7053025658242404e-13,855.1719545063489
2020-04-28,849.6927145281943,-1.7053025658242404e-13,849.6927145281944
2020-04-29,882.7665076309995,-1.7053025658242404e-13,882.7665076309997
2020-04-30,856.1178217383103,-1.7053025658242404e-13,856.1178217383106
2020-05-01,811.6884082529418,-1.7053025658242404e-13,811.6884082529419
2020-05-04,818.5706628477753,-1.7053025658242404e-13,818.5706628477756
2020-05-05,834.3295512057198,-1.7053025658242404e-13,834.32955120572
2020-05-06,846.3368251719646,-1.7053025658242404e-13,846.3368251719647
2020-05-07,852.0641177124951,-1.7053025658242404e-13,852.0641177124952
2020-05-08,879.322720231992,-1.7053025658242404e-13,879.3227202319921
2020-05-11,888.0340934916699,-1.7053025658242404e-13,888.03409349167
2020-05-12,860.9845864769916,-1.7053025658242404e-13,860.9845864769917
2020-05-13,842.7982254639869,-1.7053025658242404e-13,842.7982254639871
2020-05-14,869.544168426105,-1.7053025658242404e-13,869.5441684261052
2020-05-15,865.5398663029403,-1.7053025658242404e-13,865.5398663029405
