,importance
rsi_14,0.09067670497212141
rsi_28,0.08254286247337836
momentum_6m,0.06769423658556335
volatility_60d__pct_universe,0.06400344201122507
volatility_60d,0.06038716488512934
rsi_28__pct_universe,0.05771506484732081
momentum_6m__pct_universe,0.057291631231122395
rsi_14__pct_universe,0.05214477650730096
momentum_3m__pct_universe,0.050659583801149655
momentum_3m,0.04911428444476153
price_vs_52w_high,0.04817569421474145
price_vs_52w_high__pct_universe,0.03942315092038849
vol_ratio_20_50,0.03539198749580891
momentum_6m__pct_sector,0.032605588004859666
price_vs_52w_high__pct_sector,0.03027961337346622
volatility_60d__pct_sector,0.029879362304196872
vol_ratio_20_50__pct_universe,0.028126340916491577
momentum_3m__pct_sector,0.02800501088169109
rule_confidence,0.027259686570192947
rsi_28__pct_sector,0.024607773806727205
rsi_14__pct_sector,0.022641961675546902
vol_ratio_20_50__pct_sector,0.021374078076815857
