,importance
interest_coverage,0.1421464
total_debt_yoy_growth,0.13410743
operating_margin,0.13338406
piotroski_fscore,0.1252857
debt_to_ebitda,0.12011197
revenue_yoy_growth,0.11842376
roe_trend_2y,0.116978176
current_ratio,0.109562516
