Date,sp500_momentum_12m
2022-12-02,-0.11041929075205725
2022-12-05,-0.11889355283465153
2022-12-06,-0.14164997118167877
2022-12-07,-0.16062945071211399
2022-12-08,-0.15691703993258055
2022-12-09,-0.15706012529843794
2022-12-12,-0.1531105466333037
2022-12-13,-0.1390714188828317
2022-12-14,-0.13784147414667292
2022-12-15,-0.17285053255970262
2022-12-16,-0.17484847464334852
2022-12-19,-0.17378116469801397
2022-12-20,-0.16339681068655698
2022-12-21,-0.1657887526107682
2022-12-22,-0.1861298812555524
2022-12-23,-0.18641750128998358
2022-12-27,-0.20077265839390068
2022-12-28,-0.20958143606008506
2022-12-29,-0.19690552961144692
2022-12-30,-0.1965438483252866
2023-01-03,-0.19765100110776035
2023-01-04,-0.1967222501884539
2023-01-05,-0.20557665803892566
2023-01-06,-0.1713618290960599
2023-01-09,-0.17119914614073706
2023-01-10,-0.1620215863412412
2023-01-11,-0.15002921141516024
2023-01-12,-0.15486719475129784
2023-01-13,-0.15387349534818973
2023-01-17,-0.14339032915856753
2023-01-18,-0.15741230682138163
2023-01-19,-0.1481851617908877
2023-01-20,-0.12357805998260063
2023-01-23,-0.10326741157552244
2023-01-24,-0.08662919351112208
2023-01-25,-0.08931934491193816
2023-01-26,-0.06794987900708471
2023-01-27,-0.06422404634054268
2023-01-30,-0.0713600021307591
2023-01-31,-0.0801583970964792
2023-02-01,-0.08777222285059683
2023-02-02,-0.08067239489507061
2023-02-03,-0.09868433511897479
2023-02-06,-0.0818235125597655
2023-02-07,-0.07477559336818529
2023-02-08,-0.0816282016071932
2023-02-09,-0.09732083211934539
2023-02-10,-0.10828443527600329
2023-02-13,-0.08143506169970027
2023-02-14,-0.06393601768077906
2023-02-15,-0.05772123506037974
2023-02-16,-0.08513844047959807
2023-02-17,-0.0884734779297357
2023-02-21,-0.08741939935604204
2023-02-22,-0.08227885835109383
2023-02-23,-0.0679340342290079
2023-02-24,-0.06045674143592472
2023-02-27,-0.07145759580328848
2023-02-28,-0.09453434350104784
2023-03-01,-0.09660627591797077
2023-03-02,-0.07545055004864376
2023-03-03,-0.07771504270988783
2023-03-06,-0.07220603131363001
2023-03-07,-0.07911995295033825
2023-03-08,-0.049767998724289386
2023-03-09,-0.060512651385678184
2023-03-10,-0.09731217479818166
2023-03-13,-0.09479002514702528
2023-03-14,-0.0677923406121439
2023-03-15,-0.06737899093304422
2023-03-16,-0.07089118984848841
2023-03-17,-0.10124693876018964
2023-03-20,-0.10429154076877956
2023-03-21,-0.10312292475113427
2023-03-22,-0.11750482706884269
2023-03-23,-0.12476475352164884
2023-03-24,-0.10889229902765385
2023-03-27,-0.12004665945361104
2023-03-28,-0.12586011007732323
2023-03-29,-0.11970441798954501
2023-03-30,-0.12539295433237851
2023-03-31,-0.10714730541158335
2023-04-03,-0.08959462314135813
2023-04-04,-0.09794841438504154
2023-04-05,-0.10741848349862293
2023-04-06,-0.0928373361981284
2023-04-10,-0.0830233415909416
2023-04-11,-0.08694483655819008
2023-04-12,-0.08830328164815548
2023-04-13,-0.0603530363032031
2023-04-14,-0.05908197865906406
2023-04-17,-0.06640370034269594
2023-04-18,-0.0541183527300505
2023-04-19,-0.054004250081246985
2023-04-20,-0.07449670113800722
2023-04-21,-0.07308752458405021
2023-04-24,-0.05840691088100125
2023-04-25,-0.04685398414947295
2023-04-26,-0.05589464921905596
2023-04-27,-0.00954447590345242
2023-04-28,-0.0034608315098467735
2023-05-01,-0.027902013483965038
2023-05-02,-0.002988941519060151
2023-05-03,-0.015553303099873572
2023-05-04,-0.0273645210371235
2023-05-05,-0.038119405710257626
2023-05-08,-0.002110025091872081
2023-05-09,-0.0010112971603154497
2023-05-10,0.036680366713748525
2023-05-11,0.032384015890359885
2023-05-12,0.04800292483846347
2023-05-15,0.05246704976292138
2023-05-16,0.021374841772948683
2023-05-17,0.037614678954966285
2023-05-18,0.02670670345529258
2023-05-19,0.06837969801373167
2023-05-22,0.07481557346781464
2023-05-23,0.06259867430297583
2023-05-24,0.035606224441648404
2023-05-25,0.053228687124410756
2023-05-26,0.0569830614182667
2023-05-30,0.036393728792154745
2023-05-31,0.005192062635420269
2023-06-01,0.021506992555399007
2023-06-02,0.04416727117996122
2023-06-05,0.023216279112994176
2023-06-06,0.04266967266400368
2023-06-07,0.03544639543051531
2023-06-08,0.03202601362527946
2023-06-09,0.04448495491272664
2023-06-12,0.0799214753170856
2023-06-13,0.12001190642863913
2023-06-14,0.16613905382848992
2023-06-15,0.184811554844585
2023-06-16,0.16348324272943748
2023-06-20,0.1968871616056631
2023-06-21,0.18799453499816798
2023-06-22,0.16391354929581126
2023-06-23,0.15650463241182488
2023-06-26,0.14044461710739675
2023-06-27,0.11929989395528917
2023-06-28,0.12224007597942532
2023-06-29,0.15043369450425348
2023-06-30,0.1653778229895957
2023-07-03,0.17705223298210715
2023-07-05,0.16246695929528143
2023-07-06,0.1514332833355838
2023-07-07,0.14404644531033717
2023-07-10,0.12988957488746422
2023-07-11,0.13845275378071187
2023-07-12,0.16026500301341318
2023-07-13,0.1810097364082981
2023-07-14,0.18508169519430617
2023-07-17,0.19322869445648916
2023-07-18,0.1790813955670878
2023-07-19,0.19182951523921554
2023-07-20,0.15195003535573592
2023-07-21,0.14556932135205547
2023-07-24,0.13895902482701294
2023-07-25,0.15292445181549863
2023-07-26,0.15123118119651213
2023-07-27,0.15719261415856844
2023-07-28,0.1388354880649234
2023-07-31,0.12683582970543217
2023-08-01,0.10808924728869251
2023-08-02,0.09584746994470872
2023-08-03,0.10038648930861704
2023-08-04,0.0777007605829898
2023-08-07,0.0882719897619395
2023-08-08,0.08544601005330321
2023-08-09,0.07914134039278697
2023-08-10,0.08401755385256982
2023-08-11,0.06028386889665871
2023-08-14,0.06713384070936557
2023-08-15,0.03684683119419252
2023-08-16,0.02494448353925427
2023-08-17,0.015135107547308957
2023-08-18,0.02238395546148997
2023-08-21,0.02708609271523188
2023-08-22,0.0376186773860796
2023-08-23,0.07202035634939397
2023-08-24,0.05996519009385337
2023-08-25,0.06398325436007735
2023-08-28,0.05577119369547989
2023-08-29,0.1084294840457456
2023-08-30,0.12014558512467377
2023-08-31,0.13082772784814356
2023-09-01,0.14178761555783814
2023-09-05,0.13360222025578428
2023-09-06,0.13791644013298932
2023-09-07,0.13892625574823914
2023-09-08,0.1200089709271781
2023-09-11,0.12013440172662926
2023-09-12,0.09700144184478332
2023-09-13,0.08685989270763539
2023-09-14,0.14555181435059117
2023-09-15,0.12780246710095877
2023-09-18,0.1415355386412831
2023-09-19,0.14732029175879724
2023-09-20,0.1288011499222892
2023-09-21,0.12294571653631348
2023-09-22,0.1398786089756643
2023-09-25,0.1541914567834537
2023-09-26,0.15712528268110937
2023-09-27,0.1694837046768416
2023-09-28,0.17887531544315993
2023-09-29,0.152999096446522
2023-10-02,0.17797706648586487
2023-10-03,0.1795589206561039
2023-10-04,0.15912225575500227
2023-10-05,0.12325735853508801
2023-10-06,0.1388266178120412
2023-10-09,0.1578680668377761
2023-10-10,0.19743062253560106
2023-10-11,0.2116494413588108
2023-10-12,0.21198207687146486
2023-10-13,0.20988075294602648
2023-10-16,0.19175401782509804
2023-10-17,0.220517632052591
2023-10-18,0.17309918702986282
2023-10-19,0.15000618886689132
2023-10-20,0.14316031152184872
2023-10-23,0.1503800024442168
2023-10-24,0.13188466478748917
2023-10-25,0.10255334592824128
2023-10-26,0.07206839538265375
2023-10-27,0.07486294894283274
2023-10-30,0.09442906279511232
2023-10-31,0.07504107645019875
2023-11-01,0.09449425995436211
2023-11-02,0.11972710142576704
2023-11-03,0.15922852992495296
2023-11-06,0.173685272023695
2023-11-07,0.16120455268145473
2023-11-08,0.15130286039200636
2023-11-09,0.13563872920679088
2023-11-10,0.17784652650427968
2023-11-13,0.11504982446474887
2023-11-14,0.125915123049829
2023-11-15,0.13788107468886213
2023-11-16,0.1293950884537527
2023-11-17,0.14025244455758923
2023-11-20,0.15223886506185225
2023-11-21,0.14446424286910386
2023-11-22,0.1535922532445546
2023-11-24,0.13881569864471888
2023-11-27,0.12990722345887762
2023-11-28,0.1313348842410169
2023-11-29,0.1479942040975104
2023-11-30,0.1541755899218602
2023-12-01,0.12610438489262688
2023-12-04,0.12098644412491799
2023-12-05,0.1216887861461331
2023-12-06,0.13766485874901835
2023-12-07,0.16348320902144464
2023-12-08,0.17042802309838256
2023-12-11,0.16624908982621434
2023-12-12,0.180287703177493
2023-12-13,0.17955619628207042
2023-12-14,0.17411961721732472
2023-12-15,0.18117944511617634
2023-12-18,0.2168542793027659
2023-12-19,0.23777891583937327
2023-12-20,0.23068848609415982
2023-12-21,0.24207792884797352
2023-12-22,0.22591298425226092
2023-12-26,0.2491530519351408
2023-12-27,0.24364209328665676
2023-12-28,0.24916108837402895
2023-12-29,0.2607858160672878
2024-01-02,0.2321343321419369
2024-01-03,0.22537050621011856
2024-01-04,0.2260744396095502
2024-01-05,0.21912194231760518
2024-01-08,0.2508967508480906
2024-01-09,0.22115589528256052
2024-01-10,0.22901836475860216
2024-01-11,0.2196823969828412
2024-01-12,0.20511333573561785
2024-01-16,0.1965294160047426
2024-01-17,0.18507206809068455
2024-01-18,0.19793934219052733
2024-01-19,0.23186113179520706
2024-01-22,0.2440668541468245
2024-01-23,0.22453499490622164
2024-01-24,0.21113926621464918
2024-01-25,0.21837718063233869
2024-01-26,0.21780436592657093
2024-01-29,0.2136473867904205
2024-01-30,0.20989990172142847
2024-01-31,0.20605457225973534
2024-02-01,0.2035004228712436
2024-02-02,0.20377691603578985
2024-02-05,0.18255840903685305
2024-02-06,0.19769224167919974
2024-02-07,0.21502378053212712
2024-02-08,0.2002666081292026
2024-02-09,0.22068502333051154
2024-02-12,0.2303907494181061
2024-02-13,0.21090781212286314
2024-02-14,0.2086704267706183
2024-02-15,0.21604739768196457
2024-02-16,0.20685931776482658
2024-02-20,0.21638414548511342
2024-02-21,0.2213017357661946
2024-02-22,0.2726036997869372
2024-02-23,0.2750528663958254
2024-02-26,0.26349087280795236
2024-02-27,0.27912568281815875
2024-02-28,0.27309247510384704
2024-02-29,0.2836467500944242
2024-03-01,0.30006914472650514
2024-03-04,0.2887462969742347
2024-03-05,0.2553390902785786
2024-03-06,0.26092645134024606
2024-03-07,0.29374837550706845
2024-03-08,0.28348624599442496
2024-03-11,0.3061566824859112
2024-03-12,0.3401914500868777
2024-03-13,0.33963474010606975
2024-03-14,0.3141359606294287
2024-03-15,0.31479495613450426
2024-03-18,0.3002666184666871
2024-03-19,0.32218174446879
2024-03-20,0.3221630963908666
2024-03-21,0.30944288265817077
2024-03-22,0.3294945642794551
2024-03-25,0.32148898380278856
2024-03-26,0.3103986892240631
2024-03-27,0.31953503699953156
2024-03-28,0.3230906163052718
2024-04-01,0.3018910880226646
2024-04-02,0.28512180422126066
2024-04-03,0.26821538410718704
2024-04-04,0.24795678842513946
2024-04-05,0.2691654196478721
2024-04-08,0.27185989706697944
2024-04-09,0.26915584612542687
2024-04-10,0.255902204716868
2024-04-11,0.26530446605029123
2024-04-12,0.2520705818463713
2024-04-15,0.2208275397667232
2024-04-16,0.220843280067341
2024-04-17,0.2097863266612192
2024-04-18,0.2060834576893127
2024-04-19,0.19562066306499526
2024-04-22,0.213282043460423
2024-04-23,0.22669051576590915
2024-04-24,0.22590785559856186
2024-04-25,0.2399014810225768
2024-04-26,0.25738968124100303
2024-04-29,0.23717939256815024
2024-04-30,0.20775011871866988
2024-05-01,0.20406586472641464
2024-05-02,0.2293000983773661
2024-05-03,0.25350853488052305
2024-05-06,0.27566107518132066
2024-05-07,0.2542037341341794
2024-05-08,0.2536296131976066
2024-05-09,0.26580844612295307
2024-05-10,0.26223644473899643
2024-05-13,0.2640765245268344
2024-05-14,0.2722061832918232
2024-05-15,0.28331500238280705
2024-05-16,0.28886353038317947
2024-05-17,0.2752015607078462
2024-05-20,0.2644275627424657
2024-05-21,0.269426424039114
2024-05-22,0.26579495780938145
2024-05-23,0.2707123597845409
2024-05-24,0.2890426591703952
2024-05-28,0.27816970035007804
2024-05-29,0.2524105507617649
2024-05-30,0.24490668363345458
2024-05-31,0.2626134715965296
2024-06-03,0.2516879517028394
2024-06-04,0.235610117517155
2024-06-05,0.2527591987955289
2024-06-06,0.2495675242852624
2024-06-07,0.25295024039800995
2024-06-10,0.24845766456534024
2024-06-11,0.2504059204469753
2024-06-12,0.24939318346605144
2024-06-13,0.2437006383293554
2024-06-14,0.24219290895073442
2024-06-17,0.236653420298937
2024-06-18,0.24434017212130876
2024-06-20,0.24710221695895385
2024-06-21,0.2517197030779674
2024-06-24,0.2432694447394288
2024-06-25,0.2577931542505767
2024-06-26,0.2654488116359479
2024-06-27,0.2522513701373841
2024-06-28,0.24757934935918424
2024-07-01,0.24534621573807547
2024-07-02,0.2378740491122926
2024-07-03,0.24271313422132135
2024-07-05,0.2519486197946721
2024-07-08,0.2632294240933195
2024-07-09,0.26779793651938877
2024-07-10,0.27766687849923777
2024-07-11,0.25798901931936324
2024-07-12,0.25562365869402104
2024-07-15,0.24859650159875502
2024-07-16,0.2578628171364785
2024-07-17,0.2355802438906951
2024-07-18,0.21725888313990138
2024-07-19,0.205724341606069
2024-07-22,0.2270274588814496
2024-07-23,0.22471869959864055
2024-07-24,0.19156063265237644
2024-07-25,0.18210564756336156
2024-07-26,0.19540156515163964
2024-07-29,0.20410980072780371
2024-07-30,0.18641795906763203
2024-07-31,0.2033880991978243
2024-08-01,0.19008117127840674
2024-08-02,0.18459957961460804
2024-08-05,0.15203390589738186
2024-08-06,0.17016412050805774
2024-08-07,0.15072902759039164
2024-08-08,0.1822318179697071
2024-08-09,0.1961743718763218
2024-08-12,0.19592601268945797
2024-08-13,0.2173766901244687
2024-08-14,0.21504452391079587
2024-08-15,0.2490750915116149
2024-08-16,0.2610884973372707
2024-08-19,0.283246729203976
2024-08-20,0.28089053214567694
2024-08-21,0.2775327057333541
2024-08-22,0.26964715722822774
2024-08-23,0.2701978041041071
2024-08-26,0.28346478392686647
2024-08-27,0.27693376426676397
2024-08-28,0.2614006468916128
2024-08-29,0.24331261278455463
2024-08-30,0.25106586806142106
2024-09-03,0.2265632244070641
2024-09-04,0.22239835074500736
2024-09-05,0.22384214227296395
2024-09-06,0.2111620577251514
2024-09-09,0.22913447715456514
2024-09-10,0.23287314847068763
2024-09-11,0.23770015357466412
2024-09-12,0.25412041688466736
2024-09-13,0.25933870255014657
2024-09-16,0.2503806178869543
2024-09-17,0.266106774497751
2024-09-18,0.2615296263091875
2024-09-19,0.28571200972178423
2024-09-20,0.2953862958707838
2024-09-23,0.32068587164405304
2024-09-24,0.32704872108824623
2024-09-25,0.31927123900873533
2024-09-26,0.34440858167025423
2024-09-27,0.3424159111813352
2024-09-30,0.3402050651696509
2024-10-01,0.33131616003141007
2024-10-02,0.33139473253036145
2024-10-03,0.3476787001117767
2024-10-04,0.34882904115362057
2024-10-07,0.33764346348655105
2024-10-08,0.334833441525473
2024-10-09,0.33590729677303677
2024-10-10,0.32623478602629086
2024-10-11,0.3285574488336338
2024-10-14,0.3472128034112254
2024-10-15,0.3437050992221513
2024-10-16,0.33584010796238206
2024-10-17,0.3357426950417326
2024-10-18,0.35926152809869194
2024-10-21,0.36839176729049794
2024-10-22,0.38517479898463547
2024-10-23,0.3747604642529878
2024-10-24,0.36777243644824975
2024-10-25,0.38725559084751837
2024-10-28,0.40758914709194927
2024-10-29,0.4166615475072619
2024-10-30,0.3952294956658038
2024-10-31,0.36044886762009853
2024-11-01,0.35181435665781047
2024-11-04,0.3230619034915698
2024-11-05,0.3268262625085705
2024-11-06,0.35800898437146134
2024-11-07,0.36422609675873163
2024-11-08,0.36797656577873306
2024-11-11,0.3804616520053692
2024-11-12,0.3553034301024991
2024-11-13,0.3567521954422286
2024-11-14,0.32330219174267416
2024-11-15,0.3037478835701717
2024-11-18,0.30729948068185897
2024-11-19,0.31080056244039156
2024-11-20,0.3012130096378902
2024-11-21,0.3108111466780459
2024-11-22,0.3100367575593461
2024-11-25,0.3132098773893903
2024-11-26,0.3233100278873444
2024-11-27,0.3169890061709304
2024-11-29,0.32562877243071253
2024-12-02,0.32386491547596563
2024-12-03,0.31672844975909165
2024-12-04,0.33190011784493256
2024-12-05,0.3301664548940326
2024-12-06,0.33871511663350873
2024-12-09,0.3199719782845547
2024-12-10,0.31069179988865026
2024-12-11,0.3162290951378597
2024-12-12,0.30310953452772993
2024-12-13,0.2855267361817073
2024-12-16,0.28700412740473014
2024-12-17,0.28212891161533893
2024-12-18,0.23870599331504527
2024-12-19,0.230416249983872
2024-12-20,0.26232613031856156
2024-12-23,0.2585600303826303
2024-12-24,0.2703491518649277
2024-12-26,0.26448292449866484
2024-12-27,0.24871689822067022
2024-12-30,0.23489600819737988
2024-12-31,0.23309002343424012
2025-01-02,0.23735189918664235
2025-01-03,0.2630627253462241
2025-01-06,0.27442684482458946
2025-01-07,0.2579790452089761
2025-01-08,0.24240584764030992
2025-01-10,0.22506886136076942
2025-01-13,0.2200859163460931
2025-01-14,0.22230471059451684
2025-01-15,0.24375449359230572
2025-01-16,0.24577523784857425
2025-01-17,0.26532907503084213
2025-01-21,0.26528262402637437
2025-01-22,0.25756383897345536
2025-01-23,0.26147779458591436
2025-01-24,0.2542120856582968
2025-01-27,0.23492210747593711
2025-01-28,0.2397837425822389
2025-01-29,0.2347877401225773
2025-01-30,0.23199187190441606
2025-01-31,0.22651092730474365
2025-02-03,0.23710337003903015
2025-02-04,0.23066574162880382
2025-02-05,0.22241518239906455
2025-02-06,0.23079174641591438
2025-02-07,0.21633235803172068
2025-02-10,0.2144878880823955
2025-02-11,0.21420750079134643
2025-02-12,0.20398645995039866
2025-02-13,0.2176951106533882
2025-02-14,0.2344882124491774
2025-02-18,0.22576399216112852
2025-02-19,0.2215665505310367
2025-02-20,0.22214258003803766
2025-02-21,0.2085454890182814
2025-02-24,0.20102176614367573
2025-02-25,0.17067331065707192
2025-02-26,0.17042530403876
2025-02-27,0.1562354049840322
2025-02-28,0.1725657211609144
2025-03-03,0.15384564264902534
2025-03-04,0.13379979479093973
2025-03-05,0.1373445213929818
2025-03-06,0.11841273079863646
2025-03-07,0.13616813646666337
2025-03-10,0.0998676365539668
2025-03-11,0.08041129025920846
2025-03-12,0.09282565274640997
2025-03-13,0.07885596211473112
2025-03-14,0.08959337776099208
2025-03-17,0.09869882984963452
2025-03-18,0.09012367343266603
2025-03-19,0.10908547873051022
2025-03-20,0.0997141857983852
2025-03-21,0.0944384224618191
2025-03-24,0.10392137511492971
2025-03-25,0.10209235454560095
2025-03-26,0.09132662680262071
2025-03-27,0.09105075179755917
2025-03-28,0.07251927665485725
2025-03-31,0.06923131168301011
2025-04-01,0.07207736818515986
2025-04-02,0.08146814099804622
2025-04-03,0.036634060557525716
2025-04-04,-0.02636676844247776
2025-04-07,-0.016506022016250843
2025-04-08,-0.04257404990276292
2025-04-09,0.04892169924524814
2025-04-10,0.011159433981362099
2025-04-11,0.039281895499769126
2025-04-14,0.039797608398077555
2025-04-15,0.05332770912928009
2025-04-16,0.04225365155638672
2025-04-17,0.045787222163365504
2025-04-21,0.02707776764267633
2025-04-22,0.05520515213528032
2025-04-23,0.08226514262863627
2025-04-24,0.09463335980390797
2025-04-25,0.08966683570087142
2025-04-28,0.09013278329648178
2025-04-29,0.10149911540236722
2025-04-30,0.09198113343031378
2025-05-01,0.09537803128026612
2025-05-02,0.12927324518454353
2025-05-05,0.1259347577362675
2025-05-06,0.1071659768584663
2025-05-07,0.09818844809523464
2025-05-08,0.09326846843722181
2025-05-09,0.09102491338342555
2025-05-12,0.12655393065061493
2025-05-13,0.128971883148431
2025-05-14,0.12826745651595273
2025-05-15,0.13320327886145078
2025-05-16,0.1356476253910932
2025-05-19,0.12347997086952911
2025-05-20,0.12145510777980406
2025-05-21,0.10207661343969221
2025-05-22,0.10057777307619786
2025-05-23,0.090466559395602
2025-05-27,0.11579595677739007
2025-05-28,0.11783007444198179
2025-05-29,0.11451116787111126
2025-05-30,0.11414348513863826
2025-06-02,0.12701653163326654
2025-06-03,0.14036729000211978
2025-06-04,0.13136883184651849
2025-06-05,0.12414352774106474
2025-06-06,0.13399631104184828
2025-06-09,0.12174943431645979
2025-06-10,0.12812539280344848
2025-06-11,0.12628599836575694
2025-06-12,0.127680756301771
2025-06-13,0.1119282964176822
2025-06-16,0.11290845141655281
2025-06-17,0.10103169396942935
2025-06-18,0.10112490051840561
2025-06-20,0.09036891653489221
2025-06-23,0.09807494360146363
2025-06-24,0.11309903817022171
2025-06-25,0.1148369009382264
2025-06-26,0.1272331915837952
2025-06-27,0.12867643842235155
2025-06-30,0.13272427498313322
2025-07-01,0.13043162306466205
2025-07-02,0.1404528437334207
2025-07-03,0.14689443951761638
2025-07-07,0.1308711085143548
2025-07-08,0.12434486376632004
2025-07-09,0.1250307303226168
2025-07-10,0.12697450153537182
2025-07-11,0.12242647847444177
2025-07-14,0.11264821140956571
2025-07-15,0.11804369239926982
2025-07-16,0.11546031616565822
2025-07-17,0.1182940149777083
2025-07-18,0.11109363037338116
2025-07-21,0.1283635321160037
2025-07-22,0.13797779366851848
2025-07-23,0.1551153780653951
2025-07-24,0.143580347057787
2025-07-25,0.14991699885288967
2025-07-28,0.17737554794245702
2025-07-29,0.17995925518396705
2025-07-30,0.16555838664242994
2025-07-31,0.1603081685856078
2025-08-01,0.14744388475878334
2025-08-04,0.14625068635954896
2025-08-05,0.15651915260523253
2025-08-06,0.18675559407493592
2025-08-07,0.22244436904256637
2025-08-08,0.21935379325748938
2025-08-11,0.22578136269112425
2025-08-12,0.211766130310713
2025-08-13,0.21002737362994806
2025-08-14,0.2103420359640764
2025-08-15,0.1868401278631353
2025-08-18,0.18220012584729872
2025-08-19,0.15661472369778862
2025-08-20,0.15151096640523032
2025-08-21,0.13585698245887756
2025-08-22,0.15539956635762908
2025-08-25,0.14561315678989217
2025-08-26,0.16071758051397933
2025-08-27,0.15028370368297006
2025-08-28,0.15756547171556523
2025-08-29,0.14832734720531926
2025-09-02,0.1472341443587739
2025-09-03,0.15313053216925043
2025-09-04,0.15113663878986738
2025-09-05,0.1722882716789147
2025-09-08,0.17664270728006626
2025-09-09,0.18337715677708344
2025-09-10,0.20775386035446042
2025-09-11,0.20405963206544397
2025-09-12,0.19811956205449666
2025-09-15,0.19105601142449435
2025-09-16,0.18067251675288443
2025-09-17,0.17318283168963555
2025-09-18,0.17732188637036606
2025-09-19,0.18276069749263835
2025-09-22,0.1914276447228953
2025-09-23,0.16509261391774666
2025-09-24,0.16403546522072165
2025-09-25,0.1549601417599309
2025-09-26,0.15886640716100042
2025-09-29,0.16408730707281083
2025-09-30,0.1641477963149336
2025-10-01,0.16957153355255694
2025-10-02,0.16535764469761993
2025-10-03,0.17640289714254442
2025-10-06,0.18052938398571872
2025-10-07,0.17801063042313792
2025-10-08,0.17434154362074783
2025-10-09,0.18244046330629726
2025-10-10,0.13934303330680442
2025-10-13,0.14894237090268514
2025-10-14,0.1495247070717891
2025-10-15,0.14720995507583612
2025-10-16,0.1312695228961851
2025-10-17,0.14595220750362814
2025-10-20,0.1527880562746906
2025-10-21,0.15302310033886046
2025-10-22,0.14233196268305548
2025-10-23,0.15108694663945155
2025-10-24,0.16073450141856238
2025-10-27,0.1858999777312038
2025-10-28,0.18606821831791365
2025-10-29,0.18637178720860725
2025-10-30,0.17151479189027463
2025-10-31,0.1726888568553686
2025-11-03,0.17859636114908328
2025-11-04,0.18685635188804017
2025-11-05,0.18633750013424155
2025-11-06,0.17638448666871964
2025-11-07,0.16359663506793676
2025-11-10,0.1523670157001662
2025-11-11,0.14624060393157512
2025-11-12,0.1426693637669798
2025-11-13,0.12266242174510689
2025-11-14,0.1253544206334416
2025-11-17,0.11478473996451966
2025-11-18,0.11230976944984783
2025-11-19,0.1314239422175607
2025-11-20,0.10946407057287022
2025-11-21,0.11593925552742923
2025-11-24,0.13317485598776257
2025-11-25,0.1373692661503061
2025-11-26,0.14126688069438154
2025-11-28,0.14392290934025032
2025-12-01,0.13135978387807357
2025-12-02,0.1384673865443753
2025-12-03,0.13549218515896544
2025-12-04,0.13394247338400223
2025-12-05,0.135625836450459
2025-12-08,0.12486991714167162
2025-12-09,0.12598947501672786
2025-12-10,0.13076762667270003
2025-12-11,0.14012405538874417
2025-12-12,0.13131927062398008
2025-12-15,0.12036439218225459
2025-12-16,0.12377769314191278
2025-12-17,0.11078009901367203
2025-12-18,0.11535568818452124
2025-12-19,0.12955555794067442
2025-12-22,0.17137306397440777
2025-12-23,0.17772212873404802
2025-12-24,0.16881217541257754
2025-12-26,0.16000317125729313
2025-12-29,0.14332689679435773
2025-12-30,0.1422174100670086
2025-12-31,0.1464886312711191
