,importance
interest_coverage__pct_universe,0.21934653176121482
gross_margin__pct_universe,0.1467530056650531
capex_to_revenue__pct_universe,0.07837997785036999
capex_to_revenue,0.06481139422491025
fcf_margin__pct_universe,0.05972165879028662
revenue_yoy_growth,0.0374818248099425
gross_margin__pct_sector,0.0353108544719504
gross_margin,0.02797431136735786
fcf_margin,0.024961189173647546
roe,0.024564777157971104
operating_margin,0.02388403934080116
roic,0.023393445536925402
revenue_yoy_growth__pct_sector,0.021568495498053942
interest_coverage,0.0200878277240082
roe__pct_universe,0.02007135691825955
roic__pct_universe,0.01880719675385925
revenue_yoy_growth__pct_universe,0.01853099359847202
interest_coverage__pct_sector,0.018185777355504043
ebitda_margin,0.015922139060818186
ebitda_margin__pct_universe,0.013445431253161003
operating_margin__pct_sector,0.01292570889783056
net_margin,0.011992867497036609
net_margin__pct_universe,0.010462206294798482
fcf_margin__pct_sector,0.010298480374945232
ebitda_margin__pct_sector,0.008604644244992677
operating_margin__pct_universe,0.007821656792047786
roic__pct_sector,0.007376346535274129
capex_to_revenue__pct_sector,0.0069123956323594825
roe__pct_sector,0.006414392987025396
net_margin__pct_sector,0.003989072431122737
