,importance
vix,0.07981177820251555
sp500_momentum_3m,0.07235936206859896
yield_curve,0.06394840591636601
atr_14,0.05033913390609141
volatility_20d,0.04998874267846905
volatility_60d,0.04666085715241468
sp500_momentum_12m,0.04621809762134038
momentum_1m,0.042015222213724966
momentum_6m,0.041815224855751607
bb_pct,0.04118224166544658
momentum_3m,0.040011612114521006
macd_hist,0.03981158094660756
price_vs_52w_low,0.039265436269902775
macd_signal,0.03489895671422558
macd,0.033223368538647116
sma_50,0.03229862329318877
sma_20,0.030957897715618774
vol_ratio_20_50,0.030851435740423826
rsi_14,0.030140339185141734
sma_200,0.028641535469638876
momentum_quality,0.026581428682082322
rsi_28,0.026450387987065782
price_vs_52w_high,0.025446591010064856
momentum_12m,0.02310712156053153
macd_bullish,0.009489526507660977
high_vix_regime,0.006800512802522382
cross_sma_20_50,0.004598540841933703
above_sma200,0.0017736023181445886
rsi_overbought,0.0007380218934005581
rsi_oversold,0.000574414127958071
vol_expansion,0.0
inverted_yield_curve,0.0
