,importance
sp500_momentum_3m,0.11125567183515439
yield_curve,0.06994769159257867
sp500_momentum_12m,0.06542439743155899
vix,0.05042936931154446
macd_hist,0.048635541049191246
volatility_20d,0.04251926013345513
bb_pct,0.04143213444776809
volatility_60d,0.039468588863472716
momentum_quality,0.03941022495218121
momentum_3m,0.0389079617734007
macd_signal,0.03335050813236885
sma_20,0.03318177361496759
momentum_6m,0.03287274369818192
momentum_12m,0.03242580262967643
price_vs_52w_low,0.0319651120172843
sma_200,0.0318771105102867
momentum_1m,0.031696031682389804
vol_ratio_20_50,0.029518920005659813
atr_14,0.029056239134386423
rsi_28,0.02847509164810654
rsi_14,0.02836279500751801
sma_50,0.027030868665196314
price_vs_52w_high,0.025588881012469714
macd,0.023252232631694663
inverted_yield_curve,0.017962811753043154
cross_sma_20_50,0.006701281384300605
macd_bullish,0.0030913912953928753
high_vix_regime,0.002846912977339575
above_sma200,0.0022692746583338123
rsi_overbought,0.0007740465436389568
rsi_oversold,0.00026932960745834796
vol_expansion,0.0
