,importance
sp500_momentum_3m,0.10411106236326818
momentum_12m,0.0663864039607804
yield_curve,0.06397654634845436
momentum_quality,0.06277786152577873
momentum_6m,0.053588725229744276
vix,0.051687227351913674
sp500_momentum_12m,0.050989679953376534
price_vs_52w_low,0.043129234772201985
atr_14,0.04149603969249087
momentum_1m,0.040585252374906816
macd,0.03528819825948454
momentum_3m,0.03509381157365331
macd_signal,0.03467305719443048
sma_200,0.03315416116772899
volatility_60d,0.03263288943758348
macd_hist,0.031185225266778555
volatility_20d,0.030984152024472356
sma_50,0.030394561842089426
price_vs_52w_high,0.027854542142079223
sma_20,0.026094197767979235
bb_pct,0.0256325843146938
rsi_14,0.023868836449999032
vol_ratio_20_50,0.023702507663201526
rsi_28,0.0234169715088958
macd_bullish,0.00283942274295829
above_sma200,0.0024046744031625345
cross_sma_20_50,0.00163365369947574
rsi_overbought,0.00041851896841790684
rsi_oversold,0.0
vol_expansion,0.0
high_vix_regime,0.0
inverted_yield_curve,0.0
