,importance
sp500_momentum_3m,0.09837394048650074
yield_curve,0.09026195142756745
sp500_momentum_12m,0.08983967367452289
vix,0.07488131119862378
sma_20,0.05115591147101264
bb_pct,0.046792391169970575
macd_hist,0.04508356785040546
vol_ratio_20_50,0.036107658304016806
volatility_20d,0.03516004930838533
momentum_6m,0.03208349626178387
momentum_12m,0.030979425836366672
momentum_quality,0.030555470364197004
rsi_14,0.030318157667506156
momentum_1m,0.030144674685674288
momentum_3m,0.029444782549600052
macd,0.029111377030405467
rsi_28,0.02871948360377635
price_vs_52w_low,0.027582315431173718
macd_signal,0.026714443726145773
sma_200,0.026093271624420242
sma_50,0.025813371207597708
volatility_60d,0.024790852250286988
price_vs_52w_high,0.024711504524213414
atr_14,0.024609400681565603
macd_bullish,0.00620144664877448
cross_sma_20_50,0.0018992156872612638
above_sma200,0.001710797690420878
rsi_overbought,0.0008530143725058401
rsi_oversold,7.0432653186834715e-06
vol_expansion,0.0
high_vix_regime,0.0
inverted_yield_curve,0.0
