,importance
sp500_momentum_3m,0.09806673965865112
yield_curve,0.08989242452906543
sp500_momentum_12m,0.07653903618924686
vix,0.0739648759515657
bb_pct,0.039051816005617725
volatility_20d,0.03874345010603111
macd_hist,0.0378382648243238
momentum_3m,0.03707623607289709
price_vs_52w_low,0.036612974496208206
macd_signal,0.03361034316485919
momentum_6m,0.03314777153559268
volatility_60d,0.03282749103791803
sma_20,0.032176667417598295
sma_200,0.02974666544580932
inverted_yield_curve,0.029715248088411982
momentum_1m,0.029220327411233062
atr_14,0.02901824682778324
momentum_12m,0.02689007599828898
momentum_quality,0.02677568702393499
macd,0.025458942883939493
price_vs_52w_high,0.025190147937040584
rsi_28,0.0251878674555639
rsi_14,0.024818998538907115
vol_ratio_20_50,0.02426997348655256
sma_50,0.023012442039023574
cross_sma_20_50,0.008215962077542866
high_vix_regime,0.0057477944593774645
macd_bullish,0.004321203724657344
above_sma200,0.0022852135327453334
rsi_overbought,0.0004125942153468647
rsi_oversold,0.00016451786426608717
vol_expansion,0.0
