,importance
sp500_momentum_3m,0.08740737192609513
yield_curve,0.07393848187474056
vix,0.07180233676113797
sp500_momentum_12m,0.06936655406769555
atr_14,0.06279354210413741
price_vs_52w_low,0.05173501130571685
momentum_6m,0.04664060860586721
macd_signal,0.03972853177177669
volatility_20d,0.03735406790913041
momentum_3m,0.037009179947446146
volatility_60d,0.03664463406723548
macd,0.03628922048297525
macd_hist,0.034125708896480755
vol_ratio_20_50,0.03364667129250233
sma_200,0.033040207953075974
momentum_12m,0.030728477456876728
bb_pct,0.028866536161756717
price_vs_52w_high,0.027641094138328774
momentum_1m,0.027270736068469324
momentum_quality,0.0272370462161744
sma_50,0.02496737331275957
rsi_14,0.02316084173891201
rsi_28,0.021495017634286958
sma_20,0.020768800960516094
macd_bullish,0.00543330731974653
high_vix_regime,0.005300565521798142
above_sma200,0.002641517120971638
cross_sma_20_50,0.002533616101220561
rsi_overbought,0.0002876499051304677
rsi_oversold,0.0001452913770383741
vol_expansion,0.0
inverted_yield_curve,0.0
