,importance
earnings_quality,0.16599055
accruals_ratio,0.14425232
gross_margin,0.13155834
roe,0.1291294
operating_margin,0.12109243
total_debt_yoy_growth,0.111399755
debt_to_ebitda,0.10344497
current_ratio_change_yoy,0.09313223
