,importance
revenue_decline,0.08970801532268524
revenue_decline__pct_universe,0.06288657337427139
debt_equity__pct_universe,0.05095288157463074
interest_coverage__pct_universe,0.0502367801964283
interest_coverage,0.050131797790527344
consecutive_losses__pct_universe,0.047146402299404144
fcf_margin__pct_universe,0.040978603065013885
interest_coverage__pct_sector,0.0332401841878891
consecutive_losses__pct_sector,0.032897982746362686
consecutive_losses,0.0321648009121418
rule_confidence,0.03213223069906235
current_ratio__pct_universe,0.03138819336891174
debt_to_ebitda__pct_universe,0.030355431139469147
total_debt_yoy_growth__pct_universe,0.029213037341833115
revenue_decline__pct_sector,0.02901831641793251
debt_to_ebitda__pct_sector,0.026974625885486603
insider_net_ratio_90d__pct_universe,0.026768365874886513
debt_equity,0.026240795850753784
current_ratio,0.02586899697780609
total_debt_yoy_growth,0.024514414370059967
fcf_margin,0.023392701521515846
debt_equity__pct_sector,0.023243986070156097
fcf_margin__pct_sector,0.023016642779111862
insider_net_ratio_90d,0.021916499361395836
insider_sell_ratio__pct_universe,0.021828748285770416
current_ratio__pct_sector,0.021622752770781517
insider_sell_ratio,0.019611945375800133
insider_net_ratio_90d__pct_sector,0.01958208531141281
debt_to_ebitda,0.019261255860328674
total_debt_yoy_growth__pct_sector,0.017516590654850006
insider_sell_ratio__pct_sector,0.01618828810751438
