,importance
revenue_yoy_growth,0.16056474522742
net_margin,0.1502801455164999
volatility_60d,0.13029585714455136
fcf_yield,0.12934794249477
momentum_6m,0.12872310024713998
fcf_margin,0.10730120868432315
roic,0.10375681672512156
momentum_3m,0.08973018396017397
