,importance
debt_to_ebitda,0.1427952
operating_income_yoy_growth,0.13036658
net_margin_trend_2y,0.12998898
net_margin,0.12522419
revenue_yoy_growth,0.12409942
ebitda_margin,0.1185542
roe_trend_2y,0.11694497
roe,0.11202644
