,shap_importance
atr_14,0.031027288851985805
macd_signal,0.02468240617051431
vol_ratio_20_50,0.024293820068610094
momentum_1m,0.012913958158068615
momentum_3m,0.011826455899691777
bb_pct,0.01181518272903495
price_vs_52w_low,0.007844096244925172
volatility_60d,0.006453017695229977
