,shap_importance
bb_pct,0.02888214683355572
volatility_20d,0.02352937880727949
atr_14,0.01906480489555297
momentum_6m,0.008840277890496578
vol_ratio_20_50,0.007154815607055291
momentum_3m,0.006940136698394815
momentum_1m,0.003949802125952987
volatility_60d,0.003947967462713638
