,shap_importance
atr_14,0.028153361881075024
macd_hist,0.011612868027423642
macd,0.010561459960415751
vol_ratio_20_50,0.010501077686485439
volatility_60d,0.008493715060365567
momentum_6m,0.00251086249481149
price_vs_52w_high,0.0022252673897377355
momentum_3m,0.0009576666890627604
